,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0299253193583734,-0.0209420870675381,0.0588399562149349,0.19548139481061,0,0,0,0.0175431975407151,0.0424770163021909,0.0329652011412502,0,0,0.0175546139774392,0,0,0,0,0,0
ETH,0,0,0,0.100546666663862,0.230424344352225,0,0,0.422495647586613,0,0,0,0,0,0.0536517298617962,0.137717546512791,0,0,0,0,0
XRP,0,0.0139254793216542,0,0.0128766800571395,0.406462296017258,0,0,0.255181084774381,0,0,0.0918230118808499,0,0,0,0,0,0,0,0,-0.0946463901330925
BCH,0,0.302499003302089,0.0713669928173521,0,0,0.0219395459503046,0,0.124748241478717,0,0.27686299718344,0.00453611265710797,0,0,0,0,0,0,0,0,0
EOS,0,0.551895899747795,0,0,0,0,0,0.201757978320273,0,0,0,0,0,0.135645130734278,0,0,0,0,0,0
XLM,0,0,0.194820649231929,0,0,0,0,0.0813626322492468,0,0.307101811526454,0,0,0,0,0,0,0,0,0,-0.0448622437029652
LTC,0,0.232429616945429,0,0.0643971795635385,0.218758949305515,0,0,0,0,0.114583515343087,0,0,0,0.0490920805915313,0,0,0,0,0,0
ADA,0,0.139078464823855,0.0700650422956635,0.0739165443637189,0,0.0659600614135068,0,0,0.05795800143376,0.150605005270659,0,0,0.107310166400659,0.217981914942717,0.096362503254535,0,0,0,0,0
XMR,0,0.270470822771177,0,0.0788762809452935,0.174377099402062,0,0,0,0,0,0.056360194924087,0.00178888016370547,0,0.225027833760541,0,0,0,0,0,0.0329423181075156
TRX,0,0.210451485411961,0,0,0.123829791863676,0,0,0.10205936387976,0,0,0.337407530988971,0,0,0.0948678899158813,0,0,0,0,0,-0.0497900232604709
MIOTA,0,0.09550619018433,0.0870717880916565,0,0,0,0,0,0,0.28452496603035,0,0,0.121157441512431,0.398168843280389,0,0,0,0,0,-0.0237768118720351
DASH,0,0.190092603895246,0,0,0.200647136274189,0,0,0.0760847198084339,0,0,0.138600997378293,0,0,0.336133985016866,0,0,0,0,0,0.0221641848249855
BNB,0,0.20049358488269,0,0.0851747881276896,0.0265186807838021,0,0,0.0507987276073858,0,0,0,0.0221268792231572,0,0.152313812846959,0,0,0,0,0,-0.0115927337675609
NEO,0,0.0420662980635682,0,0,0,0.0718479142659585,0,0.118192619689749,0.340825504837812,0.00642172440492364,0.199770887164535,0.202287406231399,0,0,0,0,0,0,0,0
ETC,0,0.130964058228492,-0.0763635174032662,0.0740268905546683,0.171880582451907,0,0.226921880770302,0.315139945473696,0,0,0,-0.0699717785217548,0,0,0,0,0,0,0,-0.0702520799468448
BV010082.INDEX,0,0.0119410806243273,0,0.0235653064199939,0,0,0,0,0,0,0.0473170711082856,-0.0113241074570664,0,-0.11907028742045,0,0,-0.0396948508252511,0,0,-0.035619450768574
CVIX.INDEX,0,-0.152269450591797,0.0586286172670138,0,0,-0.0512258166076404,-0.265574245321586,-0.0358204912811097,0.0383010103767081,0.132920330460264,0,0,0.231234280222799,0,0.214619078315233,0,0,0,0,0.0390215992372182
DXY.INDEX,0.00763498117859269,0,-0.00844572666294213,0.0121407893521812,0,0,0,0.00245023912666654,0,-0.0310621209355925,0,0.00702381218556132,0,0.00010247340505485,0,0,0.0422485547757412,0,0,-0.00536384744413741
SPX.INDEX,0,0,-0.00565152428301875,0,0,-0.0238955846288261,0,0,0.00919305020105252,0,0,0,0,-0.0121489755172526,0.00752849554332084,0,0,0,0,-0.0965553735258799
VIX.INDEX,0,-0.315433215538796,-0.139299587737168,0,-0.0152974379274131,-0.357679642434085,0,0.119854419239871,0,-0.18548453898555,0.396514773647821,0,0,-0.0764688258907845,0.261286620471981,0,0,0,-7.37794240084919,0
