,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.24406908671125,0,0,0,0,0,0,0.130723502003536,0,0,0.0976862814695165,0.0234715359450598,0.0251147056470848,0.0941725584799626,0,0,0,0,0
ETH,0,0,0.356238562789902,0.0371648071587566,0.0318052031676371,0,0.148094323354028,0,0.134647367552807,0.0642303083044274,0,0,0,0.0178599274735944,0.10110037688942,0,0,0,0,0
XRP,0,0.0810100412956656,0,0.0371720632341491,0.0381689138456381,0.149816722161337,0,0.107136780172471,0.0522371773261725,0.185425663030558,0,0,0,0.124010662967593,0,0,0,0,0,0.048734072375629
BCH,0,0.41709403124991,0,0,0.0905291223934382,0,0.083773333473384,0,0.0392199418818274,-0.000000000000000000216840434497101,0.18015706943649,0,0,0.0221089282508777,0.0570241787239429,0,0,0,0,-0.0572841839794513
EOS,0,0,0,0,0,0,0.459151042953364,0,0,0.235556718373942,0,0.485055653465795,-0.484571169461612,0.229972866974839,0.131081303458552,0,0,0,0,0
LTC,0,0.208097965030475,0,0,0.206162112023007,0,0,0,0,0,0,0.0157957962887656,0,0.245925252742023,0.0408863989868415,0,0,0,0,-0.000000000000000000867361737988404
ADA,0,0,0,0.123237667976656,0.107519887850243,0,0,0.335613691151244,0.0819435784368375,0.180695590733937,0,0.0240382349421998,0,0.0673733163460848,0,0,0,0,0,0.0290024629233972
XLM,0,0,0,0.0961684440397738,0.188982011534041,0,0.280201994342672,0,0.0327080845265025,0.038771860851163,0.0602294036794503,0,0,0,0,0,0,0,0,0
MIOTA,0,0.112288445602122,0,-0.130635491224037,0,0,0.578329022748056,0.322246242944746,0,0.028123955290343,0.206084759700176,0,0,0,0,0,0,0,0,0
TRX,0,0,0.26419001856457,0.185183603946172,0.310134179587834,0,0,0,0,0,0,0,0,0,0.0630055391893699,0,0,0,0,0
NEO,0,0,0,0,0.0147831456726982,0,0,0,0.0980668017682504,0.177632348043934,0,0,0,0.463841488511988,0,0,0,0,0,0
XMR,0,0,0,0,0,0,0.272932814560001,0,0,0.0876059859523628,0.374138751007245,0,0,0,0,0,0,0,0,0
DASH,0,0.111918258111874,0,0,0,0,0,0,0.0850721263769435,0,0,0,0,0.312591277457043,0,0,0,0,0,-0.0442937594923996
XEM,0,0,0.178756623275469,0,0,0,0,0.086913816782722,-0.0909052941018642,0.0481704019148584,0.596454066684686,0.0204379704528742,0,0,0.115835376233539,0,0,0,0,0
ETC,0.333235076319092,0,0.323524317865057,0.0521582817647505,0.0157422817746762,0.0479327336225619,0,0,0.109241462760801,0.163387057209799,0,0,0,0.120396916682934,0,0,0,0,0,-0.133299998324448
BV010082.INDEX,0,0,0,0,-0.131279216800717,0,0,-0.0115868533240153,0,0,0,0.145916304074752,0,0,0.00178880569177004,0,0,0,0,-0.144178301823758
CVIX.INDEX,0,0,0,0.104860609181931,-0.0112950480658773,0.169567085552403,-0.0868390207182206,-0.101163878770827,0.0464681285527107,0,0.196970685768129,-0.0813627018554966,-0.194955787268502,0.000886198702440843,0.034799490472983,0.224266900706001,0,0.874439107836901,0,0.116505247974323
DXY.INDEX,0,0,0,0.0108227251157981,0.0175399855525369,0.0305267950648594,-0.0290481622595879,0,0,0.0141197741220793,0.0159684851988376,-0.00418321501260277,0,-0.0618659125034394,0.0127094248787326,-0.0537550976918376,0.024138950035721,0,0,0.00783374025846053
SPX.INDEX,0,0,0,0.0175426123879298,0,-0.0229897654549595,0,0,-0.0167509588506681,0.0109398772021168,0,0,0,0,0.00850831121557044,0,0,0,0,-0.0613560575700581
VIX.INDEX,0,0,0.528882922087596,0,-0.529760437850102,0,0,-0.361313910393486,-0.101287527828319,0.346287845823834,0,-0.37488770348048,0.0296496385980069,0.4718895819706,0,-0.671093136992742,0.279503153034095,0,-0.716841624147513,0
