,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.318044153181682,0.19838171377347,0.0271704553580193,0.0659950526963031,0,0.0383705465658268,0.0141022117370742,0.0309093170759735,0.0452977302467586,0,0,0,0,0
XRP,0,0,0,-0.0191420257048741,0,0.372576939337963,0.293161429267054,0,0,0,-0.00336435208216887,-0.10351544001318,0,0,-0.0697137226994013
LTC,0.437746041478453,0.254931348457224,0,0.0472350689881065,0,0.225262755917354,0.0414886239477428,-0.161944708743904,0.0263928501304037,0.0315804302005541,0,0,0,0,-0.127998573712574
ETH,1.35010816291382,0.360583747557786,-1.48270921336479,0,1.09414296431786,0.862453230609596,0.62665471578668,-0.998520657679642,-0.0121986709049997,-0.43082698856924,0.472519417778777,0.388101429166953,5.27010256289943,0,0
DASH,0,-0.0462004174150358,0.544428682804225,0.0103515036135373,0,0.0994831494980143,-0.281376025270614,0,0.023672096687721,0.0529605033766123,0,0,0,0,-0.0914476801047806
DOGE,0.309270856165585,0,0.347850295606265,0,0,0,0,0,0.0149248153698562,0.00762696764748787,0,0,0,0,0
XLM,0.456529665187775,-0.106487259431737,0,0.125009105528058,-0.0217646073069337,-0.265105815508459,0,0.0542128769151445,-0.0142105069748629,0.0740119414320184,0,0,0,0,-0.176706270246015
XMR,0.150120483982557,0,0.0780071662927439,-0.025796642707501,0.175397451591528,0.176859423089321,0.00618199342170428,0,0.0676649160431907,0,-0.650012709700471,-0.891494777181716,0,0,-0.259346691297476
DGB,0,0,0,0,0,0.891544813459017,0.936020270074371,0,0,0.145351279135618,0,0.52472081294683,0,0,-0.0495304705852073
XEM,-0.4071297538072,0,-0.147303014501064,-0.193736468791995,0.127369820576841,1.64364236664757,1.11868889141567,0,0.116991755541391,0,0,0,0,0,0.234876406935453
BV010082.INDEX,-0.20500959607355,0.0713319384869112,0.116341645863389,0,0.0655398291866651,0.107249731074348,0,0.101453631122076,-0.0450249804261899,0.0314290963388535,0,0.129774306777756,0,0.822883645200352,0.0854577093623999
CVIX.INDEX,0,0,0.0276685697914746,0.0408454656422108,-0.000000000000000000867361737988404,-0.0270117189255278,-0.312116161633172,-0.192546298949503,0.00787415893232312,0.0867144103037655,0,0,0.695554227172825,1.03475615466844,0.133053443969732
DXY.INDEX,-0.015320799299768,-0.0399510250582286,0.0212180754541891,0.00537731842531232,0,0,0,0.0241757274744477,-0.00845769576896126,0.000482101136109661,0.131660099613093,0.02466054837938,0,0,-0.0197566438105601
SPX.INDEX,0,0,0.0226782867354037,0,0.0235754542971069,0,0,0,0,-0.00985678375791036,0,0.0178222706053039,0,0,-0.0934605191724779
VIX.INDEX,0.0988523880395564,-0.380866128251583,0,0.161903682321761,0,0,0.075714988558985,0.0437671273071753,0,0,0,-0.131185207744331,-0.832002322874323,-5.00849113355742,0
