,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.106646672933129,0,0.160498717630328,0.0282039748290696,0.0143868506072482,0.0387993855418333,0,0,0.000497508639715994,0.0372498186406069,0,0,0,0,-0.0647600273444859
ETH,0.446873968760467,0,0,0,0.04054303388631,0.0189126187945579,0,-0.108060593208669,0,0,-0.0567351149469227,0.397596535514463,0,0,0,0.0922021795846471
XRP,0,-0.102404604823187,0,0,-0.0420122586338488,0.0634430187057479,0.168869291531898,0.185700735089188,0.152050889605127,0.379142400075032,0.189886214336272,-0.344226310133303,0,0,0,0.165706861650157
LTC,0.598666389507431,-0.056211980860093,0,0,0.096816122225655,0.0061945057182864,0,0,0.0207506438281428,0.01440521608691,-0.0182941251509587,0,0.0792888395944273,0,0,0.0162653868368666
ETC,-1.21658716428165,-0.102316953990344,0,1.00487455915463,0,-0.056094093314069,0.17781347328511,-0.00921304560661416,-0.940826167270885,0.371131675141782,0.151747851302846,0,-0.54023670585772,0,0,-0.352812768869328
XMR,0,0.837262848946681,-0.0210634869018098,0,0,0,0.49473348566024,0,0,0,0,0,0,0,0,0
DASH,0,-0.207981367934297,0,0,0,0.0293992747310813,0,0.0764233590803006,-0.0420568965008488,0.0324726424289925,-0.159494528177978,0,0,0,0,-0.166893668341875
XEM,0,0.211585790345921,0,-0.658516310753719,-0.00000000000000000346944695195361,0,0.306582742506861,0,-0.0258472453421328,0,0.122794565991649,0,-0.573443466506339,0,0,-0.0175274158016732
DOGE,0,0.179791911068836,0.105824472089546,0,0,-0.133900374320506,0.157256551545277,-0.0208813785424048,0,0.00430733915759682,-0.0213761343510995,0,0.500438706534905,1.04197213975167,3.99564792131403,0.222836274904926
XLM,0,0,0.500682921329093,0,0,0.014194630623705,0,-0.046673265364091,0,0,0.0323024534666667,0.407803168287455,0.558215444729129,0,0,0
DGB,-0.602587369806563,0,0.263193768672976,0,-0.196391050478422,0,-0.217316302904571,-0.0802181800783332,0,0,0,0,0.873647702425033,0,0,0
BV010082.INDEX,-0.178214378539757,0,-0.0184600882386503,-0.195731367096539,-0.0430123021469623,0.0271398648955733,0,-0.120023285827248,-0.131797894701889,-0.0860384308200511,0,0,0.215807119516179,0,0,0.0205881107347593
CVIX.INDEX,-0.335623150730721,0.125761136969728,0.0582849333445712,0.100358564061943,0,-0.00395588442794668,0.0742045218438872,0.00795130744802569,0,0.0525239704601597,0.0619042314209437,-0.0567902718171862,0,0,0,0.102587710147911
DXY.INDEX,0,0.00560059206477896,0.00568895686265541,0,-0.00509003803913339,0,0,-0.0161908632404404,0.00484554244913868,0.00491274063910043,-0.00291976560110341,0.0984598007604468,0,0,0,0
SPX.INDEX,0,0.0183541177868637,0.0235732828369203,0,-0.00333423442577265,0.004392698639285,0.0170837513185464,0,0,-0.0211838711970859,0,0,0,0,0,-0.0686478104244761
VIX.INDEX,-0.945029901186212,0,0.0861953733725108,0,-0.0607046524841192,0,0,0.0443992176660849,0.303707556110748,-0.126431505504651,0.159961107332911,0,0.676758429397487,0,-6.12740278374463,0
