,BTC,LTC,XRP,ETH,DOGE,DASH,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.207404914513051,0.318309128131315,0.0235668476870587,0,0.0686023916256025,0.0285997950801165,0.0166375183145147,0.0293974334842241,0.0443301770947753,0,0,0,0,0
LTC,0.388877291906814,0,0.219758253240138,0,0.325672281286208,0,0.0794383041948004,-0.0872301781317115,0.0129640246729918,0.00293427564994205,0,0,0,0,-0.0451631236781366
XRP,0,0.0000000000000000138777878078145,0,-0.0101708758926464,0.476034443580301,0,0.293014911153247,-0.0233230547455832,0.00201045207925689,0,0,-0.318058959674274,0,0,0
ETH,0.365553520206848,-0.441450086347465,0.929758633492348,0,-0.347938010276374,0.651465174000488,0,0,-0.0680383910883689,-0.102975252134772,0,0,0,0,0
DOGE,0.140059202381723,0.329700335756086,0,0.0421116754581504,0,0.0614200588942533,0,0,0.0264043616108931,0.105912413843152,0,0,0,0,0
DASH,0,0.472295906707682,0,0,0.166726746294636,0,-0.30277636591372,0,0.0146053100197132,0.0502137329180303,0,0,0,0,-0.0239505543791111
XLM,0.465677380120754,0.0653545091532466,-0.135240337454532,0.156857056230647,-0.393789676649336,0,0,0.0439145862398118,-0.00794179664736703,0.101811788014011,0,0,0,0,-0.17079582035593
XMR,0.0390814073365676,0.227616580700304,0,-0.10940413559215,0.305623528607632,0.221023754629272,0,0,0,-0.0418923434465889,-0.756475415009396,-0.362935009621754,0,0,-0.27468386132419
DGB,0,-0.530190720867384,0,0,0.707198205290591,0,0.734833600938691,0.344020815796792,0,0.430881509362451,0,0,0,0,-0.010286743390265
XEM,-0.395384175256094,0,-0.384041012382243,-0.179822539301486,1.71961296836865,0.719831608783204,0.366752239326614,-0.00000000000000000173472347597681,0.0442915553749856,0,0,0.323292982998114,0,-3.70364003163333,0.124354224013893
BV010082.INDEX,0,0,0.0580625257062441,-0.0152676843094517,0,0.0384798617193344,0,0.055006928762765,-0.0154057743366936,0,0,0,0,0,0.00856325107042623
CVIX.INDEX,0,0.0811116918631855,0,0.0470558680796676,-0.0995799451368439,0.0133108919288303,-0.240070189070913,-0.15366256303897,0.0205821498212543,0.0956850706545944,0,0,2.50780181322683,0,0
DXY.INDEX,0,0.00944252326790748,-0.0352300409113077,0.00481062953265251,0,0,0,0.0198588210384887,-0.0125968377346612,0,0.115954775924071,0.013803086932223,0,0,-0.0185463771817307
SPX.INDEX,0,0,0,0,0,0.00817142416848838,0,0,0.00358278802224196,0,0,0,0,0,-0.0758180286957869
VIX.INDEX,-0.067177657203276,-0.0340069721687438,-0.167350372631764,0.0941511034542621,0,0,-0.000000000000000000216840434497101,-0.158405999157998,0.13153996475386,0.0886095614549081,0,-0.474217066096891,0,-3.76189744135018,0
