,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,XMR,DASH,BSV,MIOTA,XTZ,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.0873566700013592,0.0373537636985266,0,0,0,0.0353337063544802,0,0.23788682665755,0,0.0690931824979301,0.036027866968961,0.0161471759006448,0,0,0,0,0
ETH,0.217747598843281,0,0.156477938322325,0,0,0.154885553075633,0.0943596235207041,0.104355912891545,0.0108523079156016,0,0.0714209205293423,0,0.0312551808158504,0,0.0174123086280453,0,0,0,0,0
XRP,0,0.0972986626763323,0,0,0,0.0912037237277757,0.0492847384424055,0.251949019118439,0,0.124835023205575,0,0,0,0,0.0591404736670149,0,0,0,0,0
BCH,0,0,0,0,0.379842045065535,0.135100873953611,0,0.00000000000000000346944695195361,0.333115161573201,0,0.0222181493896336,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0.229417465899009,0,0.211915397009567,0,0,0.184385914160069,0,0,0,0.170013339010887,0,0.0593138081820237,0,0,0,0,0
EOS,0,0.140222502311122,0.146528372125396,0.230542611490117,0.0596232758902693,0,0,0.00701089207300141,0,0.114641346163078,0,0.0803679553750868,0.0926269760827313,0,0.0590934354747676,0,0,0,0,0
BNB,0,0.000000000000000000867361737988404,0,-0.00000000000000000693889390390723,-0.177692287807784,0,0,0,0.125728610645483,0,0.250922101765462,0.424329776745581,0.32722600901358,0.0769524622713878,0.0319009316705145,0,0.0386396478351125,0,0,-0.0679732319289387
XLM,0,0,0.194790396598911,0.108997219089942,0,0,0,0,0.0529159544994792,0.127754102419836,0.0928637782037394,0,0.0413488500755893,0,0.0190361514932517,0,0,0,0,-0.0254133747652848
ADA,0,0,0,0.222579920420565,0.303341626051547,0,0.0312052188783388,0.235942214621758,0,0.0770495652872991,0,0,0,0,0,0,0,0,0,-0.00958457104729698
TRX,0,0.191548667711729,0.0179464285305421,-0.0382614967614694,0,0.152970536139523,-0.0511655670416174,0.308477375436014,-0.00000000000000000173472347597681,0,0.0934167810875812,0.226585237802545,0.0535736179112423,0.0675403656250583,0.0490098917396648,0,0,0,0,0.164152509661229
XMR,0,0.553970781136088,0,0,0,0,0.0888607137908781,0,0,0,0,0.208436854827176,0,0.0744016873902973,0.0225148633480768,0,0,0,0,0
DASH,0,0.275397198948156,0,0,0.000000000000000000867361737988404,0,0.119470001683475,0.197452766037664,0,0,0.0175444916323598,0,0,0.115572955201451,0,0,0,0,0,0
BSV,0,0,0,0,0.443306561960698,0,0,0,0,0.0481619123298267,0,0.217755652403775,0,0.129657882112127,0.0437545315223482,0,0.124966639391995,0,0,0.110764216689092
MIOTA,0,-0.0962270286201667,0,0,0,0,0.171835656037404,0.194156081340674,0.103525407263556,0.0854189165149863,0.203343803878308,0,0.0506895823017352,0,-0.0135124558860784,0,-0.0825597939728634,0,0,0
XTZ,0,0.0000000000000000277555756156289,0.809876442688013,-0.0135389282193431,0,-0.0000000000000000277555756156289,-0.125474711488522,0.267691418018202,0,0,0,0,-0.0977168302475289,0,0,0,-0.303302872275476,0,0,0.0983520950281464
BV010082.INDEX,0,0.139669301279478,0.316776714055668,0.0160949084620103,0.0814314936439502,0.00359336831024263,0.0281052887262548,-0.152353068123856,-0.237300497012471,0,0,0,0,0,-0.0546591969214577,0,0,0,0,-0.0426047004337808
CVIX.INDEX,0.62668680956669,0,0,0,0,-0.240244674492422,-0.0254178037361777,0.465261903873879,-0.293627840898822,-0.132476357546081,-0.382264523987608,0.412066460933334,-0.11528434266149,0,-0.209655966685039,-0.483151533734691,0,0,0,0.15263012435261
DXY.INDEX,0.0341403384053129,0.0242551600867406,0.00350555612913405,0,-0.0313330451653586,0,0.0136389160962708,0,0.015901139689694,0,0,0,-0.00694968097561781,-0.0326232195556136,-0.00550154922897387,0,0,0,0,0.00770702852137373
SPX.INDEX,-0.0195997428577521,0,0,0,0.00000000000000000173472347597681,0,0,0,-0.0275179499772921,0.00395555479471727,0,0,0.00973034114402073,0,0.00559866188510234,0.0761474151125769,0.00656543774633497,0,0,-0.0646121952551718
VIX.INDEX,-0.78357514679395,-0.220144201890171,0,0.0918990266646907,0,-0.321854178329245,-0.0416321352481155,-0.566329164339266,0,1.00777545141866,0,0,0.195926483248888,0,0.0470489047499244,-0.0396997452831869,0.0281812383478134,0,-6.36667054114421,0
