,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0,0,0.125289852977767,0.0689749960605368,0,0.0119747335256451,0,0.0175018689461821,0.117866846017737,0.304108479703893,0.0831215704798782,0,0,0,0,0,0
XRP,0,0,0.18987131619657,0.0384538326139192,0.0484525663971866,0.0433786929174656,0.175869802668598,0,-0.0105058169928335,0.000108594657408728,0,0.0263520354819986,0,0.0487395418750666,0.0722376849184334,0,0,0,0,0
ETH,0,0,0,0.120506542175775,0,0,0,0.131763647149713,0,0,0,0.019407109370942,0.284256993389289,0.192809818611647,0,0,0,0,0,0
BCH,0,0,0,0,0.334756445557625,0,0,0,0.131393432208137,0.508790769259419,0.0742105133262732,0.278452028830521,-0.137665552363075,0,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,-0.0493863476263058,0,0.679333620311905,0,0.165504102682259,0,0.151430110492525,-0.0425065493936399,0,0,0,0,0
XLM,0,0,0.00587028231874039,0.112449129647154,0.00816196622670634,0,0,0,-0.000000000000000000433680868994202,0.128168110896474,0.0647828725414244,0.130139628387003,0.276833724541358,0,0,0,0,0,0,0
LTC,0,0,0.0684086914108236,0,0.288515866131878,0,0,0,0.0340093908159986,0,0.058558921754629,0.0341919983854941,0.209771604313748,0,0,0,0,0,0,0
TRX,0,0,0,0,0,0,0,0,0.0390093049266443,0.498799648744669,0,0.21864531939674,0,0,0.062201554937248,0,0,0,0,0
BSV,0,-0.441850267199084,0,0.496691189050505,0,0,0,0.277298076962971,0,0.376457194749398,0.117838298341611,0.211068631820746,0,0.296301539160695,-0.588648711071926,0,0,0,0,-0.144867250050862
ADA,0,0,0.026309448257674,0.11272926722363,0.245697748636546,0,0,0.222755760966069,0,0,0.140531461468124,0,0.154293094204346,0,0,0,0,0,0,0
MIOTA,0,0,0,0.0661249933770873,0.287636515994495,0.203952902969368,0.00206122487014157,0,0.0814492507351088,-0.00000000000000000346944695195361,0,0,0.202894344382365,0,0.0688712372328814,0,0,0,0,0
BNB,0,0,0,-0.0384359851701776,0.173628232076412,0,0.344017123327209,0.0995814982163432,0,0.358974329316068,-0.0165724895912647,0,0,0,0,0,0,0,0,0
XMR,0,0,0.248118439484992,0,0,0.224515997117904,0,0,0,0.227717041134822,0.0101245921900977,0.0699995826849838,0,0.0372852902771512,0,0,0,0,0,-0.0287497067314192
DASH,0,0,0.0545600478023063,0,0.243283401694506,0.135413968169105,0.214482897110122,-0.0241557104959662,-0.0133246288025988,0,0.0242693775111947,0.0822219867929109,0.300447795488828,0,0,0,0,0,0,0
XEM,0,0,0,0.127677800264432,0,0.262714965601118,0,0.0589734752683055,0.0276437277154351,0.276927705519012,0.000598291040706016,0,0.00000000000000000346944695195361,0,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.218085912825823,-0.0339865526417919,0.0152354195160117,0,0,-0.0381817664387669,0.0116982935659929,0.0221667898385393,0.053764140270161,0.0242431867059735,0,0,0.200174092857494,0,0,0,0,-0.0543752869820222
CVIX.INDEX,0,0,0.225005163686871,0.0408856994620298,0,0,0,-0.118825478382382,0.0228841315006327,0,0.0893107557590687,-0.247599135071539,-0.182481939239283,0,0.168234814499205,0.0546796876463514,0,0,0,0.0498200554537698
DXY.INDEX,0,0,0,0,-0.0000000000000000000135525271560688,0,0,-0.0405047099617101,0.00353926707542858,0.013401227757658,0,0.0000883977179888508,0,0,0.0315127927164284,0.0415961686366982,0,0,0,0.00184014488278041
SPX.INDEX,0,0,0,-0.007350317723876,0.00000000000000000010842021724855,-0.00240323890656568,0,0,0.0167336333734993,0,0,0,0,-0.0397779326890195,0.036910121779844,0.0850146824304822,0,0,0,-0.119268630121873
VIX.INDEX,0,0,-0.155715756766917,0,-0.00000000000000000346944695195361,0,0,0.428923701365133,0,0.0395603904490264,0.000000000000000000867361737988404,0.0878436502997709,-0.610484645982555,0.174264777766636,0,0,0,0,-4.3006564114595,0
