,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0312976279838773,0.546028051627278,0.0146301810277696,0.0706190984738841,0.315685832040108,0.0594506627943604,-0.0389575136401062,0,0,0.033091338197573,0,0,0
XRP,0,0,0,0.172775885571757,0.2537241561852,0.428390189861754,-0.23354882632604,-0.0704538493269092,0,-0.111124201820784,0,0,-1.99670857682815,-0.313712187727944
LTC,0.465769606439013,-0.0408943214771755,0,-0.0278020615554505,0.113036042439689,0.200566449901325,0.0425189908833427,0.0402506391240214,0.0326352371602043,0,-0.0467148794880363,0,0,0.157250931598439
DASH,0.630171157871753,0.068317868581801,0,0,0,0.814067695046837,-0.14428798922014,0.102896777639563,0,0,0.259247288862189,0,0,-0.0998069367794105
XLM,0.359880018070423,0.309277767476048,0.438095569602724,0,0,0,-0.000000000000000000867361737988404,-0.0855238450507759,-0.190966838625689,0,0,0,0,0
DOGE,0.449073637840796,0.13587216680957,0,0.0668471905525013,0,0,0,0.0148732173073521,0.00835218191320761,0,0.0605733438373841,0,0,0
XMR,1.21215109563933,0,0,-0.137419945410089,0.0852418486709633,0.32729681846657,0,-0.0684181356377193,0,0.853101519628854,-0.117402134250556,0,0,-0.506308325734369
XEM,-1.64114572493939,-0.6576804972105,1.95094981325032,0.26069479534376,-0.221586536034379,2.32765502397891,-0.131647518096164,0,0.357192341182682,0.0000000000000000138777878078145,-0.368861640852222,0,0,-0.514931125306077
DGB,0,0,0.432565262881313,-0.223092231815198,0,0,0.185126746360427,-0.152765106914488,0,0,0,0,0,0
BV010082.INDEX,0,-0.011852578554486,0,0.018345067491038,0,-0.0632190815231367,0,-0.0193371313050135,0.0296896934905293,0,0.04360815571422,0,0,0.0367383053344622
CVIX.INDEX,0.523639764155473,0.0653247142491544,0,0,-0.166554760391199,0,-0.0430463438768914,-0.0193714515197617,0,0.558731181044633,0,0,0,-0.0660748237967064
DXY.INDEX,0.0937709463967649,-0.00371110815275098,0,-0.0104664800258814,0.0121812460293031,0,0.0115370145939609,0.0046827524422913,-0.0234006203795451,0.15043078892851,0.119042727601117,0,0,0.0419890569546257
SPX.INDEX,0,0,0,-0.010256793759249,0.0200727383319825,-0.020980884738113,0,0,0.0141023473184689,0,-0.025359015847441,0,0,-0.112165827025248
VIX.INDEX,0,0.276512295532611,0,0,0,0,-0.102418106678014,0.0157005424850267,-0.0882223658715073,0.326199604292744,0.17614092407119,0,-3.79667008209751,0
