,BTC,ETH,XRP,LTC,ETC,DASH,XMR,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0715840497942203,0,0.3277530242394,0,0.0241585415761879,0.0363007656932413,0.0814996855681318,0.0533883762198534,0,0.0688266411374427,0,0,0,0,-0.0637876175186543
ETH,0,0,0.130794017481401,0,-0.23385814655041,0.283345531799732,0.0872547711933896,0.0685398901311109,0.0852141553915977,0,0.219262115098647,0,-0.68026900529762,0,0,0
XRP,0,0.0520322331512021,0,0,0.00356467799309916,-0.000000000000000000867361737988404,0.0432099246277894,0.0223901776398444,0,0.0125438661593234,0.0726506609321107,-0.148183997326601,0.091721365441812,0,0,-0.0937411445192739
LTC,0.946350448435584,0,0,0,0.00044812333252771,0.0120164058149835,0,-0.0255547751073632,0,0,0,0,0,0,0,0
ETC,0,-0.690282095099664,0,0,0,0.38614669538979,0,0.0707797333596075,-0.752321373211309,0.0823377483558118,0,0,0,0,0,-0.443151388567997
DASH,0.105015887989906,0.187142229401555,-0.158583599822118,0,0.0461627131958168,0,-0.0391690350899207,0,0,0.235207532947528,-0.113834654380414,-0.722776494953355,0.214476659386275,0,0,-0.147266856404672
XMR,0.699644905559354,0,0,0,-0.0192330940043627,0,0,-0.0158412207144269,0,0,0.161123245443881,0,0,0,0,0
XEM,1.23964458036006,0.103432479088398,0,0,0.0709586084314407,0.369672331058455,0,0,0,0.614477491867039,0.104466198645789,0,0,0,0,0.217028089384055
DOGE,0.29393712426664,0,0,0.348229045829039,0,0.152061939271291,-0.00642772808989951,0,0,0.0758755505449301,-0.0533079092561845,0,0,0,0,0.121843171786858
XLM,0.556266762495631,0.0960555510870121,0,0.251728104752276,-0.0414490702236777,0,0.0412471495947223,0.0930068261325837,-0.193116837980077,0,-0.30722995417991,0.177697206331771,-0.101585352124127,0,0,0.144069263427529
DGB,0,0.68418764061507,0,0,0.117585584872387,0,0,-0.0172419429184717,0,0.380290622632039,0,0,0.59229497963496,0,0,0
BV010082.INDEX,0,0,-0.554641409508892,0,0.00944134618351651,0.0839543731251673,0.0134803779409063,0.0324046036055183,0,0,0.0335625499295063,0,0.0977638186511636,0,0.0129666696199643,-0.107660282873985
CVIX.INDEX,0,-0.165101595443719,0.111137783761433,-0.296084549499569,0.00741830815456618,0.16153210837488,0.0632454231267749,-0.0359769784850121,0,0.173016496696903,0,0.171133050885768,0,0,0,0.128002897051418
DXY.INDEX,0,0,0.0449037905743,0,0.00204314352945269,0.0405286449559446,0.00279213523825113,-0.0120214045027162,0,0.00582861517998125,-0.0258270960824332,0.111111045584796,0.0081976260710315,0,0,0.00640252843325378
SPX.INDEX,0,0,0,0,0,0,0,-0.00478777435202687,0,0.00962007653496181,0,0,0,0,0,-0.0842784581639507
VIX.INDEX,0,0.261827807313168,-0.738150858825247,-0.271261059549664,0,0.00834667881459888,0.1145139640206,-0.10986566845861,-0.452941017792428,0.468194616338944,0,0,1.10256934644699,0,0,0
