,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.169863987327616,0,-0.0332555241915538,0.156814030625238,0.229607603817693,0.149873541001946,0.196803866681672,-0.16384309500684,0,0.208139773692146,-0.31417984049719,0.0825135927778963,0,0,0,0,0
ETH,0,0,0.000000000000000000433680868994202,-0.0544079103621467,0.0261118647208841,0.179928199337036,0,0.793695424394995,0,0,0.146028264745081,0,0,0,0,0,0,0
XRP,0,0.0582313396853892,0,-0.0141368639510968,-0.175031080533061,0,0,0,0,0,0.832323729368146,0,-0.30067179318176,0,0,0,0,0
LTC,0,0,-0.0160394070428247,0,0.103788229250803,0.0515742424443794,0,0,0,0.398804442346187,0,-0.037365802181005,0.111657111142699,0.712509833519113,0,0,0,-0.0578008540637228
DASH,-0.126206321988669,0,-0.0151431965334098,0,0,0.136810410279935,0.0804116638893327,0,0.109447393427073,0,-0.182895744430777,0,0.0733937269506706,0,0.38780355325389,0,0,0
ETC,0,0.268813138208241,-0.0218117688779324,0.122851579229805,0.150725131036807,0,0.0655884389842278,0,0.0311862719195631,0.110379957413443,0,-0.0660805062463167,0.0855424601811304,-0.559982909143,0,0,0,0.0266101852947899
XEM,0,0.153093655321069,0,0,0.101391684417645,0,0,0,0.117779894232446,0,0.0279460657582422,0,0.341992457077709,0,0,0,0,-0.409307030958222
XMR,0.262416011205732,0.273832545593287,0,-0.0983857431469816,0,-0.0946509238822263,0.059077685654841,0,0.141424220500806,-0.00395115077453011,0,0,0,0,0,0,0,0
ZEC,-0.0633039513265882,0,-0.0226419761087288,-0.0935543123783354,0.241137386084372,-0.0558056083349898,-0.0887179964450896,0.158497101478268,0,0.312719567010739,0,0,0,0,0.230285450139655,0,0,-0.058405729996946
DOGE,0.171188144041261,0.199177676065739,0,0.305245459676791,0.0461565799374892,-0.232809577731437,-0.119083961525727,0,0.371959020179928,0,0.287848952187331,0.0634782269906125,0.0938434720433375,0.116206301717362,0,0,0,0.192561597636219
XLM,0.406185495296058,0.065683026336325,0.330176499650388,0.19235649509866,0,0.0131488469007043,0,0,0,0.387705551930449,0,-0.00000000000000000173472347597681,0.0733652014836087,0,0,0,0,-0.125671247501567
NEO,0,-0.125414820129939,-0.0252284808189481,0,0.185316124539007,0,0.020434290011411,-0.155080299589402,0.275082375742372,0.0740611506945238,0.0707279249569001,0,0,0,0,0,0,0.0753658624874789
DGB,0.220913926952095,0.0583817565228342,-0.0377635921542838,0,0,0,0.0388964471100968,0,0,0,0,0.163836087628174,0,0,0,0,0,-0.00580574598276904
BV010082.INDEX,0.0653147569046255,0,0.00415577468041066,0,0,-0.0586831066218304,0,0,0,0,0,0,0.0272469542656343,0,0,0,0,-0.0628795826571182
CVIX.INDEX,0,-0.0359711283710211,0,0.0451148899419579,0,0,-0.152175416396715,0,0.189055643234297,0.050293314685816,0,0,0.0401411101184917,0,0,0,0,0.274583041512764
DXY.INDEX,0.0244169162058111,0.00716197249021895,0,0,-0.00399867276423734,0,-0.0071178530832174,0,0,0.0000000000000000000542101086242752,0.00408183592882795,-0.010696153985361,-0.00196268813315442,0.0875893680870111,0,0,0,0.0263119721150179
SPX.INDEX,0.0152685921979303,0.00893146988199195,-0.0000000000000000000271050543121376,0.00185961033906704,-0.00258465033498881,-0.00604508746614991,-0.00119142373945059,0.00438606912812241,-0.0123161430775846,0,0.00232499876010848,-0.00563724850881002,0,0,0,0,0,-0.0383892106448813
VIX.INDEX,0,0,0.133165644977939,-0.0496560492033341,0.0497450860405921,-0.0497912847976741,-0.2202096493586,-0.173318107387351,-0.0328960560450497,0.109999334123144,-0.346793395597067,0.0354616573078763,0.171165826164829,-0.801898582579126,0,0,-1.67529809907073,0
