,BTC,XRP,LTC,XLM,DASH,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0694973805628822,0.105641196480399,0.0544013690224038,0,0.102874290816253,0.15285300096358,0.0505084805530925,0.0502278637913888,0,-0.104536334806574,0,0,0
XRP,0.505355714139866,0,0.199004821024549,0,0.168159170548943,0,-0.158208941926924,-0.124084511997462,0.0494970104352582,0,0,0,0,-0.0295438313367044
LTC,0.551643113498893,0.1139252002029,0,0,-0.0481734892943571,0.143065045866979,0.0359074238139783,0,0,-0.162315065548591,0,0,0,0.0821552986305684
XLM,0,-0.190317158385503,0.595639303004316,0,-0.0681575990844903,-0.0495181100774199,-0.316641072730726,-0.0197722887371884,0,0,-0.734825162289533,0,0,-0.251580344096559
DASH,0,0.062263786007523,0.327454849220051,0,0,0.239677767542681,0,0,0,0,0,0,0,0
DOGE,0.390840044396334,0,0.159534186631606,0.0882678059804157,0.0681505870330328,0,0.0670016208960839,0.057804287161189,-0.0441893764508531,0,-0.0485875442892901,0,0,-0.0502272707430577
XMR,1.65288054583139,-0.0223349344614999,0.160062019511604,-0.0981813842114018,-0.576787367572345,0,0,0,0.0904685026293754,1.66620008295869,-0.261027532252781,0,-5.66372469430951,-0.857815289924058
XEM,-1.14767610618772,-0.288516614089933,0.384720416356037,-0.164467585319052,0.360536313107078,0.853647191530351,-0.330683491679119,0,0.0266521998018883,3.00453667710698,0,-7.74467585176731,0,-0.942236316348207
DGB,0.632770313591953,-0.0618116057920714,0.544157314895705,-0.384564143992968,-0.00000000000000000173472347597681,0.0552909212820189,0,-0.0554185523933497,0,2.10879958319313,0.199334667439603,0,0.264330169511062,0.214183710814784
BV010082.INDEX,0,0,0.00366868436286905,0.063285036128829,0.0333474245852702,-0.0664304180523506,0,-0.0256481886045027,0.0313637663359013,0,0.0364081595299867,0,0,0.0469990399877572
CVIX.INDEX,0,-0.00000000000000000346944695195361,0,0,0,-0.0616101188069664,-0.0313096520366255,0.0459771068144855,-0.0100516804095241,0.447148378096875,0,0,1.10893721199488,0.158063449057341
DXY.INDEX,0.0158112603707566,-0.0248293387161563,0.0132867810299202,0.0191955288245281,0.0195675672961087,0.0404186572138959,-0.0191789207789917,-0.0335896269373897,-0.0100707331727712,0.270394789104768,0.0763279604634286,0,0,-0.0303435412394316
SPX.INDEX,0,0,-0.00125399722958673,0,-0.00423537529488042,0,-0.0132418403582801,-0.00512227062018641,0,0,0.0118387000944223,0,0,-0.0950233422827435
VIX.INDEX,-0.00000000000000000693889390390723,0,-0.0997098970939689,0,-0.038061359501162,0.146571249198366,-0.273428754692566,-0.0110238341698435,-0.0252488833474279,0,0.0392262673795922,0,-5.22116078954673,0
