,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.164022499857994,0,0.119721190896578,-0.0298609670935381,0.170326215488832,0.234044732705577,0.181505130597205,-0.129631922379428,0,0.171240949820923,-0.381814591140036,0.0822193315262349,0,0,0,0,0
ETH,0.111789701999281,0,0,0,-0.0586599020804468,0.840835189478656,0.260619496953869,-0.06770610921471,-0.164314435419001,0,0.144975367072348,0,0,0,0,0,0,0
XRP,0,0.0711015307701647,0,-0.177422715327675,-0.0213202474462941,0,0,-0.0290146719164938,0,0,0.814441084440992,0,-0.31692294874968,0,0,0,0,0
DASH,-0.295590345136818,0.0608162218232144,0,0,0.0739700130482077,0,0,0.0974429079867494,0.164584985078031,-0.188244732600373,-0.0830597296795571,-0.00692046035316898,0.0655365917894934,0.189461329977724,0.630012088246305,0,0,-0.12311348315593
LTC,-0.347553549685075,0,-0.0540486642859325,0.0838002572005866,0,0.136891764899832,0.208749177360977,-0.036674696782521,0,0.385208572060949,0.219572714577226,0,-0.0743897992160114,0.134341011504108,0,0,0,0
XMR,0.00000000000000000346944695195361,0.296250874788578,0.028332241822389,0,-0.0309295790902084,0,-0.114697959746619,0.378262557787756,0.10570605519292,0,0,-0.0897178912375259,0,0,-0.110853850766669,0,0,0
ETC,0,0.274853441737291,-0.0181555745964275,0.14021335233284,0.142715612564758,0,0,0.0522245255426442,0.0231711996740558,0.0816036079966282,0,-0.0375868913014025,0.0883687252736978,-0.543514730381847,0,0,0,0
XEM,0,0.0417849326190229,-0.000000000000000000867361737988404,0,0,0.239632314553811,0,0,0.134943032893147,-0.0146854399100988,0,0.208734064479111,0.180518096967728,0,0,0,0,0
ZEC,0,0.0588755977453857,0.0118716129612629,0.256058547619531,-0.0901961156652481,0,0,-0.0165180860660877,0,0.231609376301376,0,-0.0224430819464624,-0.132535948863277,0,0,0,0,0
DOGE,0,0.134577223241082,-0.0277036644305566,0.114783285243167,0.277831392512277,0,-0.124210967685569,-0.155387341447863,0.25578110400548,0,0.277778286973664,0,0.0219578469277867,0,0,0,0,0.299254776555789
XLM,0.292668919930056,0.0298297390766492,0.295590618441783,0,0.186922430717521,0,0,0,0,0.426257848318652,0,0.041857650788676,0,0,0,0,0,-0.204416976336649
NEO,0,-0.174681680141308,-0.112360561198091,0.0317761377704435,-0.0650849101094575,-0.325498916489373,0.152328698048705,0.0774828780191939,0.162186392211627,0.176424918754949,0.202898382035065,0,0,-0.288306964192196,0,0,0,0.00966680055336794
DGB,0.317323178325373,0.013307453410529,-0.109431367370816,-0.100466602236546,-0.196089151399383,-0.0942009977342261,0,0.0412176306800121,0,0,0.32078621344924,0.157221261899642,0,0,0.193015227896221,0,0,-0.544241458008991
BV010082.INDEX,0.0859562555958029,-0.0264817627884299,0,0.0483677402988902,-0.0353370832751878,-0.0168703928075717,-0.0879252209702237,0.0211244025870188,-0.067029054749601,0.0517934208326059,0,0,0.0284131903335257,0,0.195903204010768,0,0,-0.023623593109438
CVIX.INDEX,-0.000000000000000000216840434497101,0,-0.0187959615131107,-0.00626194263522456,0.0611437942914181,0,0,-0.0140170047096442,0.0179827890964014,0.113343058842041,0,-0.0423052180453762,0,0,0,0,0,0.299306260112762
DXY.INDEX,0.0144110917030982,0,0,-0.00671462383253523,0.0061242651735288,0,0,0,-0.00401469825633762,0,0.000923157635968352,-0.00681265649287346,0,0.0765457276864287,0.0166035138144325,0,0,0.00788352340808464
SPX.INDEX,0.00397432517795704,0,0,0,0.0057112477281021,0.00374518213834102,0,0,-0.00043472214430381,0,0,0,0,0,0,0,0,-0.0232325158003011
VIX.INDEX,0,0.0645072861547196,-0.0298434528560331,-0.0645319067028575,-0.0410400276903013,0,-0.249601769486003,0,0,0.104141733591178,0,0,-0.0104825366312109,-0.426468377702268,0.660070275209514,0,0,0
