,BTC,ETH,BCH,XRP,LTC,DASH,XEM,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,-0.0196327264811982,0.0346723082275987,0.190693318613533,0.10360301130199,0,0,0,0,0.0584057687856284,0,0,0.0309029668606804,0.0602676627075494,0,0,0,0,0
ETH,0,0,0,0.0829888421351443,0,0,0.055042604021477,0.0801186769613761,0.0943470717917757,0.150013100393976,0,0,0,0.0726011194280536,0.161602173786447,0,0,0,0,0
BCH,0,0,0,0,0,0,0.389945873802486,0.133263386372204,-0.439486170571213,0.210087768585479,-0.115032409681484,0.532153350075375,-0.837785440846962,0.423477835945851,0,0,0,0,0,0
XRP,0,0.249098608586171,0.0106084182334053,0,0,0,0.119087665246433,0.0631356204650473,0,0,0,0,0.0721453591162447,0.103130190656363,0.0737985441156573,0,0,0,0,0
LTC,0.0504073088092937,0,0.0684877107102467,0.0358171728105789,0,-0.0133272151127425,0,0,0.0243954883103266,0.173389487951639,0.031645298313943,0,0.0632060129280055,0.13593935680534,0,0,0,0,0,0.0277169551242959
DASH,0,0,0.0388024711002801,0,0,0,0.0915074771389218,0,0,0,0,0.271254425430348,0,0.119834443145468,0.11084393207728,0,0,0,0,0
XEM,0,0.170449763508742,0,0.0906905152308697,0,0.40570072382739,0,-0.148328110388309,0,0,0.0746907552014719,-0.0949634951124211,0.276605861478891,0,0.0418642471312152,0,0,0,0,0
XMR,0,0,0.053336616326241,0.241168666905029,0,0.180800737483589,0,0,0.0522110266109357,0,0.0379067161873274,0.0692793259564206,0.130350370451704,0.0422381666015107,0,0,0,0,0,0
MIOTA,0,0.211412053035568,-0.085277981191533,0,0,0.282809921847636,0.101786830690315,0.0245227226841523,0,0,0,0.216490915857763,0.305753722121856,0.0520948531511712,0,0,0,0,0,0
ETC,0,0.403890087524784,0,0,0.429957064467286,0,0,0,0.0701254443588302,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0,0,0.0915250244201264,0,0,0,0,0,0,0.670983538159549,0,0,0,0,0,-0.178320590846981
ZEC,0,0.0553868201858694,0.0160733865303583,0,0,0.0631398057826879,0,0.0211118261173229,0.206773181607104,0.0880708980855527,0,0,0.167218728857344,0.0373793095813994,0.00812063316567781,0,0,0,0,0
XLM,0,0,0,0.297675934112815,0,-0.169073630631071,0.192362399878594,0.359085255825892,0.0183948579255664,0,-0.0305020353161903,0.122204513826064,0,0.115983770049926,0.205190817247697,0,0,0,0,0
EOS,0,0.184443597857972,0.0389542019804228,0,0.347453737760581,0,0,0.160029682671416,0.148334101034491,0,0.135177991702705,0.0729530953507987,0,0,0.10284129161838,0,0,0,0,0
BAT,0,0,0,0,0,0,0.0930374338177026,0,0.0313923316427865,0,0.175237307126177,0.254982777661951,0.331737227283213,0.0821085990667755,0,0,0,0,0,-0.0824863799819641
BV010082.INDEX,0,0.0497357760429718,-0.00958629082000493,0,0.0746478201339484,0,0,0.00641989807150056,-0.0346480918236522,-0.0509769209671897,-0.00106266622894554,0.0462554495984275,0,0,0.0127984166499814,0,0,0,0,-0.0747982643699025
CVIX.INDEX,0,0,0,0.0583818083214041,0.0464095812924105,0,0.038797728976995,0.0565542867867311,0.0353466827790151,0,0,-0.0488954774721322,-0.125886347096742,-0.0519517067661571,0.0196640621220066,0,0,0,0,0.051235891121108
DXY.INDEX,0,0,0.00250889208193015,0.0032311159511555,0.0116242431723135,-0.00351131369658947,0,0,0.000962126778400172,0,0.00790485315368628,0,-0.00886022337265712,-0.00365299192438353,0,0,-0.00893380435969243,0,0,0
SPX.INDEX,0,0,0,0,0,-0.00804714307107522,0,-0.00433425727731044,0,0,0.000900360234906085,0,0,0,0.00170227273233693,0,0,0,0,-0.0425503994213477
VIX.INDEX,0,0.281901569589404,0,-0.0673014364409573,0,-0.263891234927172,0.00786135061722419,0,0.104689697930274,-0.0589231412409902,-0.072204452507854,0,-0.0297276300782927,0,0.0308737642398579,0,0.691283075535266,0,0,0
