,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,ZEC,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.123089848068542,-0.0604029190647534,0,-0.0273289602288317,0,0,0,0,0.00303257471149244,-0.00979272676178228,0,0,0,0,0.0126677084794344
ETH,0,0,0,0.504449207344666,0.197208674099148,0,-0.209390820980802,0,0.31978609562209,0.331205723912089,0.0222424831044217,0.00553179777996123,0.0584745188175495,0,0.076426246851538,0,0,-0.190890811891672
XRP,0,0.0886602786036973,0,0,0,0,0,0,0,0.00493239891962556,-0.0674536711538541,-0.0331643856538117,-0.2072596071581,0,0.0298592648336662,0,0,-0.147546055559334
LTC,0.675397339695346,0.0276625396070894,0,0,-0.0253713361866195,0,0.104836084538312,-0.0154833804716575,0,-0.060452842946117,-0.000121153205941466,0,0,0,0,0,0,-0.024170236066778
XMR,-0.997492014514007,0.192268970833681,0,-0.457976726343035,0,0,0.112344404096596,0.165504041816029,0,-0.0458495138333776,-0.0632738669628264,-0.0948702766673713,-0.0354178101089162,0,0,0,0,0
ETC,0,0,0,0,0,0,0,0,0,-0.0215195361459733,0,0,0,0,0,0,0,0
DASH,0,-0.100627782491617,-0.107292791895215,0.260655502855012,0.138089490476954,0.0682296447208673,0,0,0,0.147416479480593,-0.0772330918645062,-0.0827511688613287,-0.0217474179941779,0,0,0,0,-0.0299722640704753
XEM,-0.134003079240765,0.0508721297215956,0,0.448174277982896,0.147255265580371,0.204382249575796,0,0,0,0,-0.0358990723110037,-0.00000000000000000346944695195361,-0.0791067644720544,0,-0.648091370194852,0,0,0
DOGE,0,0,0,0,-0.116588429675202,0.0525966085061555,0,0.0664358737116915,0,0.0209865684097894,-0.0124736471261879,0.0342485021870085,0,0,0,0,0,0.0537253181610639
XLM,0,0.352744583411511,0.231088527991193,-0.43160035691548,0.0147320165771191,0.183388193464563,-0.172875931704566,-0.146490045765217,0.269305426227006,0,-0.0505667426311607,0.0195038167548158,0.0329038997959581,0,0.168331876747566,0,0,0
ZEC,0,-0.267347290874035,0,0,0.147591057426987,-0.0439511342637006,-5.75810877217588,0,0,0,0,-0.426795752085919,-1.5303201807223,0,0,0,0,-0.495997345523687
NEO,0.10682569692931,1.73031930283471,-1.68753684770963,0,0,0.0832903171172264,-1.55059926377155,-0.180187307489161,3.10620818960329,0,-0.0677846066626597,0,-0.565488862314917,0,0,0,0,0.337646207455104
DGB,0,-0.00366458447069225,0,0,-0.0568986335488341,-0.159616176158432,0.185005877111007,0.148063986059976,0,-0.0623055520975777,0,-0.0655836708461516,0,0.582744795248785,0,0,0,-0.0618819287409625
BV010082.INDEX,-0.0966753832733075,0,-0.0567983336982792,0,-0.0258505290939829,0.0235597408527934,0,0.0483035425947687,0,0.00164955224096813,-0.000728460641709893,0.0126878359265173,0.0311284510196276,0,0.0558649368710553,0,0,-0.142091813070008
CVIX.INDEX,0,0,0,0,0.0107833955738825,-0.212306803644269,0,-0.107539360779058,0,0.00509705306049174,-0.0276830230060607,-0.0243504016255571,0.119762423869608,0,0,0,0,0.185325932850474
DXY.INDEX,-0.00423467611443533,0,-0.00752868110462876,0,0,0,0,0.0272188558328635,0,-0.011803137982641,0.0024699181710799,0.00199697114433715,0,0.089242554523785,0,0,0,-0.0172516512142847
SPX.INDEX,0.0292752823802778,-0.00597785664158302,0.00897699656602909,0,0.000307446222427558,0,0.0142188121479053,0.0201351278404845,0,0.00252778900030002,0.00138520966210485,-0.00481562884068902,0,0,0,0,0,-0.0492662646538535
VIX.INDEX,0,0,0,0,-0.177556480943158,0,0,0.264321213647325,0,-0.0848168124117995,-0.0236265248167463,0.0397705703346528,0,-2.02600099401533,1.0739972367237,0,0,0
