,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0503396587638117,0.0444272932521764,0.222841941248425,0,-0.0519986291704208,0,-0.00705454849047209,0.0101382241170294,0,-0.057299784729253,0.0180222182932278,0,0,0
ETH,-1.75921770448697,0,0.346853162667292,0,-0.113688126815488,-0.907970979598068,0.108305615951307,-0.101583006591331,0.242721425062178,0.0764406029289244,0.0555884191779873,-0.2218403513791,0,0,-0.0101999102717746
XRP,0.614941875363539,0.0600313940862879,0,0,0.0767180817725705,0,0.122436130520504,0.161962752078645,0.166497853939347,-0.177442780698056,-0.237613271124043,0,0,0,0.0740533149777396
LTC,0.589793421504996,-0.100170655173216,0,0,-0.0495401946697948,0,0,0,0,0.0263732355422958,0,0,0,0,-0.0407172791939209
DASH,0,0.119891619021315,-0.289739404078464,-0.397944037788495,0,0.163788651740774,0.115480838128331,0.237878979324112,0.0918843230267559,-0.156629467793179,0,0,0,0,0.0602498250177866
DOGE,0.150196178030495,-0.0558321168772586,0.0360866344922678,0.119908834684874,0,0,0,0,0.0268003923536168,0.049061498085189,0.338444803439045,0,0,0,0.0182091345738132
XEM,0,0.0697843837983227,0,-0.137225151966993,0,0,0,0,0,0.0875418956102903,0,0,0,0,0
XMR,-1.0033533802726,0.330635496373762,0.179902439510002,0.0000000000000000138777878078145,0.292542737518993,0.0993249768220193,-0.204631874745322,0,0.438023869614167,-0.112606296657296,0.261851740507253,0,0,0,-0.575247603434735
XLM,0,0.121861776726851,0.365326312230001,0.436200769531431,0.212058708778386,0.164319801367082,0,0.0634363117534794,0,0.0460088421801097,0.0544234472524307,0,0,0,-0.0620395721145497
DGB,0,0.340654577241097,-1.09171463065781,-1.01165957006222,-0.648149454335772,0.339028019387286,0.120866477016561,0.475241751333271,0,0,0,-0.427599414863786,0,0,0.00000000000000000173472347597681
BV010082.INDEX,0,0.0536649281098655,-0.0790863303746268,0.187766501265372,0,0.12306468214653,0.0697949197743008,0.0011304960726675,0,0,0,0,0,0,-0.106092392183371
CVIX.INDEX,0.0202109181502352,0.0482799019100391,0.279486736434077,-0.0636506031194818,0.00000000000000000173472347597681,0.141216456745157,-0.161074630687188,0,0,0.0717638443815317,-0.0981227551747078,0,0.65102448070516,0,0.0891526119693393
DXY.INDEX,0,-0.0207296284256038,0.00678049452085266,0.0447886997421978,0,0,0,0.0280588916398838,0,0.0121641714599945,0.0492547616394794,0.0119175589591561,0,0,-0.00311634956616227
SPX.INDEX,0,-0.00958000747404938,0,-0.0333089077230678,0,0,0.0182091848229225,-0.00900693900145451,0.0115965971516146,0.000770558514268505,0,-0.0140456363805425,0,0,-0.0913038452608091
VIX.INDEX,0,0.0843908133957828,-0.0000000000000000138777878078145,-0.0477022123180984,0.160060929742837,0.367163655661234,0.0742420762757093,-0.215023248692372,0.157576964421121,-0.0758225040599667,-0.243887929122146,0.19367815164423,0,-5.27123407623651,0
