,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.523402335481681,0.0619509829159028,0,0.127687504837007,0.0666148293649308,-0.151159001180014,-0.00269967213439548,0,0.124029806538721,0,0,-0.0218021158875305
ETH,0,0,0.912446473570219,0,0,1.30352268455042,0.0178864007783809,-1.22057179012758,-0.623805148183393,0.338291266242266,0.447937137793255,0.190033347903952,0,0,0.36040270097176
XRP,0,-0.0612669342128124,0,0.0556770628746977,0.00124570364982177,0.0888633026852755,0.0788306944431507,0,0.182816953687674,-0.180849815999694,0.0408245912546181,0.240130705106944,0,0,-0.0186892716931659
LTC,0.605668723830096,-0.0424145177236729,0,0,-0.0768779111447649,0,0,0.129289515962083,0,0,0,0,0,0,0
XEM,0.811656952514455,-0.116127779657352,0.453110455775068,0,0,0.260083520622314,0,0.044859750776724,0,0.200960724360503,0,0.405941415696767,0,0,0.117561881602989
DASH,-0.25089557211875,0.034694696141817,-0.000000000000000000867361737988404,0.22627021482775,0.0158122505094065,0,0,0.101001179929027,-0.0709268298533063,0.0995618774426328,-0.452728263440918,0.252572399609208,0,0,-0.0840317240801802
DOGE,0.192510484776869,0.104848990840327,0,0.350540716179291,-0.135102187974616,0,0,0.227553863049709,0.188117993709343,0.0181539943085624,0,-0.263863772996132,0,0,0.0833824595042684
XMR,0.585566834160952,0.0852015549495238,0.680342375213447,0,-0.14577917009558,0.128674436210598,0,0,0,0.164147479346736,0,0.129615188924165,0,0,0
XLM,0,0.0178747622324606,0,0.105205138546497,0.0289093853277338,0,0,0.108390575066163,0,0,0,0.226888074468896,0,0,0.0140443931447785
DGB,-0.300270894369768,0.319706140816709,0,0.11148970283731,0.21317390408041,0.0427842690759675,0,0,-0.0539765748162063,0,-0.636962691586575,0,0,0,0
BV010082.INDEX,-0.275481296985682,0.0583213417258211,0,0.12771761608424,0,-0.194913740349288,0,-0.0265328931419017,0.0424077442420611,0,0,0.197961877675031,0,0,-0.158261829477622
CVIX.INDEX,0.307178850142032,-0.0623562936945798,0.147840274493073,-0.433148309910278,-0.0612781610820452,0.114416485870014,0.0895111729792603,0.0667981229234523,0,0,0.0968208230401878,0,0,0,0.0921565144870261
DXY.INDEX,0,0,0.0100565914053811,0.0691508672825176,0,0,-0.0142071200228656,0.00860749630969601,0,0.0208348895449614,0.112813931374572,0.0528636659772142,0,0,0.0132020639149069
SPX.INDEX,0,-0.00795135072913984,0.00280709978530313,-0.0177053568343218,0.00391665907951631,0,0,-0.0233775884313009,-0.00300710222998565,0,0.00872560118314944,0,0,0,-0.0844413355320694
VIX.INDEX,0,0.0769749841161553,0,-0.283162074702469,-0.0315711636716722,0.206105048559106,0.328311134289209,-0.139845859737959,-0.0622621209606936,-0.239067470990136,-0.445522769775122,0.753133123996948,0,-3.16807959610837,0
