,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.000000000000000000867361737988404,0.207621535952,0.0354909380202989,0.0661996206542894,0,0.0634282398984321,0.129959999619023,0.0238363691323233,0.0505389617864461,0,0,0,0,0
XRP,0.233001320480238,0,0,0,0,0.0611073696630821,0.170146422594225,-0.166828349556761,0.107630848455182,-0.08038108005915,0,0,0,0,-0.0295379908160743
LTC,0,0.0692398135479932,0,0.0227033084578564,0,0.154120456583341,0.0372101712923026,0.195477774779164,0,0.176459682754142,0.0658330782356388,0,0,0,0
ETH,0.804238308386798,-0.0795736247634785,-0.729337301236621,0,-0.0150996638785739,0,-0.0458535197380182,0.226923606831615,-0.184026243450363,0,0,-0.451622383223619,9.99660094625136,0,0.289745579795086
DASH,0,0,0.29125655524255,0.0241061233540756,0,0,0,0.115287410516145,0,0.0873807185369091,0,0,0,0,0
DOGE,0.119305936439885,0.181078544206088,0.33318771797841,0,0.0821315755033857,0,0.140342084490686,0.01888875606025,-0.102906233728636,0,0,0,0,0,-0.0616777883989554
XLM,0.658589161031726,-0.235831809426429,0,-0.0635532222469555,0,0.30039339151803,0,-0.182616900420019,0.0462127656490522,-0.0630726969305263,0,0,0,0,0
XMR,1.26319712005661,-0.0630208054054728,0,-0.165698282827052,0.386946487631775,0,0.254788925492108,0,-0.102916701895366,0,0,0,0,0,0.0237303027921219
XEM,2.15125067936472,0,-0.563829717086306,-0.0969766047363995,0.527967747167718,0,0.136030997335365,-0.791399288475212,0,-0.255333015045123,0.506468138025102,0,6.51288438849174,1.45273010412901,0.35149601060695
DGB,0.390276797927568,0,0,0,0,0,0.212116381844925,0,0.13267948625149,0,0,0,0,0,0
BV010082.INDEX,-0.250628781390468,0.124405446019457,0.221524276611663,-0.0162346783435105,0,0,-0.0836484748078387,0,0.0435241143597284,-0.0118243945649922,0,0.0978065853779633,0,0,0
CVIX.INDEX,0,0,0.322062793184529,-0.0355299150739505,0.154312623139302,0,-0.0624225431159936,-0.195256453607982,0.0392977125065676,-0.0597790543550173,0,0,0,0,0.0769154105218732
DXY.INDEX,0,-0.0137165783680653,0,-0.0088724769243243,-0.0786222529408797,0,0,0.0168147089947211,0.0236082753618807,0,0.00620955426200721,0,0,0,-0.0266771887727529
SPX.INDEX,0,-0.0224926236959526,0,-0.0331652622051931,0,0,-0.0653070114663707,0,0,0,0,0,0,0,-0.113364728681941
VIX.INDEX,0,-0.408325843889578,0.293895742700083,-0.023858177434066,0,0,0,0,-0.037785503312708,-0.228224748894837,0,0.399442835647343,0,-3.40284429527999,0
