,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0276089927055333,0.0971256694157476,0.332889879293884,0.197041738553362,0.20441748272002,0.00000000000000000173472347597681,0.0944692759286203,0,0,0,0.00542565009812088,0.0715139612173429,0,0,0,0,0
ETH,0.0274505597968819,0,0,-0.111255154179323,0.0730371580073177,0.289701564562064,0.169706494089273,0,0,0,0,0.148272891224718,0.160875949750099,0,0,0,0,0.064860336543855
XRP,0,0.0769872141535831,0,-0.0673604599619543,0.0274827765480444,0,0,0.0677660834493326,0.464264285389237,0.0561003625204682,0,0.00151754847028492,0.0201570921781306,0,0,0,0,0.0941034145974786
LTC,0.730455881798462,0,0,0,0,-0.0879599947136692,0.0565477288092874,0.037296837849937,0,0,0.151393062343505,0.0880111812342622,0,0,0,0,0,0
XMR,0.512107795510495,0.325156775716106,-0.35200600017804,0.0790075148796447,0,0.115370010913516,-0.117678226186713,-0.139227669475989,0.379523781850186,0,0.0695399425875768,0.0278163582736293,-0.16844124767946,0,0.374209505588569,0,0,-0.168202880673231
DASH,0.464025784983073,0.0385269123132448,0,0,0.179815338475339,0,0.404686812730174,0.121400718736649,0.0942112034469863,-0.0611775095776294,0,0,-0.0335064160194137,0.627229421379069,0,0,0,0.0189865798939046
ETC,0.571681675762715,0.42224121816403,0,0,-0.250769698106163,-0.000000000000000000433680868994202,0,-0.0540133552087368,0,0.222083037770164,0.172725775040555,0.135134335032238,0,0,0,0,0,0
XEM,0,0,-0.117720084199849,0,-0.157923873483131,0,0.0308019562711154,0,-0.171357397170582,0.827570257347497,0,0.196601919927195,-0.287383764025812,0,-0.15313518856763,0,0,0
DOGE,0,0,0,0.180031631234107,0,0,0.105704824719669,0,0,0,0.148485689158287,0,0.0188839663812739,0,0,0,0,0
ZEC,0.36922071462072,0.133852485559534,0,0.332419611541154,0,0.0149570840290585,0,0,0,0,0,-0.224392377167191,0.0889461799431632,0,0,0,0,-0.0174524901012505
XLM,0,0,0,0.125090245868144,-0.0319013072701681,-0.0510238666073661,0.241021758716736,0.0165604582207191,0,0,0,0.189347405436781,0,0,0,0,0,-0.0528178329671666
NEO,0.258970261273494,-0.177721753222617,0.795573427290131,-0.137427063572508,0,-0.0582104796296527,0.00994223215851347,0.112103278415326,0,-0.405080324563012,0.55987858917437,0,0.0372488518114685,0,0,0,0,-0.283076623983867
DGB,0.944700184091478,-0.337219256860784,0,-0.956591827766242,-0.0834668850753542,0,0.142969769240934,0.00124649359748923,0,0.519708148034424,-0.0415306362542635,0.41854413223547,0,0,-0.692532406171406,0,0,0.139556029257071
BV010082.INDEX,-0.205278764482956,0,0,-0.0121951082266389,0.110677194538231,0.0720678981203661,-0.0453425754437093,0,0.203437549843344,0,0,-0.0112245404497598,-0.0159156994210293,0,-0.0251354918759364,0,0,-0.035954669202432
CVIX.INDEX,0.190859691790328,0.109783655000173,0,0.0816660936078021,0,-0.0330507478881757,0.0640081878688358,-0.100380030443085,0,-0.181990692540142,0,0,0,0,0,0,0,0.074207707542647
DXY.INDEX,0,0.00861191613253148,-0.0356297927961562,0.0162495505723067,0,0.010631876351741,0,-0.00519180707922817,0,0,0,-0.0047424682619231,-0.00791883530994223,0.147256551173673,0.0276043731071481,0,0,-0.0121797071580766
SPX.INDEX,0,0,0,0,0,0.00338499818481838,-0.00958967931534949,0.00524360787819101,0,0,0,0.00151618944607022,0,0.0325535983727219,0,0,0,-0.0541295601808399
VIX.INDEX,0,0,0.411039943600592,0.0928803774838971,0.186697366862256,0.0275645902819543,-0.447299951422215,-0.207522626222525,0,0.0191859347580048,0.0567521421238473,0.116996651338799,0,0,0.135533789272315,0,-2.81278027859521,0
