,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.164022499857994,0,-0.0298609670935381,0.119721190896578,0.170326215488832,0.234044732705577,0.181505130597205,-0.129631922379428,0,0.171240949820923,-0.381814591140036,0.0822193315262349,0,0,0,0,0
ETH,0.237825818512011,0,0.00252245489080598,-0.0499135967741085,-0.0365232147901748,0.880516133076085,0.255661210516031,-0.103767953173606,-0.179193977495555,0,0.117551290556794,0,0,0,0,0,0,0
XRP,0,0.0677017946974425,0,-0.0553698231613233,-0.2580561475869,0,0,-0.112103882646557,0,0,1.0602061194247,0.0550533400141336,-0.353081568173643,0,0,0,0,0
LTC,-0.348268168146402,0,-0.0651513022253649,0,0.0970211181383313,0.0503002395387092,0.157692810860606,-0.0251489854513652,0.0462233857517076,0.395723976613087,0.221345884096196,-0.116791330939483,0,0,0,0,0,0
DASH,-0.270696411680946,0.0229435762222146,0,0.0628580409690577,0,0,0,0.100642816572265,0.194831950407053,-0.157597805734959,-0.106881203562992,0,0.0502231353990539,0,0.5928226095467,0,0,-0.0680572589936352
XMR,0,0.296250874788578,0.028332241822389,-0.0309295790902084,0,0,-0.114697959746619,0.378262557787757,0.10570605519292,0,0,-0.089717891237526,0,0,-0.110853850766668,0,0,0
ETC,0,0.305504246248127,-0.0475022146930977,0.104116795253587,0.189827748486335,0,0,0,0.030821995917182,0,0,0,0.0254466264998425,-0.0979839225622798,0,0,0,0.174486785289591
XEM,0,0.0303246545585342,0,0,0,0.308424706141786,0,0,0,-0.00676444230200652,0,0.220928365386247,0.164035435107095,0,0,0,0,0
ZEC,0,0.0621667634078695,0.0124143348157553,-0.0842043007127382,0.247318647950922,-0.000000000000000000867361737988404,0,-0.0152954138165081,0,0.226781950581481,0,-0.0251871555846621,-0.137956265482368,0,0,0,0,0
DOGE,0.133826305792259,0.170281146130227,-0.0461089116353337,0.300101090622756,0.0745358625383021,0,-0.202360481938881,-0.18198150797588,0.311452554712073,0,0.284095042829273,0.0409056475948098,0,0,0,0,0,0.313179039733814
XLM,0.318420466863808,0.107434200022679,0.315489877398907,0.216321354012769,0,0,0,0,0.012922960843726,0.281550920199665,0,0,0,0,0,0,0,-0.164200859343742
NEO,0,-0.0629067904245032,-0.0480557145209903,0,-0.000000000000000000433680868994202,-0.261574957822048,0,0.12129538298264,0.140132316058804,0.0788548023053949,0.122990620323104,0,0.00442264771392493,0,0,0,0,0
DGB,0.317324139967746,0.0133300828146641,-0.109446946182482,-0.196085566610139,-0.10051340135586,-0.0942564845270136,0,0.0412186830837939,0,0,0.320878363949597,0.157210147501753,0,0,0.1932358110062,0,0,-0.544357617200581
BV010082.INDEX,0.087578558213703,-0.0277011275796218,0,-0.0355499641207201,0.0482343481691427,-0.015312304064954,-0.0874827097741216,0.020535354028,-0.067052610550625,0.0519891681717155,-0.000255765501287381,0,0.0278787375820687,0,0.194868133364394,0,0,-0.023001388510977
CVIX.INDEX,0.0521123752078727,0,-0.0160321364794607,0.0536433032975494,-0.000858629352778034,0,0,-0.0280532596559083,0.0867040461724469,0.109057405849435,0,-0.0981448756027455,0,0,0,0,0,0.293880753468497
DXY.INDEX,0.0102778145638245,0,0,0.00323117851414491,-0.00385391475901314,-0.00815373639728638,0,0,-0.0072840428138116,0,0.00106273268475546,-0.00379241477766962,0,0.0546924991980408,0.0169005057977472,0,0,0.00634536771368355
SPX.INDEX,0.00413162018125548,0,0,0.00572461720402941,0,0.00282533152095189,0,0,0,0,0,0,0,0,0,0,0,-0.0221873403223192
VIX.INDEX,0,0.0645109066405762,-0.0298553184725369,-0.041049020770862,-0.0645386837889972,-0.00000000000000000346944695195361,-0.24966905176026,0,0,0.104168497829079,0,0,-0.0104241784465105,-0.426480723730571,0.660083320079997,0,0,0
