,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0645555749298002,0,0.318935465500253,0.0359826406219301,0.0272431891373078,0,0,0,0,0.0156816146833772,0.0110542903886594,-0.000757065815608301,0,0,0,0,-0.0101527463932739
ETH,0.392245908695886,0,0.0475648193965056,0,0.126186735858063,0.0709779203800727,0.364719506222588,-0.0514695289096911,0,0.136284660121738,0.0177992528277671,0.0322840033576785,-0.0850331815083926,0.722223390650703,-0.103314765294042,0,0,0.0947469358287419
XRP,0.115589702653585,0,0,0,-0.0464966086643924,0,0,0.120745534148209,0.0537354144739727,0.429477995425001,-0.156323954277314,-0.011737784895337,-0.205797202320535,0,0,0,0,0.175257949201505
LTC,0.635590265858597,-0.0843585358787102,0.0280718644428075,0,-0.0071373864726836,0.0666269884958043,0,0,0,-0.0255335303478326,0.0206450603701138,-0.00306591519999767,0.0169337922286049,0,0.05641358075705,0,0,0
XMR,0,1.02210638609112,-0.0262929947420476,0,0,0.12945018200137,0,-0.00616683028422099,-0.207863722390882,0.0387499420380909,-0.245432706510913,-0.0527014331637937,-0.177974632669752,0,0,0,0,0
ETC,0,0,0.131502425700249,0,0.0219427122555463,0,0,-0.02363048929399,0,0,-0.0484443740965701,0.0262989044808333,0,0,0,0,0,-0.0768395013219473
DASH,0,0,0,0,0.11522184130261,0,0,0.0470396060820744,0,0,-0.05282237786384,-0.062260569828285,0,0,0,0,0,0
XEM,0,0.0337938464905599,0.185112955132986,0,0.247115873843305,0.171884155407004,-0.419511601161236,0,0.138662892113984,0,0,-0.0575171556605186,-0.171796578737143,0,-0.578058864153249,0,0,0
DOGE,0,0.0533924937515684,0.0828972385678764,0,-0.123645831715976,0.00000000000000000346944695195361,0,0.0198567003618035,0,0,0.0312315032161231,-0.0158856632339059,-0.0386577191895251,-0.218416184230234,0,0,0,0.0173681214538346
XLM,0,0,0.552433202891372,-0.147568458821967,0,0.050817657101698,0,-0.198591216237847,0,0,0.0362886968892893,-0.0264689030210872,0.164401896940745,0,0.37186153211363,0,0,0
NEO,0,0.921105402720469,-0.140113516612153,0,-0.839418287881847,0,0,0,0,0,0,0.0285041746290241,0,0,0,0,0,0.274984828269572
ZEC,0,0,0,0,0,0,-6.95900823683987,0,0,0,-0.603097952170124,0,-0.31901712397015,0,0,0,0,-0.690140758817949
DGB,0,-0.140239875100671,-0.0426437482141907,0,-0.195405533498679,-0.18656423077097,0.190092904795762,0,0,0.234334824403436,-0.10750850433576,-0.0268448762127034,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.0908715408251241,0,0,0,0.0590419122782267,0,-0.211458819192649,0.07283551859234,0.0235499465143211,0.00853990911275132,0.0509858761966768,0,0,0,0,-0.00256903804157425
CVIX.INDEX,-0.0372099558706324,0,-0.192869471590046,0,0,-0.262121829641785,0.191673519823957,-0.120457296883844,0,0.12370794772338,-0.0337821701964171,-0.0117105943035354,0.0402878645642576,0,0,0,0,0.181257911434034
DXY.INDEX,0,-0.00506173652083566,0,0.0256982433226233,0.0117775791950796,0.0127174592039231,0.008274087426528,0.0101186355770108,0,0.00988082382713646,0.00754399486819529,0.00271955293116456,0.0159961015368739,0.103741007078806,0,0,0,-0.000408267796718425
SPX.INDEX,0,0,0,0,-0.00274599036620036,-0.0118438429435831,0,-0.00270689986491287,0.0408121988372908,0,-0.00242835874136033,-0.00130212570097052,0.00660812754990247,-0.0568493903238135,0,0,0,-0.0627879554680538
VIX.INDEX,0,0.255636019058851,0.0633164479165863,0,-0.268228751518584,-0.275380596066678,0,0,0,-0.0864133879457645,-0.0270444100181761,-0.00363204058386672,0.0581998292282435,0,0.60333760767486,0,-5.71729377844364,0
