,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0424287191336129,0.144524479844058,0.319062423117832,0,-0.054516256435086,-0.030430700552449,-0.00988814506021768,0,0.0232640319339644,-0.0749257056320916,0,0,0,0.0537421362260356
ETH,-1.23723602199889,0,0.352562092781057,0,0.415391627101857,0,0.0888497714007253,0.255702659892052,-0.364267923025767,-0.0748352969040533,1.21542794520669,-0.766560179649017,0,0,-0.347539193397616
XRP,0.520660420249496,0.105967627426843,0,0.0320592632509479,0.156275182183663,0.198417034634198,0.0580342137783958,0.0672087909588957,0.163557362299702,-0.108540751801131,-0.453174878708113,-0.219127941418815,0,0,0.0535685878271305
LTC,0.666403971601034,-0.00250645491155114,0,0,-0.0207396361199027,0.0706946499926438,0.0184226995784509,0.0185647232038905,0,0.0147060505325312,0,0,0,0,0.0595481311763167
DASH,-0.163655472053885,0,-0.125263176096842,-0.273143807225277,0,0,-0.0959704767538169,0.101770433484042,0.0491760197279958,0,0.290588960257583,0,0,0,0.0754230147981662
DOGE,0,-0.028331865325999,0.114645171872394,0,-0.0228962594080018,0,-0.00282659880418636,-0.1093571583649,0.310356695760042,0.0894660593065883,0.335853449029655,0,0,0,0.134325720340447
XEM,0,0,0,0,-0.0763790570982108,0,0,0,0,0.14451935207743,0,0,0,0,0
XMR,1.28097285299565,0.413957709479143,0.133844689881092,0,0.563841466377403,0,0.110000354613143,0,0,-0.0779820921338091,-0.332266830117591,-0.650747465389982,0,0,-0.290620802261423
XLM,0,-0.0719604919375846,0.417603575280173,0.490963279811956,0,0.237598348511295,0.112321662619657,-0.0627924122368551,0,0.114058392477037,0,0.231231976145677,0,0,0.0592961097766638
DGB,3.41324296835354,0.508532624210151,-1.92853328211562,-0.71909891057632,0,0.799382066247178,0.104988109981536,0.17983620026926,0.101724708199125,0,-0.965009683239382,0,0,0,-0.255986447099373
BV010082.INDEX,0,0.0845162786802891,0.0297308917224765,0,0.0445919113271464,0.137571568580291,0.0561370009646375,0.00000000000000000173472347597681,0,-0.105581351114731,0,0.14238135791294,0.471540280810108,0,-0.102628463907778
CVIX.INDEX,0,0.00837215366699482,0,-0.204149128098793,0,0.0617085195089606,-0.055313909924923,0.029941080695988,-0.0404188159933719,-0.0110195870290159,0,0,0,0,0.210503353250126
DXY.INDEX,0,0,-0.0803173911556046,0.0545508835837883,0,0.0183018578613341,0.0136795395644078,0.0247622621104541,0.0078436584485261,-0.00341892187441299,0,0.0307533986503623,0,0,0.00799395391434965
SPX.INDEX,0,-0.00980205379025411,0,0,0,-0.00929906019262421,0.00344981941817083,0.00402666411810494,0,-0.00997314670507618,0,-0.0231079098111916,0,0,-0.0818025323108336
VIX.INDEX,0,0,0.126418154534388,0,0.201334031406459,0.110529463496171,0.0161860212097101,-0.0953487158402395,0.000000000000000000433680868994202,-0.0651190035849227,0,0,0,-4.67953776301363,0
