,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0115991661546618,0,0.720620088513528,0,-0.0330253455430921,0.00640770266192163,-0.00358442417111762,0.038807417850575,0.0211317699358237,-0.0889877536553104,0.105185506688963,0,0,0.00987033576593718
ETH,-0.740080815985987,0,0.144483462094576,-0.567704571628857,0.467761242586016,0,0,0.193479929750068,-0.195522284411493,-0.0845979643712821,0.853335380120186,-1.00329411744389,0,0,-0.144787664284516
XRP,0,0.085986613792781,0,0.834364657594361,0.1155818332125,0.212271517111852,0.0372784306483643,0.0679654032527047,0.158897085826963,-0.0779192863341739,-0.407028737998102,-0.254327832801048,0,0,0.0278731257063857
LTC,0.320776015463017,-0.0342832191614979,0,0,0,0.0341781910985351,0.0136796682295424,0,0.0245534608591172,0.00281703468680198,0,0,0,0,0.000000000000000000433680868994202
DASH,0.25570862756997,-0.0897606917620544,-0.13582862071069,0,0,0,-0.0755824584753182,0.17544832447725,0,0.0152235292786546,0.457988688180674,0.117179187208257,-3.80560223127403,0,0.38186561207067
DOGE,0,-0.0471352441498655,0.11284675690184,0,0,0,0.00878977165746922,-0.0617039050395657,0.317653177574836,0.0548509457387944,0.282117377681508,0,0,0,0.0626809556881033
XEM,0,0,0,0,-0.0763790570982108,0,0,0,0,0.14451935207743,0,0,0,0,0
XMR,0,0.269112846447218,0.378732304314773,0.313127046578437,0.0799082382442287,-0.240398453465128,0.0926186888973937,0,-0.0724086271892468,0,-0.0881734673545364,-1.07565017977439,0,0,0
XLM,0.470384678086679,-0.21391772033318,0.41331882004823,0,0,0.319184782312272,0.185597513406192,-0.0444867768949622,0,0.0942367184529146,0.236040399315272,0.207522521019001,0,0,0
DGB,1.07811488266865,0.173413550246871,-0.697403339679935,0.90319544988584,-0.45919138248338,0.649915404835346,0.13176938740413,0.141044683313093,0,0,0,-0.207965891605652,3.71826739652134,0,-0.480954328625501
BV010082.INDEX,0,0.0774352893295011,0.0772107092985123,0,0.0594436092061006,0.118504642990061,0.0657031147837014,0,0,-0.101406182411449,0,0.124543110113307,0,0,-0.0304893578810416
CVIX.INDEX,0,0.0437894460678381,-0.17783914631069,0,0.0228758701456145,0.10228201861325,0,0.0167101214134738,-0.00759302296129056,-0.00327540191395158,0,0,0,0,0.191889225069388
DXY.INDEX,0.0177834455573961,0.00289389298219165,-0.0494454209040306,0,-0.000000000000000000433680868994202,0,0.0098428941344917,0.00764860527909917,0,0.00325820182287683,0.0031590449857517,0.0708048474366646,0,0,0.0198347746176155
SPX.INDEX,0,-0.00383122799674329,0,-0.0720857417262707,0,0,0.000274090477488828,0.00495180271717,0.0144857175618102,-0.0122101514930396,0,0,0,0,-0.111295010949977
VIX.INDEX,0,0.0881948527633689,0.0637277920189628,-0.412229252941737,0.125054640894804,0.219440019266919,0.0288184700463378,-0.0918747741334275,0.0187456407742124,-0.0403393503405806,0,0.147133902983991,0,-5.58366935397372,0
