,BTC,ETH,XRP,LTC,EOS,BCH,BNB,XLM,TRX,ADA,BSV,XMR,MIOTA,DASH,MKR,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.152772784637673,0,0.0301413471868246,0.0575650997902887,0.110086237731652,0.0286570145875557,0.0499613448925113,0,0.0178974055272288,0,0,-0.00000000000000000173472347597681,0.0109174883803276,0,0,0,0,0,-0.00668505614411432
ETH,0,0,0,0,0.280767648056742,0.211808554660447,0,0,0.00389064741933836,0.17338173990587,0.0350135033452986,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0.0777169403099161,0.156835983179069,0.107318339971298,0,0.141613258344148,0,0.0954033793022009,0,0,0,0,0,0,0,0,0,0
LTC,0,0.272044954941846,0,0,0.21911699128975,0,0.0496573624114844,0,0.0652389841208754,0.124977136806326,0,0,0.340305352567581,0,-0.142330689999386,0,0,0,0,0.0597307384564454
EOS,0,0.306465269823014,0,0.27148991713377,0,0.181875171808261,0.129917409751237,0,0,0.0167139301658383,0,0,0,0,0.201637541768521,0,0,0,0,0
BCH,0,0.112835345641927,0,0,0.362219772849344,0,0,0.064121802168781,0,0,0.256886584848641,0,0.0108134648198134,0,0,0,0,0,0,0
BNB,0,0,-0.321952523199185,0.421686340978874,0.0726772869427021,0,0,0,0.509828156775233,0,-0.00243748498724985,0,0,0,0,0,0,0,0,-0.0537460863763809
XLM,0,0,0.238108149223822,0.0981767717449451,0,0.071438027504584,0,0,0,0.294768650198408,0,0,0,0,0.022012197095964,0,0,0,0,0
TRX,0,0,0,0,0.176380305663603,0.0142089143851429,0.0210088382871993,0.141096479415143,0,0,0.335790261871109,0,0,0,0,0,0,0,0,0
ADA,0,0.18068339735604,0,0.100949008684029,0.0772725076599725,0.262937527343984,0.0532529792438584,0,0.0176687978904779,0,0.0375575248904675,0,0.242318304338204,0,0,0,0,0,0,0.00635116391527456
BSV,0,0.202242192415097,0,0.0354679543687517,0,0.317143752292469,0,0.0832257774397254,0.0129190522711981,0.00000000000000000693889390390723,0,0,0,0,0.11896599627999,0,0,0,0,0
XMR,0,0,0,0.0284933136057025,0,0.0785986224382945,0,0.125233056540753,0,0.150958280154093,0.113320601702609,0,0.0256173052759488,0,0.0691656303049549,0,0,0,0,-0.0120332060442303
MIOTA,0,0.252457120757735,0,0.0351213924870588,0,0.0043849274545492,0,0.0421569997901388,0,0.381363006209102,0,0.0184725866407318,0,0,0,0,0,0,0,-0.0435354957522634
DASH,0,0.0485137310717956,0,0.0653536828078857,0,0,0.0931322499872147,0.206826721580831,-0.102604701326006,0.309354557799622,0,0.210209068671107,0,0,0.0404418063027409,0,0,0,0,0.0323933568250978
MKR,0,0.512835849029125,-0.564822928984089,0,0.202368502106964,0,-0.0476674990869278,0,-0.110548487154925,-0.172842490206309,0.544191541143849,0.37793702554358,0,0,0,0,0,0,0,-0.0207252968051375
BV010082.INDEX,-0.267064114267339,0,0.118678801000311,0,-0.0758237118067081,-0.0661777429710683,0,0,0.0967810675706303,0,0,0,0,0.116747572868935,0.0727693988299106,0,-0.27241507007978,0,0,0.039656646852449
CVIX.INDEX,0,0.292538938215461,0.315659458803572,0,0,-0.435422369851737,-0.00000000000000000010842021724855,0,0,0,-0.0602602918526192,-0.078471959916228,-0.000450563372623363,-0.0190822173983465,0.0242797448441857,0,0,0,0,-0.0344655893168088
DXY.INDEX,0,0,0.0133486850743387,0,0,0,0.00476604448467449,0.0209738574676134,-0.0472435694149083,-0.0198950520580228,0.0115663595714365,0.0184761938665094,0,0.0237141510037264,0.0000158602675066216,0.0904065683223096,0.0422125396345205,0,0,0.0213526049584341
SPX.INDEX,0,0,0,-0.0116035204824251,0.0156683336273475,0,0.00799051387476098,0,0,-0.0260091884217121,0,0,0,0,0.0077800318136328,0,-0.056196829286562,0,0,-0.0726986065284768
VIX.INDEX,0,0,0,-0.134718494210435,-0.106627192715133,0.0759769553023863,0.208062054433353,0.0911742265364744,-0.17073611598078,0,0,0.0640044181039334,0.290282092064673,-0.369160787445643,0,0,0,0,-3.80371355072962,0
