,BTC,XRP,LTC,ETH,DOGE,DASH,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.318044153181682,0.19838171377347,0.0271704553580193,0,0.0659950526963032,0.0383705465658269,0.014102211737074,0.0309093170759735,0.0452977302467584,0,0,0,0,0
XRP,0.158130594499414,0,-0.246940565073141,-0.0564633327730396,0.954826572870669,0,0.279261725971326,-0.0798705507792619,0,-0.0303355326631723,-0.0339117884460433,-0.298626216118574,0,0,-0.0829311706220326
LTC,0.520811132757226,0.271306607232748,0,0.0687048814828816,0.196708139862479,0,0.0279681090634579,-0.173895289577185,0.0230255170775006,0.028545232760445,0,0,0,0,-0.0933539064704844
ETH,1.35010816291383,0.360583747557785,-1.48270921336479,0,0.862453230609596,1.09414296431786,0.626654715786679,-0.998520657679642,-0.012198670905,-0.43082698856924,0.472519417778768,0.388101429166956,5.27010256289942,0,0
DOGE,0.258754919626993,0,0.367351865077768,0,0,0.120644029663553,0,0.0329867836183683,0.0160565768303699,0.00345799524914578,0,0,0,0,0
DASH,0,0,0.482885288853933,0.0121839438672329,0.0959715074920975,0,-0.276177809130866,0,0.0251056251682306,0.071991734715092,0,0,0,0,-0.0988738529927083
XLM,0.450616255576133,-0.127230995778435,0.0000000000000000138777878078145,0.124120308372212,-0.230946174170726,0,0,0.0825288937053912,-0.0126148611955389,0.0664114866568598,0,0.133264899182577,0,0,-0.19831797438569
XMR,0.0841359335223125,0,0.100662874818574,-0.111587060194408,0.273124627232558,0.301513507389327,0,0,0.0526740445197759,-0.0310394827044084,-0.548705041033801,-0.382508129358921,0,0,-0.281502700051221
DGB,0,0,0,-0.0109323480436265,0.188366089575755,0,0.729148618630738,0.311193459970557,0,0.482240885023577,0,0,0,0,0
XEM,-0.458081900924725,-0.0232719326399874,-0.201354412647341,-0.188433270711642,1.75104780772104,0.168964391885595,1.12421396869732,0,0.118648686701382,0,0,0,0,0,0.226730649930723
BV010082.INDEX,0,0.0777475229474596,0,0,0,0.0178419299815002,0,0.0535193782763446,-0.0323360313332609,0.025215776086127,0,0,0,0,0
CVIX.INDEX,0,0,0.00640133935711265,0.0341963059663586,-0.0542759818997331,0.0000000000000000000542101086242752,-0.093059757368854,-0.158583339521207,0.0289501770215475,0.0476094100743561,0,0,0.384276450535344,0,0
DXY.INDEX,-0.0149870030561641,-0.0401427049464429,0.0212598990591979,0.0057157904479507,0,0,0,0.0240143162230029,-0.00893260264489021,0,0.133308772777381,0.0242261780040266,0,0,-0.0197799766627101
SPX.INDEX,0,0,0,0,0,0,0,0,0.0000000000000000000135525271560688,0,0,0,0,0,-0.0766562693582397
VIX.INDEX,0.127399572588813,-0.347589438182564,0,0.148747371603518,0,-0.0840823806509303,0.0735026453808172,0.0330925437233449,0.054231385313792,0,0,0,-0.829989347821421,-5.37857507685622,0
