,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0242889097854353,-0.0538271108283484,0.609215407373336,0.0435312043472616,0,0.0295806708323343,0.112910425195295,-0.0439499782850059,0,0,0,0,0,0
ETH,0.727512591423843,0,0.123755925007173,-0.337523508876058,0,0.740956440836183,0,-1.47987142742069,0.0394249862384516,0.316764999345078,0.585670141233312,0,0,0,0.24563727045266
XRP,-0.602392765081796,-0.0197749713186798,0,0.512132575506236,0.0697725292724481,0.0736197124786697,0.261252133789842,0,0.0109918293378408,-0.0835451387520866,0.0135202185674664,0.298208876028809,0,0,0
LTC,0.616245922897093,-0.0531811754738651,0,0,-0.0392512876096712,0.00312026767051705,0.150230227613906,0,0.116551936241002,0,-0.172168837485362,0,0,0,-0.142570556709447
XEM,1.11554085787997,0.153238368498211,0.27486706624532,0,0,0,0,0,0.460787117554681,0.339625019709735,0.50020724356535,0.569560069315524,-1.80875682754013,-2.55135470691855,0.115478188433513
DASH,-0.435502974262684,0.0371338394726917,0.305017654352178,0.368283147488302,-0.0165130496866051,0,-0.0176983726886758,0.137635028735355,0.0823534619847394,0.132582438586449,-0.473640783930986,0.0684499271576413,0,0.834282112902598,-0.00739826193572696
DOGE,0.266067081333358,0.0553293038965819,-0.12156933519074,0.307793912687772,-0.0756577745282943,0.105098882547128,0,0.120451198707559,0.0703956672706201,0,0,-0.0430819065381273,0,0,0
XMR,0.518386998453509,-0.193336771244432,0.26015136968644,-0.0588404599350992,-0.0693344538743385,0.255313994581759,0,0,0.0297181705107114,0,0,0.122261275369839,0,0,-0.0479110410095708
XLM,0.150623521753477,0.205253802003432,-0.185003436875911,0.0874153943558659,0.163198425966296,0,-0.0711163639245672,0.127460093989051,0,-0.330275808487648,0,-0.222810578113287,0,0,0.129643838251939
DGB,-0.667670010414833,0.239462472850782,0,0.471675719296823,0.127656735770198,0,0,0,-0.249706429924959,0,0,0,0,0,0.0866579869077254
BV010082.INDEX,-0.26392736973481,0.00257958278132266,-0.0818691719921436,0,0.0352472189829412,0,0.0234873654933716,0,0.0287458927094861,0.00956600609334849,0,0.0699566489943261,0,1.24819219806819,-0.0144718816919562
CVIX.INDEX,0.150104183289468,-0.0965349427454845,0.0841098995218538,-0.25994046911601,-0.000000000000000000867361737988404,0.295138618910516,0,0.0821482634741718,0.0258192393131265,0,0.152523818348981,0,0,0,0.159446142815234
DXY.INDEX,-0.00970415860365239,-0.00218283651695106,0,0,0.00305983271146291,0.0377925512345333,-0.0214632873372207,-0.00370780557631827,0,0.00242873760899942,0.084238663734236,0.0488963851728145,0,0,0
SPX.INDEX,0,-0.00534078679627208,0,-0.011540014117943,-0.009355358018398,0.00889161231172779,0,0,0.0223349540901144,0,0.010837880234056,-0.0451919298251636,0,0,-0.0791629448351841
VIX.INDEX,0.00051091720773936,0.416754291898949,-0.749512147901343,0,-0.129693348797296,0,0,0.0089987824165002,0.47875045445847,-0.227668943736162,0,1.23949783965029,0,-1.47717437225583,0
