,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0392843025839842,-0.0282585701957468,0.0528560637489663,0.172802147351897,-0.0231133968899,0.0698890358427667,0,0.00263544662507892,0.032199466814237,0,0,0,0.0588525172940726,0,0,0,0,0,-0.00545615422751758
ETH,0,0,0.0321029216121936,0.0919707457596132,0.235607657892963,0,0,0.346156471303869,0,0,0,0,0,0.0713843417004177,0.207009199501019,0,0,0,0,0
XRP,0,0.0299180202667743,0,0,0.387084669491596,0,0.262326718698852,0.215147169897691,0,0,0.0333996398196181,0,0,0,0.00829270529066957,0,0,0,0,-0.0598647065899977
BCH,0,0.295854430563664,0.0725716478730146,0,0,0,0,0.151843034640018,0,0.273136938527254,0,0,0,0,0,0,0,0,0,0
EOS,0,0.508355282592496,0,0,0,0,0,0.227547490189793,0,0,0.0194978588942909,0.203345306076129,0,0.0265780590608363,0,0,0,0,0,0
XLM,0,0,0.160708432365062,0,0,0,0,0.110132003320267,0,0.329648535656425,0,0,0,0,0,0,0,0,0,0
LTC,0,0.23242961694543,0,0.0643971795635385,0.218758949305515,0,0,0,0,0.114583515343086,0,0,0,0.049092080591531,0,0,0,0,0,0
ADA,0,0.062785272181169,0.0709757053685345,0.0925068594687414,0,0.113482967032159,0,0,0.0559210184477414,0.220101948460356,0,0,0.261685488908706,-0.0000000000000000138777878078145,0.235645329392931,0,0,0,0,0.0500387710036571
XMR,0,0.256148146804455,0,0,0.189187453521967,0,0,0,0,0,0.0808792592636101,0,0,0.210415453463127,0,0,0,0,0,0
TRX,0,0.334917562607031,0,0,0,0,0,0.130583952907177,0,0,0.30838323567174,0.0759115519351173,0,0,0,0,0,0,0,-0.0614088092070177
MIOTA,0,-0.00000000000000000693889390390723,0.0651498998508404,0,0.0697704126066064,0,0,0,0,0.302855945220844,0,0,0,0.460839393547533,0,0,0,0,0,-0.0280246980440946
DASH,0,0.186525178594197,-0.0369756270764266,0,0.134632699954314,-0.096641832146103,0,0.294156791679235,0,0,0.191678616010694,0,0,0.257667968041045,0,0,0,0,0,0.0353282802170153
BNB,0,0.239525919842383,0,0.0489217098110552,0,0,0,0.0617805662935472,0.0509457255550621,0,0,0.0321189334198541,0,0.107366212053899,0,0,0,0,0,-0.0155838362539683
NEO,0,0,0,0,0,0.0961728215151432,0,0.0633104452242302,0.252760560071288,0.0339417783548193,0.237198219737383,0.319042299522034,0,0,0,0,0,0,0,0
ETC,0,0.225308870298089,-0.112785309014598,0.102251356930913,0,-0.107321890411685,0.0517769008484798,0.626310075318732,0.113843900219317,-0.10156662728881,0.0717437844389102,-0.174379294743638,0,0.0220224639334165,0,0,0,0,0,-0.0655573112346439
BV010082.INDEX,0,0,0.033134044626892,0,0,0,0,0,-0.0376773987667763,0,0,0,0.100432801837611,-0.109831662427582,0,0,-0.157704850635363,0,0.651645013254037,0.0200357121252448
CVIX.INDEX,0,-0.163231307924375,0.0528159101907831,0.0427812678236,0,-0.0420727011576432,-0.214533161458168,-0.0283088026105967,0.0336160921185807,0.0827637551147571,0,0,0.212508305253042,0,0.206373871626468,0,0,0,0,0.0352563556542243
DXY.INDEX,0,-0.0100339493980231,-0.0120483923294318,0.0105297999379692,0,-0.00102059662392432,0,0.0208860081554841,-0.00823530346975051,-0.0242905585614537,0,-0.000000000000000000433680868994202,0,0.0129171151482052,0,0,0,0,0,-0.00491660483550646
SPX.INDEX,0,0,-0.0358686727323145,0,0,0,0,0,0,0,0,0.00216844636704476,0,0,0,0.0718648730756668,0,0,0,-0.120484698764893
VIX.INDEX,0,-0.237794362320962,0,0,0,-0.320142596308825,0,0,0.0671494222073316,0,0,0,0,-0.00878569445934185,0.159339057808772,0,0,0,-6.61227908424444,0
