,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.311456507189547,0.0334980644484074,0.112104969281829,-0.0222747537374923,0.0497132781853525,0.0792366466499038,0.0192070548296337,0.0299181044095088,-0.126548446903527,0,0,0,-0.0429946411977843
XRP,0,0,0,-0.0425742354072315,0.187519771343184,0.291486008687962,0.201837913412264,-0.24327179835378,0.02628358838222,0.043802884167591,0,0.6688180632102,-1.83717515538904,0,-0.326140662628469
LTC,0,0,0,0.0363113628530905,0,0.428114211366747,0.082209396778944,0.235653432742359,0.0375703160882361,0.0521570197243656,0,0,0,0,-0.0269196462064313
ETH,0,-0.0678168023197109,-0.642841653373299,0,0,0,0.324744093714764,0.428439516684248,-0.0280407877709094,-0.287451393374129,0,0,0,0,-0.195701867667433
DASH,0.369521114202704,-0.0740455612116944,0,-0.108639515818176,0,0.218475080742001,-0.00000000000000000173472347597681,0.147757713559877,0.00835903129765322,-0.00975708741322685,-0.0847016910811833,-0.0515722690451571,0,0,-0.0257922611820646
DOGE,0,0.177465707439292,0.142689077522146,0.0291949429330811,0,0,0.027620500121926,0.176536406731807,0.00965068849767626,-0.0470191714853283,0,-0.0437904167297656,0,0,0.0244237997426636
XLM,0,0,0,0,0,0,0,0,-0.0513587538141686,0,0,0,0,0,0
XMR,1.21366965245193,-0.0355307880190593,0.137192717430371,0,0.0273709080473067,0,0,0,0.00449110216276744,-0.0723015837361834,0,0,0,0,0.0889332808244504
DGB,0,0,0,-0.0206387173193556,0,0,0,0,0,0.317907090164015,0,0,0,0,0
XEM,1.70871846029566,0.419305129940782,-0.919988011375959,0,0.366943381393356,0,0.282793107715155,-0.594865553282208,0.0538630165119097,0,-0.0540157344115383,0.810876435344316,3.24815216320968,2.48081244823196,0.298264196028101
BV010082.INDEX,0,0,0.181751311401876,0,0,0,0,0,0.000000000000000000433680868994202,0.0777884902174535,0,0.0329007579848995,0,0,0
CVIX.INDEX,0.271196494304434,-0.000000000000000000867361737988404,0.141947458863716,-0.0114909570718763,0,0,-0.140306661330062,-0.145255622598358,0.00308771452829513,0.0545109313494233,0,0,0,0.538944385425203,0.134908942445115
DXY.INDEX,0,-0.0275832273947106,0,0.0174595467624884,-0.0148528777703708,0,-0.0194811091145553,0.0274917032220835,-0.00659903577713436,0.0290229509203153,0.0209723131025782,0.00790232779913914,0,0,-0.0384291550172902
SPX.INDEX,0,-0.057521681736738,0.0437166511183797,-0.0155951103827556,-0.0104106302454418,0,-0.0269093223908171,-0.044991624068704,0.00996140326637763,-0.00246287047022995,0.00392215118224272,0,-0.448716222246458,0,-0.148993859865639
VIX.INDEX,0,-0.369584773867843,0.0700781594170277,0,0,0,0,-0.0134450628972527,0,-0.0290880769646798,0.247858983605473,0.180171694285396,-3.13894166657585,-3.57073602309893,0
