,BTC,ETH,LTC,XRP,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.00148816854819194,0.306369348647237,-0.0112402183706014,0,0,0,-0.0720635677901083,0,0.0155698568602658,-0.181623680723449,0,0,0,-0.0279697851511489
ETH,1.01120532982718,0,0,-0.0455516354880084,0.257587996415492,1.3204251745351,0,-0.431271935341172,0,0.390080819539917,0.559618592551753,0.248265140569365,0,0,0.60807087760308
LTC,0.615943385371284,-0.00236571392580989,0,0,-0.190318926268878,-0.173464366402826,0,0,0,-0.0304231433108547,0,0,0,0,0
XRP,0.0933266222913447,0.0763544922258604,-0.170503514162124,0,0,0.171464879833566,-0.0583012130862488,-0.0943932031233428,0.0476185126974381,-0.184704000806101,0,0.212675003327098,0,0,-0.0742234610898832
DASH,-0.191167687120589,0.0255714114911759,0,-0.150027291644955,0,0,0,0.0352000359871697,0.152345530951058,0.105648992151672,0,0,0,0,0.126702636779109
DOGE,0.274091681961106,0.0893721876248002,0,0,-0.00963515602938712,0,-0.112406928022234,0,-0.0112060586432822,0,0,-0.26171835859546,0,0,0
XEM,0.647414745100823,0.0341047459867423,0,0.38307425584352,0.175833176072131,-0.30090014485917,0,0.249063730539706,-0.133941769232115,0.153474846936348,0,0,0,0,0.237543045724767
XMR,0,0.313561693523434,0,0,0,0.314825524851862,0.1288514505537,0,0.560916976080121,0.0237895580460625,0,0.419347351123163,0,0,-0.0733969193452688
XLM,0,0.000000000000000000867361737988404,0.0919846680956944,0.0561884192373411,0.0513635143587102,-0.122258635482641,0,0.0640047627528804,0,-0.0124784214096231,0,0.245580462515754,0,0,0
DGB,-0.680329507289157,0.239810917735669,0.355823906311784,-0.20094285331775,0.262538175036875,0,0.48101427854344,0.49999291357278,-0.517516708078022,0,-0.663844541814533,0,0,0,0.143626049081587
BV010082.INDEX,-0.103673491992935,0.0650620541056916,-0.000000000000000000867361737988404,0.128467122641974,-0.182758134634067,0.0126744629632126,-0.00408586367189888,0,0,-0.0553613850179885,0,0.155158957766466,0.266407151374368,0,-0.122102122315244
CVIX.INDEX,0,0.032443826099187,-0.228749283325575,0.0339284789044488,-0.217727164262743,0,-0.0520438686497911,0.0428132702306294,0.279080389570703,0,0.0549514277764144,0,0,0,0.0537387740313283
DXY.INDEX,-0.0104781200374029,-0.0103282806146167,0.0821297639772234,0.0314616877115661,0.0249516693598294,0,0.0359948390330696,0.00626021195751217,-0.0190816649395524,0.0181177537839692,0.14336259921974,0.069308160094377,0,0,-0.0207363722216061
SPX.INDEX,0,0,-0.0106619327321231,0.00298016209550094,0,0,0.0286443008929476,-0.0355970885814094,0,0.00698624682760494,0.0079710337101865,0,0,0,-0.0878830179390884
VIX.INDEX,0,0.0779555282328958,-0.406363611180383,0.328341293443788,0,0.118512329707863,0.150455623198984,-0.112116413144266,0,-0.0712013316662122,-0.288850819451173,0.624839189323325,0,-3.00727414740274,0
