,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0786040080299749,0,0.0585921780148675,0.0300769043634836,0.0274020744273711,0.0610263120612434,0.0153759018851419,0.100797125442401,0,0.0544589885630233,0,0,0,0,0
ETH,0.307048812006376,0,0,0,0.121519490661099,0.0204017279727675,0,-0.0726516006360131,0,0,0,0.492788791027332,0,0,0,0.0784770982000709
XRP,0,-0.41692710763916,0,0,0,0.0452044938034337,0,0.118418155262834,0,0.409260123688634,0,-0.590313273806061,0,0,0,0.177431725279617
LTC,0.0278842105371782,0,0,0,0.122453649854571,0.0219565557882809,0,0.0138666098097521,0.154134175860417,0,0.065723589688861,0,0,0,0,0.0364672996796517
ETC,0,0,0.12106242682534,0.185191908595302,0,-0.000000000000000000867361737988404,0.277848256427204,-0.0387339425046964,0,0,0.0719666496553949,-0.150529912544098,0,0,0,-0.00669063402380946
XMR,0,0.923894263896678,-0.0058653255818809,0.739971217782336,-0.0502778028767592,0,0.351855114128097,0,-0.753723659069862,0,-0.508998722870541,-1.48340982508222,0,0.311969283092369,0,-0.0124443897291227
DASH,0,-0.291217709939604,-0.0781763757769973,-0.248095810139375,0.0475811516119023,0.0325786097807987,0,0,0,0.0863217355382507,-0.0637026292669929,0,0,0,0,-0.0876871109892609
XEM,1.84043203482522,0.351571620913815,0.210916281512024,-0.469697838355797,-0.00000000000000000346944695195361,0.0342069147300656,0,0,0,0,-0.191905467175769,0,-0.648297038454219,0,0,-0.0683027302815841
DOGE,0,0,-0.0238509026336876,0,0.0588574524037635,-0.0127420520934121,-0.0268595079793709,0.114484171562496,0,0.13681720692723,0.00000000000000000346944695195361,-0.632424022391245,0.351865540673009,0,0,0.0134467342917762
XLM,0,0,0.539358884438632,0,0.117864728934285,0,-0.109937621533606,-0.169223931363935,0,0,0.0417002576943511,0,0.50725067941097,0,0,0.0164013546354114
DGB,0,-0.434725336121311,0.108963556581545,0,-0.187103326176447,-0.0950972965170847,0.276981858810581,0.130345679194048,0,0.0130375669121639,0,0,0.899452830865663,0,0,0
BV010082.INDEX,0,0.0814142916118837,-0.0346565982035139,-0.00742764960607505,0,0.0166853057072168,-0.0322014771592458,0,-0.382994738773825,0.0420861361076069,0.0360520509570272,0,0,0.90705186044229,0,0.0326220809470397
CVIX.INDEX,0,0.164807324218157,0.103257608255738,0.0294784204552892,0.108096856116549,0,0,-0.116034975184187,0,0.0587658143095219,0.0755804208578002,0,0,0,0,0.0929193125152032
DXY.INDEX,0,-0.0110322901399143,0,0,0,0,0,0,0,0,0,0.0812923135638422,0.0314720860696414,0,0,0.00266120918321462
SPX.INDEX,0,0.0339550999519571,0.00467278286657781,0,0,0.00649014048531862,0,0,0.0460690848328511,-0.00349997696591998,0.0195024160483131,-0.0259775429976704,0,0,0,-0.0630635665028584
VIX.INDEX,-0.431720821814545,0.294678870372044,0.0226803265850013,0,-0.325757627050982,0,-0.631887810741013,0.406584814954654,0,-0.143921625035055,0.109186619170679,0,1.233905574909,0,-4.90176560926521,0
