,BTC,ETH,XRP,LTC,XEM,DASH,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0304465192535467,-0.132964896842531,0.633152811045678,0.0588125023529061,0.0308038831271515,0.0160468839456188,0.140773692795225,-0.0283098595136697,0,0,0.0476809276378356,0,0,0.031110126863832
ETH,1.11470897086283,0,0,-0.67674808444505,-0.0484228531729607,0.705278317325063,0,-1.43187401967159,0.0950336880281771,0.319315269316095,0,0,0,0,0.137932654241285
XRP,0,-0.0149215076183661,0,0.0692271898569724,0,0.0670999246107771,0,0,0.084150232498692,-0.0276166435457162,0,0.411561593365753,0,0,-0.0905971906244469
LTC,1.08807184684117,-0.192503610870239,0,0,-0.00588553790345506,0,0,-0.337740099206725,0,0.0746941171185902,-0.303292150425943,0,0,0,-0.124755828151505
XEM,1.30549939419866,0,0,0,0,0,0,0,0.571893939710558,0.383838995105991,0,0.533482936104158,0,0,0.193641402519749
DASH,-0.435500731539351,0.0371381446825175,0.30501912239201,0.368277001187991,-0.0165131812272233,0,-0.0177040487792263,0.137639652981065,0.0823541510367467,0.132589180499739,-0.473616280870706,0.0684451290413269,0,0.834182489772355,-0.00740112833981812
DOGE,0.244416124372103,0.0817136557116189,0,0.330422403143618,-0.0632584505167301,0.000384872673132301,0,0.226377851423125,0,0.00827179999891066,0,-0.176637523662522,0,0,0.0831962267072362
XMR,0.781856998848316,-0.240496853376143,0.195304351641756,-0.202232446978832,-0.0699016263014983,0.08123218567058,0,0,0.0936570866207853,0.00599614413361452,0,0,0,0,0.000000000000000000433680868994202
XLM,0,0.156235012064782,0,0.287300126956199,0.176430949391893,0.0793118684368851,-0.0955311400424036,0,0,-0.15705767145615,0.719971886308434,-0.311215514325586,0,0,0.2485542246934
DGB,-0.728881699165287,0.248101348982133,0.0564086938530502,0.580809494427874,0.125226979028799,0,-0.0843562461148189,0,-0.199950031892347,0,0,0,0,0,0.0830660675209951
BV010082.INDEX,-0.180235667820799,0.00129703599978823,-0.131801794626907,0,0.0295171859603961,-0.148589317106009,-0.000000000000000000867361737988404,0,0.0435955106518077,0.0158718775807421,0,0.0938395288695315,0,1.23620560154162,-0.0306567746539166
CVIX.INDEX,0.236147701820961,-0.1450547031386,0.0487936077273909,-0.303049670845241,0,0.374089158698288,0.316575041502223,-0.0747039918577306,-0.0427184201732548,0.0720581093445245,0.461065955054762,0,0,0,0.195216257079808
DXY.INDEX,0,-0.0148745269694528,0.00579371222486214,0,0,0.0369730360576189,0,-0.0331694349943882,0,0,0,0.0417232351591283,0,0,-0.00161955096390084
SPX.INDEX,0,0,0,0,-0.00734362558003553,0,0,0,0.01287300285663,0,0.0188105475040276,-0.00725752007482232,0,0,-0.0814565625617455
VIX.INDEX,0.352962668239367,0.347810498279599,-0.108721817976114,-0.590424726532372,-0.162465247908575,0,0,0,0.51170242412848,0.00000000000000000173472347597681,0,0.902852944547331,0,0,0
