,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00772335619669115,0.160792867492588,0.178275463457115,0.434181656839589,0,0.128703258728693,0.0215934739280433,0,-0.026531136960201,0,0,0
XRP,0,0,0.0446218038459735,0.169025219897241,0,0.404110872418495,0.0989786720780364,0,0,0,0,0,0.139208771267761
LTC,0,0.106224527191908,0,0.22153128359534,0.819349150306368,0,0,0.147399507106222,0,0.328033432693578,0,0,0
DASH,0.874312810084619,0,0,0,0,0,0,0.089835093974871,0,0,0,0,0.0764402276128675
DOGE,0.348962530616002,0,0.145974890916401,0.0491694669603543,0,0,0.0886977099530567,0.0527065137860934,0,0,0,0,0
XLM,0.659746752296332,0.584198214924748,-0.0268997206598634,0.118491872909667,-0.298123353854004,0,-0.28540169502229,0.028710456272112,0,-0.184610691590123,0,-1.30269571346491,0
XMR,0.993908713881693,0,0.121117897339639,0,0,0,0,0,0,0,0,0,0
DGB,0.525554790412465,0,0,0,0,0.129500424978824,0.0456597452542402,0,0,0,0,0,0
BV010082.INDEX,-0.0924942872993075,0,0.0409196845985719,0,0,0.0354573405382246,0,-0.00601964697724248,0,-0.0376161127618212,0,0,-0.0524595199587508
CVIX.INDEX,0,0,0,0.0844918188518317,0,0,0,0.0358566487507354,0,0,0,0,0.0564799833921968
DXY.INDEX,0.0384275796513317,-0.0244696004187886,0,-0.028796712944461,0.0232754512789513,-0.00884761260350232,0.00744243979863601,0.000929104743158029,0.145605312814429,0.0186839319065372,0,0,0.0340349345610252
SPX.INDEX,0,-0.0267374623707908,0.0131163284593809,0.0119633392801934,0.0233328745366722,0,-0.0255925806523709,-0.00336918297197901,0,-0.00448260597887998,0,0,-0.100157289502994
VIX.INDEX,0,0.0103036004303946,0.139683886366819,0.0672225067892787,0.0777762771737464,-0.12727232529874,-0.135837096431409,0,0,0,0,-4.50166907580892,0
