,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,-0.0478654114246986,0.771740906216708,0.0323279944943287,-0.0178627088937687,0.0256099714481585,-0.0137184664222216,0.00567643590135172,0.0066673286774137,-0.0957589843010429,0,0,0,0
ETH,-3.07262487701252,0,0.363452957901357,0.887658761407629,0.372202564379212,0.114269291000401,0.221901169741689,0.113123230769856,-0.350240241127329,0,0.857297481309352,-0.279655777165456,-3.06862684333748,0,-0.00401760929837477
XRP,0,0.00596743542058802,0,0.318199962309519,0,0.152826047522315,0.0284669806310871,0,0,-0.0786310739467809,0,0.216175868813978,0,0,-0.0829541337409711
LTC,0.338026639103295,-0.0351889528873185,0,0,-0.00364879678937239,0.0312628565684721,0,0.0149547571124138,0.0156132764228145,0.0030971484260137,0,0,0,0,0.0138318821539092
DASH,0.521815513281628,-0.196905884247487,0.209744982329651,0,0,0.223834609494331,0.0918199332030399,0.0347529333060588,-0.502491800386351,0.0213387327928368,0.46964981787657,-0.481028521131933,-1.4561946662612,0,0.473515953850995
DOGE,0,0,0.238590122207219,0.191401546677289,0,0,-0.0607881790426167,0.0231928578925543,0.160941167910239,0.0574124078371331,0.255303369236647,0.0216411025951069,0,0,0.0639816147266465
XMR,0,0.320283510199869,0,0,0,-0.45733862065652,0,-0.282407484243525,0.830720862176465,0.118389797394031,0,0,0,0,-0.1704054006474
XEM,0,0,0,0,0,0,0,0,0,0.151749717911748,0,0,0,0,0
XLM,0,0.00278057503689403,0.622028355838277,0.432226240586006,-0.521476945207224,0.290514777622409,0.122099522371124,0.236598379461154,0,0,0,0.118983293940361,-0.434963953512962,0,0.314001576051565
DGB,0,0.0484633095334549,-1.70390874804168,0.143547054484511,0.490253888900877,0.754169898096324,0,0.00000000000000000346944695195361,0.738456139303952,0,-1.29453330407951,-0.18698729815193,0,0,0
BV010082.INDEX,0,0.0199618670539825,0.0396551813506221,0,0.141914930849068,0.0231436023152552,-0.0535618455833667,0,0.121274165215193,-0.0631392296059013,0,0.0127597936820176,1.76159177976763,0.365134220631393,0.0456469737257222
CVIX.INDEX,0,0,0,0,0,0,0.0214120115023203,0,0.0438876586040731,-0.0203728335185865,0,0,0,0,0.214258701811989
DXY.INDEX,0,-0.00265840285585762,-0.0708356623899701,0,-0.00152073465238318,0,0,0.00720438972429626,-0.0128764285565749,0.00804924284210136,0.0569551240217721,0,0,0,0.0175031029200615
SPX.INDEX,0,-0.0066954644359954,-0.0652792221837992,0,0,0,0.00611133516903119,0,-0.00974676680111074,-0.00571150069154799,0.0450193485936976,-0.0380313516941507,0,0,-0.103920462099795
VIX.INDEX,0,0.0564575258920993,0,-0.0123469178112324,0.0634338344480756,0.134451051954403,-0.0380645464568606,0,0.109421024233944,-0.0893042851164373,0,0.0868175834452367,0,-4.25835772170599,0
