,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,NEO,ETC,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.055582995050471,-0.0194890025808661,0,0.201442081881175,0,0,0,0.0339892102414832,0.0140669127915481,0,0,0,0,0.141654854510527,0,0,0,0,0
ETH,0,0,0,0,0.188584573515263,0,0.042913624742292,0.418746944920518,0.0228943386076176,-0.000000000000000000867361737988404,0.00490206962328621,0.0432937409777353,0,0,0.219649268640222,0,0,0,0,0
XRP,0,0,0,0.0481262939925833,0.227555018090252,0,0.297109777627953,0.191996683713603,0,0,0.10161404604088,0,0,0,0.174828855430335,0,0,0,0,0
BCH,0,0.137378817045213,0.0590543110718786,0,0.106683855728471,0,0,0.142419618388796,0.040206445079441,0.23157578965833,0.0440104807227369,0,0,0,0,0,0,0,0,0
EOS,0.00108627303487661,0.0731621418683981,0,0.0886696984810632,0,0.193462106681784,0,0.076935816670346,0.166213725818121,0.213060065338651,0.151302288370881,0.133826955080276,0,0,0,0,0,0,0,0
XLM,0,0,0.189284617831699,0,0.0819407877086705,0,0,0,0.052631637563301,0.22696943823916,0,0,0,0.0694432818835753,0.057189078807206,0,0,0,0,0
LTC,0,0.22565518831349,0,0.128926387687325,0.0249906927807356,0,0,0.117986924890926,0.0153473916024017,0.0679361829793445,0.134090629702369,0,0,0,0,0,0,0,0,0
ADA,0,0.194643052409583,0.130478052288344,0.133054179496029,0,0,0,0,0.0645042501705189,0.196622671169135,0,0.125487074303519,0.0539983098289747,0,0,0,0,0,0,0
XMR,0,0.0909925633285135,0.042323303706968,0.13503343065017,0.200907884743224,0,0,0,0,0,0.0786905964306203,0.0720601593620449,0,0.0231902754686516,0.172059088572863,0,0,0,0,0
TRX,0,0.307669958090151,0,0,0.106000641921608,0,0,0,0,0,0.059714656825671,0,0.279851133616999,0.261017106930015,0,0,0,0,0,0
MIOTA,0,0,0.0167457483229087,0,0.0957991882394808,0.0749801923481111,0,0,0,0.275820457350026,0,0,0.243577923746397,0.328324719286793,0.076001728404866,0,0,0,0,-0.0573127325125331
DASH,0,0.361470153085443,0,0,0,0,0,0.142390456825343,0,0,0,0,0,0.309290310082848,0,0,0,0,0,0
BNB,0,0,0,0,0,-0.0717524309896344,0,0.412229564888194,0,0,0.147155836265534,0.201859250902414,0,0.0423038213770599,0,0,0,0,0,-0.0337207509028314
NEO,0,0,0.0810237084222391,0.191569225456375,0,0,0.176533038537001,0.0321484338314978,0,0,0.387515414471956,0.106417738306875,0.224762408051752,0,0,0,0,0,0,0
ETC,0,0.200487286734294,0,0,0.284072587808913,0.17142903299702,0,0,0,0.114885915263128,0.261654733457469,0,0,-0.312253018776224,0,0,-0.248512540928383,0,0,0.123432825891019
BV010082.INDEX,0,0,0.00365169568794242,0,0,-0.020817864597378,0,0,-0.0298436783528097,0,0.0457997645220032,0,0,0,0,0,0,0,0,-0.0679687658652307
CVIX.INDEX,0,-0.034129125529287,0.0638392923632258,-0.0576695350483455,0,0,-0.214670719886488,0,-0.08873064028775,0,0.0802034390160473,-0.0529670508952226,0.356812555491255,0,0,0,0,0,0,0.0763086909140426
DXY.INDEX,0,0,-0.0184494894992327,0,0,0.00635361379488056,0,0.0119268541405601,0,-0.0231986464193616,0,0,0,0.0126160652111417,0,0,0.0803898098400211,0,0,0
SPX.INDEX,0,0,-0.00427836851005378,0,0.0052161293325169,0,0,0,0.00408957529597934,0,0,-0.00242607394106106,0,-0.00646583941732992,0,0,0,0,0,-0.0440832112211264
VIX.INDEX,-0.528669704314805,0,-0.252678499859962,0.471024263674857,0,0,-0.0956372457837977,0.498068425390495,0,0,0.597630539120472,-0.335808636346987,0,-0.641607319215367,-0.311334862753977,-1.29009839625329,0.760136614672136,0,0,0
