,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0366023545224968,0,0.297001707771768,0.0353124380079179,-0.0133790254457958,0,0.06738197923097,0.194979483072053,0.0255736343062845,0.0708455765028792,0,0,0,0,-0.0886147615406198
ETH,0.155817790893172,0,0,0,0.0292137975417238,-0.0467000690876453,0.0919953062668834,0.224965260199526,0.414671647463674,-0.0892862267387662,0.256541510564264,0,0,0,0,-0.00358235131597497
XRP,0,0.0384832143527279,0,0,0.0410683855542968,-0.00284517789117025,0,0,0,0,0.0544448868403627,-0.0668839387664616,0,0,0,-0.0582225010531439
LTC,0.783718737153719,0.00222832479312699,0,0,0.0109526569583964,0,0,0.0204090933242764,0,0,0,0,0,0,0,0
XMR,0.980345761333398,-0.135608312781669,-0.423133929821825,0.373052668745478,0,-0.0466015936613399,0.304403796918024,-0.121873998058573,0,0.110049950911238,0.0871755986613373,0.33736213852893,0,0,0,0.136791532922063
ETC,0,-1.07955564124803,0,0,0.131048644740781,0,0.645453028185175,0,-0.614506407030018,0.297205907278935,0.368069705971652,0,0.998501871551293,0,0,-1.14654740176408
DASH,0,0.353787704262062,-0.522563295651077,0,0.0694487131498082,0.0550326305309305,0,-0.0900302288680163,0.00466857658725552,0.272821307239358,-0.166347703767866,0,0,0,0,-0.341020950487244
XEM,1.20656198570508,-0.00989005123812672,0.364530791768094,0,0.0942687125156228,0.0711185970230904,0.309214984032904,0,0.141070706805123,0.523515839876382,0.267982377898648,0.237649640646094,-0.0411768918716878,0,-4.20994270856727,-0.225055820633618
DOGE,0.405756431090157,0,0.212329773471025,0.28408572577806,0,0,0.0267306149958312,-0.0158292875712419,0,0.10810602480511,-0.0606258075321388,0,0,0,0,0
XLM,0.615943819580895,-0.155744625455559,0.147013630527175,0.0146039496611597,-0.0185357052171096,-0.0643193635003137,0,0.113731578666529,-0.105560992500163,0,-0.0281074749599658,0,0,0,0,0.18859053108227
DGB,0.0240360312946825,0.723528342836508,0,0,0,0.129644052896944,0,-0.112637251961722,0,0.517419943444688,0,0,0.765155558358543,0,0,0
BV010082.INDEX,0,-0.0721180341695638,0,0,0.00682890801596741,0.0030991521913346,-0.0501438487993716,0.0622735640687896,0,-0.0528389674220513,-0.0593759160083431,0,-0.0292189604383486,0.404691162551467,0,0.153094165940651
CVIX.INDEX,0,-0.0993895111576756,0.0287467550659355,0.0607101271431815,-0.0397301358332367,-0.0150948297103889,0,-0.000000000000000000216840434497101,0,-0.0715132388699219,0.0803398871454392,0,0,0,0,0.195164971150392
DXY.INDEX,0,0,0.02223032500546,0.023350379687455,0.00123420071086324,0.00113029298092001,0.0408085634720262,-0.0178693191598092,-0.003965186583208,0.00347114169544031,-0.0272267226986294,0.110031503908802,0.00477073528838668,0,0,0.00671089625314533
SPX.INDEX,0,-0.00476560020397666,0,0,0,0,0,0,0,0,-0.00651344314125164,0,-0.00295911656081395,0,0,-0.0455470649687096
VIX.INDEX,0,0,0,-0.0429688524409336,0.0737040523584183,0,0,-0.204803784746995,-0.271357745377419,0.200631361280807,0.0638560530421213,0.0355758155507628,0.637769310334384,0,-3.44939910945413,0
