,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.122241425630598,0.147195948717642,0.477765873634679,0,0.186370165183377,0.0205397222525707,0,-0.0272181445077685,0,0,-0.0516861889914704
XRP,0.0861629400801149,0,0.00000000000000000010842021724855,0.191873680615914,0,0.179539053397086,0.108870539667136,0.00000000000000000346944695195361,0,0,0,0,-0.06319786287068
LTC,0,0.089417884527848,0,-0.158940974480347,1.0166455434497,-0.199965422104867,0.16719491023316,0.0424754713464568,1.20366381670505,0.205227685279175,0,0,-0.260781930404562
DASH,0.521335390027508,0,0.306760706826196,0,0.600067672503509,0.0534135711080177,-0.465403540941291,0.088097506391449,0,0,0,0,0
DOGE,0.4108726555236,0.100041181066247,0.0701175563779042,0.0348728747534405,0,0.013249871841512,0,0.0211894432354469,0.272255986305146,-0.127853892939438,0,0,0
XLM,0.129390291234457,0.596992171208844,0,0.125283124384996,0,0,0,-0.0269025338307504,0,-0.204980134556936,0,0,0.0418526758717182
XMR,0.926278769329831,0.105632018942995,0.160056390088602,-0.0241605725721614,0,-0.0739644398211465,0,0.0259297802705839,0,0,0,0,0
DGB,0,0,0.725245973352229,-0.415795685155936,0.329040607128301,1.19727116052284,0.0980738724104636,0,0,0.82743996630974,0,0,0
BV010082.INDEX,0.0863217511632294,0,0.0161649936883243,0.000206282282048054,-0.0522561836015692,0,-0.0750370181038833,-0.00107285263158211,0,-0.0197346683013002,0.358847748095417,0.123999265824123,-0.00733593075507598
CVIX.INDEX,0.221580761290309,0,0.0452844131182453,0.0828460779857566,-0.8183739961518,-0.0111301924164156,0.123432365335192,0.093540761789924,-0.000318397643322456,0,1.12669195873507,0,-0.0347955696520771
DXY.INDEX,0.00817514828574785,-0.0431760181504002,0.00561740531720826,-0.00315339721492062,0.0404229432078409,-0.0213934895064428,0.0167757667440363,0.00750782247779644,0.0978413570740252,0.0111450361798017,0,0,0.0255965095170842
SPX.INDEX,0.011023609632431,0.0330415928943661,0,-0.00591076048138238,0,-0.00411676712176344,-0.0314884322711865,0.00274163923370762,0,-0.0029855687881919,0,0,-0.113939172886264
VIX.INDEX,0,0,0,0,0.239369234398238,-0.0750942554701765,-0.287642998534909,0,0,0,0,-6.30407507128011,0
