,BTC,ETH,XRP,LTC,EOS,BCH,BNB,XLM,ADA,TRX,BSV,XMR,MIOTA,DASH,MKR,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.137689225904992,0,0.0654065492957935,0.0420368496588699,0.083231471403825,0.0186380153117984,0.0358806368665173,0.00190792195050345,0,0,0,0.0377850384519352,0,0,0,0,0,0,0
ETH,0,0,0,0.0711481538382607,0.239345634441582,0.258251624863004,0.0108246957145193,0.00252559759970252,0.0532243794684019,0,0.0461469828656458,0,0.0284792479071434,0,0,0,0,0,0,-0.0291214628412509
XRP,0,0,0,0.0837519190439309,0.16077854337731,0.111436387662943,0,0.128112822856794,0.0731678802973644,0,0,0,0,0,0.0163893784605832,0,0,0,0,0
LTC,0,0.295339377675459,0,0,0.240646770730683,0.00000000000000000346944695195361,0.0631529523358915,0,0.191012182274565,0.139859815750537,0,0,0.175428693561568,0,-0.1601691659475,0,0,0,0,0
EOS,0,0.266408590111896,-0.163293415505532,0.175034978696178,0,0.224911702904675,0,0,0,0,-0.0603562615385384,0.203489040688666,0.17461992176493,0.233048648393444,0.102602031896999,0,0.0256707165184676,0,0,0
BCH,0,0.0390187730284979,0,0,0.391862372656874,0,0.0138481110218597,0.0414510751003398,0,0,0.268704008207107,0,0,0,0,0,0,0,0,0
BNB,0,0,-0.329424969280872,0.386250373741448,0.0482191257631599,0,0,0,0,0.471015976154125,0,0.139801807254188,0,0,0.00490540743165136,0.0470566410827787,0,0,0,-0.08018529329946
XLM,0,0.0590762756958859,0,0,0,0.338916134364492,0.0251616693603792,0,0,0,0,0,0.108786888726837,0.0933251140353114,0,0,0,0,0,-0.00428834626138346
ADA,0,0,0,0.195346074987762,0.0586888273957602,0.238223368248126,0,0.00194529373716469,0,0,0.0114229299449597,0.150912618248116,0.157344889272005,0,0.0679785586028859,0,0,0,0,0
TRX,0,0,0,-0.0257315446832931,0.12180799149287,0.094889535798375,-0.0457983628223629,0.3055471834967,0,0,0.212212594420323,0,0,0,0.0534856242468027,0.139922708011315,0,0,0,0.0655075064973222
BSV,0,0.217392788760585,0.216066501348569,0,0,0.142756023821282,-0.0059302811614834,0,0.199195607220901,0.0456771518991099,0,0,0,0,0.141317132177108,0,0,0,0,0
XMR,0,0.0968418013887799,0,0,0,0.10378856427354,0.0194585818503438,0.234265497388015,0.0716577707039221,0,0,0,0,0,0.0497706794767554,0,0,0,0,0
MIOTA,0,0.296707627602285,0,0.0448001663181003,0,0.0970942226302644,0,0.0252488033357532,0.108348865325407,0,0.0635042386835752,0.0757833777063737,0,0,0.00940966500093335,0,-0.032470933988508,0,0,0
DASH,0,0.193424563990852,0,0.0177083957321244,0,0,0.0541444829770874,0.162737750127205,0.196073430778284,0,0,0,0,0,0,0,0,0,0,0
MKR,0,0,-0.464427709846358,0,0.327580233224722,0,0,0,-0.0760178366614744,-0.104338045172597,0.588304786449326,0.248644147682616,0,0,0,0,0.056219115660416,0,0,0
BV010082.INDEX,0,0,0.251972497957578,-0.0279304586576852,0,0,0.0539214506762576,0.04149379629326,-0.290376155929665,0.117948057615921,0,0,-0.133001098625434,0.144372629615707,0.0683950576599298,0,0,0,0,-0.00831895535283172
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,-0.148815448295953,0,-0.0400403759329015,0.0200721624061834,0,0,0,0,-0.0886163690447948
DXY.INDEX,0,0,0.0280630987045458,-0.000156473853992708,0,0,0.00930994795169116,0,0,-0.051800073486258,0.013337291503781,0.0250023356825765,-0.0169678945078271,0.0142047283338237,0,0.0688144931414858,0.0199475404048113,0,0,0.0248711532763524
SPX.INDEX,0,0,0,-0.0238050154015879,0.0209515355896797,0,0.00951770730921664,0,-0.0262676800191196,0,0.00400668536838034,0.0165610138786665,0,0,0.0105317430018504,0,-0.00655886166616947,0,0,-0.0737283518773473
VIX.INDEX,-0.556853156429813,0,0,-0.252468995198573,-0.00000000000000000693889390390723,0.373821770785338,0.105777329794542,0,0,-0.0892709911073963,0,0,0,-0.126505072479197,0.0331905495853512,-0.250346220491265,0.247480734752536,0,-4.09144327208683,0
