,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.228606589306829,0,0.0404659875965793,-0.0314282858411115,0,0,-0.000129680701117458,0.00712961774565767,0.00693505898820771,0,0,0,0,0,0
ETH,0,0,0.178018346516961,-0.0212686858822794,0.0850745746809523,0.102883994870391,0,0,0.0172424979807841,0.0507163990777368,0.0299343105774757,-0.0637532104092314,-0.120393005308514,0.696187852325873,0,0,0,0.0431866153504162
XRP,0,-0.420447768675322,0,0,0,0.0221717218152004,0.171134233163638,0.123796248579435,0.173836174902439,0.370730079226726,-0.109676263088078,0,0,0,0,0,0,0.0451651271272483
LTC,0.410312037270191,-0.0655877060188803,0,0,0.103783226251499,0.0170259914430095,0,0,0.161904510657894,-0.0100213324290077,0.0185663798324534,0.00316478183245456,0.0611347750789077,0,0,0,0,0.0365362171036891
ETC,0,0,0.117040825289638,0,0,0.0306852507295281,0,0,0,0,-0.0473764511835404,0,0,0,0,0,0,-0.040127100831147
XMR,0.133263658575222,0.734528874728318,-0.0225528148467159,0,-0.00737958808771216,0,0.0308499568006769,0,0,0,-0.227504401304575,0,0,0,0,0,0,-0.138563605272251
DASH,0,0,0,0,0,0.0980612724935688,0,0,0,0,-0.0643223085511965,0,0,0,0,0,0,0
XEM,0,0.116698810908725,0.209421343813143,0,0,0.173298749030836,-0.0994743477594922,0,0,0,0.0534221111283136,-0.0726799361207703,-0.0338182104883441,0,-1.12344671840269,0,0,0
DOGE,0,0.0514982558874827,0.0572537113870366,0,-0.00835046610722315,-0.120157870665087,0,0,0,0.0243490563393011,0.0290946664168265,-0.0135313004010904,0,-0.272017926419509,0,0,0,0.0198182970145049
XLM,0,0,0.549255793787909,0,0.104586704308186,0,0,-0.167036740335781,0,0,0.0329922548099512,0,0.122755475068797,0,0.441137612510798,0,0,0
NEO,0,0.778112312358728,-0.147814714282876,0,0,-0.396009875307727,-2.35362492978434,0.140648844325894,1.41357410008811,0,0,0.257686223388012,0,0,3.08848525795911,0,0,-0.776311215973145
ZEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,-0.488469577322145,0,0,-0.156850892642839,0.0670772625047306,0.315118309768727,0.0626965358271529,0.662271675659676,0.184476342167297,0,0.0230111448787898,0,0.614829967611598,0.30501441754058,0,0,0.0760053644757382
BV010082.INDEX,0,0.0534103785437506,-0.0881909835616392,0,-0.0383817135776345,-0.00145330207610919,0,0,-0.254403755671022,0.0634203328196433,0.0185490294401369,0,0.0544406194332674,0,0,0,0,0
CVIX.INDEX,-0.417765487200868,0.010274481317646,0,0.309915779600393,0,0.0170793841263518,0,-0.0865593066719748,0,0.0834817883742789,0.00998155885603997,-0.00268363919021434,0.021893805100592,0.0663880320213705,0,0,0,0.110542331634789
DXY.INDEX,0,-0.0103349629078318,0.0109743651247464,0,-0.00171580122754467,0.00151401418886951,0.0183069751908031,-0.00122319048015508,-0.0160873204948068,-0.0035337135829726,0,-0.000279883408752404,0,0.133809381042749,0.0327918223264978,0,-0.196380016857536,-0.0114033230803689
SPX.INDEX,0,0,0.0115209221659121,0,0,-0.0208061068020976,0,0,0,-0.00870058846240123,-0.00775018925878747,0,0,0,0,0,0,-0.0725705898116967
VIX.INDEX,0,0.232660253336384,0.0789938866389718,0,0,-0.326842791290369,-0.162229274830022,0.0802445888188583,-0.224989857418715,-0.137686911868614,-0.0635436269164086,-0.0665428007559217,0,0,0.801200079192163,0,-5.12382522991331,0
