,BTC,ETH,XRP,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0732798260441282,0,0.715456419922818,0,0.0322707070745539,0,0,0.0548270016874034,0.0222789930500771,0,0,0,0,0.0146018779487603
ETH,0,0,0.115725625382134,0.348101076758579,-0.0725007138811945,-0.0609970543277841,-0.369060985868356,0.172860903724642,-0.032598381501084,0,0,0,-0.64493344949741,0,0.158690834582562
XRP,0.0696181067865509,0.0348058544858764,0,0,0,0,0.421175416663333,-0.272130730350201,0.0487818168816681,0.00000000000000000693889390390723,0,0,0,0,0.000000000000000000867361737988404
LTC,0.747931898866431,0,0.0266009914148447,0,0.0246115026680549,0,0.0638898541530462,0,0,0,0,0,0,0,-0.0464117553317341
DOGE,0,0,0,1.51693534939416,0,-0.0832389982748082,0.979554763933357,0,-0.103875534451931,-0.198171142947224,0.142265750570543,0,-1.5846477980229,0,0.238021156157314
DASH,0.0995863790716624,-0.325934244899931,0.158021649829156,0,-0.125130856040572,0,0,-0.338663391951894,-0.108743500789192,0.0649112218763435,0,0,0,0,-0.0358689852689514
XLM,0,-0.0503494138033887,0.380125361020695,0,0.239581326404464,-0.0488787298970931,0,0.183048536332971,0.062638883751534,0.0701392071255423,0,0.440840332235423,0,0,-0.109642184854659
XMR,0.413209289079142,-0.0161694010042479,-0.571594162662678,0,-0.0976141288807181,-0.00605638076804397,0.517023341256222,0,-0.0725800163328128,0.155425540560508,0,0.00000000000000000173472347597681,0,0,-0.0823817829075661
XEM,0,0.106834930996839,0.534609751554167,0.105010752376414,0,-0.0603203675461143,0,0.146920669176215,0,0,0,-2.6901650631653,0,0,0
DGB,0.998749551710633,0,0,0,0,0.085038216683369,0.150502395712513,0.0747443798605548,0,0,0,0,0,0,0
BV010082.INDEX,0,-0.024786495176064,0,0.0383166165653004,0.0271858491801816,0,0,-0.00314292212515919,0.0198772900312692,-0.0106443597289366,0,-0.262628993787238,0,0,-0.0556887656240875
CVIX.INDEX,0,-0.0120395745726576,0,0,-0.0079612174230999,-0.0578119621532429,0,0.0556445268287556,-0.0324187591234314,0,0,0,0,0,0.101117223897312
DXY.INDEX,-0.0180399212395776,0,-0.0256476977920215,0,-0.0272851145034673,0.0110010904866791,0.0321732381254893,0.0198162338080585,0,-0.0143330238781273,0,0,0,0,-0.0100204309151045
SPX.INDEX,0,0,0,0,0.00180037120207762,0,0,0,0,0,0,0,0,0,-0.12841630514051
VIX.INDEX,0,0,0.0616662731878799,0,0,0,0,-0.241613822660817,-0.168428407816272,0.205633192586334,0,0.205270575171758,0,-3.98682096161375,0
