,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0314340707236239,0.00904521128845468,0.297420722743979,0.0149876661163356,0.0589331853102005,-0.0960114868064487,0,0.0210298540741291,0,0.0263192992467491,0.00368736488640694,0,0,0,0,0,0
ETH,0,0,0.121647700233761,-0.128205414852836,0.0769228489157314,0.100680963854449,0.111969806199493,0,0.109835490107588,0.0402678373312298,0.0226984856816907,-0.0512800355049944,-0.0736179780547102,0.804339780146694,0,0,0,0.115026635819404
XRP,0.035918435487493,-0.428506271728858,0,0,0,0,0.159012730598392,0.125998658380148,0.154867457234039,0.366983894356862,-0.110282718078796,-0.0375557121537224,0,0,0,0,0,0.0453266578137682
LTC,0.59821290910865,0,0,0,0.0671002658371106,-0.039761853523731,0,0,0,0,0.0170491254770192,-0.000834403616714965,0.0390586205316665,0,0.0360698913603599,0,0,0.0049278719746857
ETC,0,0,0.0880770800657832,0,0,0.0422849546054576,0.119456676607502,0,0,0,-0.0302138603791734,-0.0489878283519381,0,0,0,0,0,0
XMR,0,0.885589121746074,-0.038750494071647,0.483800810240523,0.205780965967114,0,0,-0.0242323270657104,-0.537230110638357,0,-0.0803959794709139,0,0,0,0,0,0,-0.0688273972216417
DASH,0,0,0.0216877856012334,0,0,0.0186330374364483,0,0,0,0,-0.0854124832263383,-0.0656777138025757,0,0,0,0,0,0
XEM,0,0.107302267145975,0.194310922741735,0,0.000101145319524491,0.180677358922219,-0.143875221388917,0,0,0,0.0260596384209429,-0.0800029858567851,-0.05647393384642,0,-1.12326189240261,0,0,0
DOGE,0,0.140653195978548,0.0606165684193733,0,0.0511304092737781,-0.179155253379815,0,0.0155234286035938,0,0,0.0209936982032916,-0.0126115059421931,0,-0.306864050409739,-0.0768244371376052,0,0,0.0228026181340483
XLM,0,0,0.542205815437054,0,0.205205947698336,0,0,-0.19360472679873,0,0,0.0380191782557225,-0.0669763639139411,0.305454821358876,0,0.169159530650661,0,0,0.0951638701845301
NEO,0,0.726114161540419,0,0,0,-0.424253998624613,-2.17814887071201,0.181931471481193,1.3204229853108,0,0,0.0170003008657932,0,0,0,0,0,-0.106905404406211
ZEC,0,0,0.28823027082541,0,-0.818344094291898,0.491870004803627,-3.75688679885419,-0.505137652815551,0,0,-0.174235527541176,0,0,0,0,0,0,-0.972738468291088
DGB,0,-0.413500236935992,0,0,-0.104681629827771,0.118676892215255,0.465465745874205,0,0.535339761082289,0.151793294118392,0.0331539456095378,-0.0652469261664845,0,0,0.516719968799855,0,0,0.0928328858942374
BV010082.INDEX,0,0.0831307419848256,-0.0809326982481412,0,-0.118852349441155,0,0,0,-0.147613642155939,0.066501821211622,0,0.0134084341901054,0.0329071020393118,0,0,0,0,0
CVIX.INDEX,-0.297580521341343,0.0840511860925414,0,0,-0.123268049539131,0.0347470284379937,0.0480119898289597,-0.101742104678216,0,0.0437833062969474,0,0.0177519463256894,0.0330298656329006,0,0,0,0,0.103414312186968
DXY.INDEX,0,-0.00383093210361149,0.0158538609935851,0.0323906331184126,0,0.0105268017749192,0,-0.0118316565808644,0,0.00000000000000000010842021724855,-0.000885776490369462,0.00289146854648254,-0.0101972161572854,0.169275203296903,-0.00149439843608429,0,0,0
SPX.INDEX,0,0,0.011520178603074,0,0,-0.020804245001619,0,0,0,-0.00869781549448061,-0.00774921148265844,-0.00417928023656624,0,0,0,0,0,-0.072569667926733
VIX.INDEX,0,0.229337481550371,0.0834233227572412,0,0,-0.335385139888105,-0.1337953071594,0.0588367728680623,-0.227173416410093,-0.137659694395031,-0.0611299352859945,-0.0659300135916899,0,0,0.776824881433659,0,-5.07949773113711,0
