,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,ZEC,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.324087692867323,0,0,0,0,0,0,0.00510118533855126,0.0189657002904658,0,0,0,0,0,0
ETH,0,0,0,0.133437517172218,0.20106092031779,0,0,0.0588143070450512,-0.1300355044708,0.213672205160581,-0.00191182394371652,0.238445847969423,-0.0427047996846841,-0.408377454477473,-0.0969824203310553,0,0,-0.116732861416577
XRP,0.0407778608296935,0.0646231360067993,0,0,0.0386022926065764,0.0616684189792343,0,0.0390736644392971,0,0.112202229860188,-0.0207443146710636,0.00566387545308665,0.121475027383636,-0.202499055225409,0,0,0,0
LTC,0.683874400298907,0,0,0,-0.0371254495350812,0,0.0317142304413707,0.0669145680895591,0,0,0,-0.0457888184271749,0,0,0,0,0,-0.023265115407298
XMR,-1.08738901938102,0,0,-0.416457506057561,0,-0.11082928455165,0.417649132484608,0.0822475579807268,0,-0.0425072015903295,-0.0553417491881867,0,-0.174749535365507,0,0,0,0,-0.0145653492001134
ETC,0,0.381259978432869,-0.815783582196967,-0.186217479423911,0,0,-0.0596315129306334,0.171128854700776,-0.265289306766604,-0.0068641182623032,-0.00505492103522836,-0.0180199802836076,0.61203021998028,0,0.312087486922716,0,0,0
DASH,0,0,0,0.153641320711,0,0.315323382498504,0,0.195737001238104,0,0.0491910911504579,0,-0.0624329542589626,-0.154825516430007,0,0,0,0,-0.0398582008956635
XEM,-0.129607741504217,0.142098387714405,0.00180382372895248,0,-0.0412371559289179,0,-0.0000000000000000138777878078145,0,0,0,0,-0.11310365383597,0.276620389750116,0,0,0,0,0
DOGE,0,0.086419342435638,0,0.0719311930043676,-0.0821535411381277,0,0,0.0699580352130819,0,-0.0120975150058162,-0.0107757644424156,0.0252773526229841,-0.0738674549049275,0,0.0768679013706572,0,0,0.0492417713072991
XLM,0,0.255438429551216,0,0,0.057629522390835,0,0,0,0,0,0,0.0638295188279265,0.295929109601129,0,0,0,0,0
ZEC,0,-0.469157886094068,-2.12824024473527,0.6860268173665,0.21395406600361,0.277271691381128,-3.94339648441343,0,0,0,0,-0.09608239070388,-0.501714518827571,0,0,0,0,-0.636796492097876
NEO,0.882685755794861,0.0464343328108842,0,-0.89389898484035,0.0407221154033625,-0.356278284298253,0.303039983613016,-0.125459820094448,0.900476997778174,0,0.0168963273203671,0,0.3983856409941,0.224993936290949,0.0512958715795455,0,0,-0.122546632479033
DGB,-0.0858251706660219,0,0.242550797948759,0,0,0.27049266766685,-0.415068779131944,0.117233141857121,0,0.0108949007842036,-0.0278594469423219,0.0305083572913661,0,0,0.23650318522232,0,0,-0.138442938424959
BV010082.INDEX,0,-0.0524987570874628,0.0795148876200452,0,0.0550725844286504,0.0187548552397967,-0.154562766066328,0,-0.0864165133991946,0,-0.0190373090530509,0,0.0395606757775787,0,-0.246359370536329,0,0,-0.02667908198867
CVIX.INDEX,0,0,0,0,0,-0.127333252727488,0.234055863300191,0,0.05126596964677,0,0.0103699771045896,0.041709663432441,0.109008028367503,0,0,0,0,0.239428166253785
DXY.INDEX,-0.014532003274935,0,-0.0151693049456616,0,0,0,0,0.0324069123762018,0,-0.00917578427102507,0.00275011364279337,0.00503448138381106,0.0170738794433716,0.0590645565597424,0,0,0,-0.0199740826602216
SPX.INDEX,0.00769703797422672,0,0,0,0.0105104751860935,-0.00298948220100905,0,0.00394215511340511,0,-0.00747188308474535,-0.000483683117772728,0.0181222393682173,0,0,0,0,0,-0.0344917835645675
VIX.INDEX,0,-0.0286047324330108,0,0,0.0786960761795685,0.26565561798304,0,-0.331897733834186,0.514475142864998,-0.0532741816806697,0.0506607641778161,0,0,-0.290747135251766,0.681720973287514,0,-4.2631915772452,0
