,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.0105946111646712,0,0.823962923250962,0,-0.0295483224918141,0.0154491948467155,-0.00985830352809906,0.00710447503081748,0.0178039374706675,-0.0997198718091157,0.114020448608425,0,0,0.000238494528527605
ETH,-1.13532455337449,0,0.428088572464454,0,0.431700301432588,-0.118001415567759,0.115374063809602,0.267238146467264,-0.367580522102605,-0.0678364977823657,1.27060969483466,-0.606440131124248,0,0,-0.388445669387207
XRP,0,0.0572627996432532,0,0.368228006755582,0.124556904140553,0.18865471248202,0.0514714861409475,0.0840118380993395,0.154704084198961,-0.0740407692778889,-0.397908641941761,-0.295136868620149,0,0,0.0570016933478652
LTC,0.320777134174054,-0.0342824303026489,0,0,0,0.0341798302699311,0.013680085531493,0,0.0245531591735527,0.00281729717290161,0,0,0,0,0
DASH,0.383840002523976,-0.060747806348325,-0.0355655863882515,0,0,0,-0.0464638364535829,0.0931664393115984,-0.0849446408896825,0.0207557357620802,0.247284237999598,0.310405477405231,-3.36344741048018,0,0.35933510860775
DOGE,0,-0.0359849469955008,0.158037276141007,0,0,0,0.0101543532923299,-0.11105708027388,0.291552726652167,0.0715816803594128,0.234307173743786,0,0,0,0.122826390696
XEM,0,0,0,0,-0.0763790570982108,0,0,0,0,0.14451935207743,0,0,0,0,0
XMR,0,0.290028233485753,0.464236301790153,0.109667536423751,0.126575685076772,-0.0000000000000000277555756156289,0.0738173892659156,0,-0.0524512060488419,-0.0745862732504096,-0.196406026830848,-1.43542722209883,0,0,0
XLM,1.02756733967915,-0.175874397517672,0.343140520804687,0,-0.0117032315606706,0.391094053740231,0.249259197221942,0,0,0.026786057562367,0,0.100469907717905,0,0,0
DGB,0,0.217250843620699,-0.31886647960735,2.31296380596843,-0.462477094495852,0.625139459831895,0.126140428070076,0.102728128592649,0,0,0,-0.406928340165249,1.09771355010602,0,-0.490028148362914
BV010082.INDEX,0,0.0774352893295011,0.0772107092985126,0,0.0594436092061005,0.118504642990061,0.0657031147837014,0,0,-0.101406182411449,0,0.124543110113307,0,0,-0.0304893578810416
CVIX.INDEX,0,0.0391919438726417,-0.158398879823315,0,0.0190099658213281,0.0834801217446331,0,0.0122086951922801,-0.0188082529131492,-0.00240380904836115,0,0,0,0,0.202863558956003
DXY.INDEX,0.0238829954118246,0.0126017996235343,-0.0319363451164758,0.0908393004960486,0.000000000000000000867361737988404,0,0.00233498764665102,0,0.00893739768769718,0.0075331725091321,0.0192259807599085,0.0434935550486812,0,0,0.0264732138698296
SPX.INDEX,-0.0614770141375855,-0.0096949136512282,0.00418072680446229,0,-0.0142023416762606,0,0.00139560995376595,0.00529614305673753,0,-0.0122503423488699,0.0166714665667069,-0.0114200209859268,0,0,-0.104851492460218
VIX.INDEX,0,-0.0658380149690597,0.107216414945675,0,0.240699056150473,0.11672275957901,0.0698106651920556,-0.0502874085199594,0,-0.0899779756544339,0.00000000000000000693889390390723,0,0,-3.97933392426083,0
