,BTC,ETH,BCH,XRP,LTC,MIOTA,XEM,DASH,NEO,ETC,XMR,ZEC,EOS,BNB,XLM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,-0.0193718177124613,0,0.110438378724435,0.0407280190246073,0,0.168718601869182,0.0360925694460454,0.0765361713695021,0.0571465884755015,0,0.0512237909523851,0.0731146092228086,-0.0737036492667292,0,0,0,0,0
ETH,0,0,-0.0596619923994439,0.212030597433912,0,0.0349189216033369,0.108211566772274,0.00708385395957777,0,0.281301063996637,0,0.318608447993402,0.0419486379499326,0.0379160084409556,0.00000000000000000173472347597681,0,0,0,0,0
BCH,0,0,0,0,-0.337798188167855,-0.398802863256206,0.72455900112951,0,-0.139113153882794,0,0.205911967843627,0.819365020181877,0.0644652986555054,0.179202067128141,-0.937901135235062,0,0,0,0,-0.480583079287106
XRP,0,0.207208807423395,0.0152849661933044,0,0,-0.0381041136623941,0.081801428393338,-0.0442063094825222,0,0.190505995124785,0.203087303810654,0,0.0265110109534075,0.0841723284244336,0.15886392465306,0,0,0,0,-0.0585517732177529
LTC,0,0,0,0.107147152160297,0,0.0774100694416571,0,0,0,0.13086877447574,0.0220735917250113,0,0.0561160642749691,0.0337978284154785,0.0248223577319636,0,0,0,0,0
MIOTA,0.346141424515156,0,-0.0768804336256087,0,0,0,0.139941791431427,0.305231893688644,-0.00000000000000000693889390390723,0,0,0.329747323785647,0.00354936743869913,0.0643837502533651,0.16162640297673,0,0,0,0,-0.0530344182666304
XEM,0.0853612273856227,0.0181549776024502,0.139255044326264,0.0357630376571323,0,0.0428162934969165,0,0,0.213898949588498,0,0,0,0.120877652256658,-0.0902522830131296,0.169438542750208,0,0,0,0,0.124514156296916
DASH,0,0.140474653485884,0.0327133315068393,0,0,0.0328383845150573,0.126192297084237,0,0.0867513020945348,0.0693931738826491,0,0,0.0663757566334329,0,0,0,0,0,0,0
NEO,0.132550984772086,0,-0.0154823708964007,0,0,0.101794718815148,0.227321026901796,0,0,0,0,0.279120627582463,0.0406131347190363,-0.0675292560334987,0.0738931475366439,0,0,0,0,-0.0983111235014432
ETC,0,0.393971399440166,0.0014596375829121,0,0.174180427272581,0.0457103371073646,0,0,0,0,0.0204961445670045,0,0.00344710773803903,0,0,0,0,0,0,0
XMR,0,0.0330043121739116,0.0425377434771202,0.170179962707346,-0.00000000000000000173472347597681,0.0015767434179121,0,0.217311101741901,0.0359491480356905,0.0218080513989917,0,0.102691594919559,0.0484806602174545,0,0.15181652347901,0,0,0,0,0
ZEC,0,0.188983409453473,0,0,0,0.173806738516096,0,0,0,0,0.0612453633428365,0,0.0464304524617624,-0.00191483059398652,0.130707488192293,0,0,0,0,0
EOS,0,0.0855822720610651,0,0,-0.240745005708808,0,0,0,0.132197579962083,0.41632985962517,0,0.366921481893593,0,0.0844209739855799,0.179864165325733,0,0,0,0,0.0674372566565405
BNB,-0.133184938086055,0,-0.0928817175373029,0.322739559414613,0.300717107954379,0.178943348065303,0.0191031537804113,-0.549356486688361,0.0577294853658677,0.0463203617092858,0,0,0.0526718400860065,0,-0.157736326323328,0,0,0,0,0.464588895204302
XLM,0,0.314315067350414,0,0.0630297601967979,0,0.226757355084524,0.154156953085137,0,0,0,0.120937865797403,-0.00000000000000000173472347597681,0.098195097489999,-0.0232212550469102,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137893367802848,0,0,0,0,0,0
CVIX.INDEX,0,0,0.0110675265852165,0.0219315851292721,-0.00000000000000000173472347597681,0.0395500074460349,0,0,0.0236962209357718,0,0.0543115125539901,-0.0961557756313777,0.0207046149561652,0,-0.0582717609618312,0,0,0,0,0.0370660821959038
DXY.INDEX,0,0,0,0,0,0.00468333898241787,0,0,0,0,0,0,0.00269457475907055,0.00452851702412034,-0.00302531181505146,0,0,0,0,0
SPX.INDEX,0,0,0,0,0.00256263564035543,0.0010065585551223,0.00299993598165952,-0.0161151299882366,0,0,-0.00385409764227511,0,0.00191724102069287,0.00132772624707626,0,0,0,0,0,-0.0532689352934336
VIX.INDEX,0,0.0918198082783908,-0.0166812937871319,0,-0.307666331092299,0,0.231771392210147,-0.125150604358919,-0.0971142824359402,0,0,0,0.0645494121443667,0.146655064121099,0,0,0,0,0,0
