,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.112164786097208,0.28969275960632,0.230386362621287,0.198290804116351,-0.00678683670059157,0.137300422396693,0,0.0325613225233793,-0.00570969089784005,0,0.0832278462186928,0,0,0,0,0
ETH,0,0,0,0,0.110995448515277,0.273036169252047,0,0,0,0,0,0.233455420805592,0,0,0,0,0,0
XRP,0.014957801585955,0.0242344014121163,0,0,0.0333113094319151,0.0849942347830749,0,0.0652919457333702,0,0.0167782572717363,0.0559679395958515,0.02117902648077,0,0,0,0,0,0.0982273467875921
LTC,0.666228385577892,0,0,0,0.0155258293440972,-0.15935700911925,0.118568620656084,0.116676805200077,0,0.0798952117262732,0.11564204896552,0,0,0,0,0,0,0.00853107714023321
XMR,0.599198798563013,0,-0.314244506183805,0.229344172498701,0,0,-0.0647355479903957,0,0,0,0.0779189726697177,-0.0058135373155667,-0.0709669359391539,0,0.40164423494811,0,0,0
DASH,0.430587682573186,0,0,0,0.209104719390887,0,0.332852855002328,0.180762954331648,0,0,0.10628712437156,0,-0.0259688991931723,0,0,0,0,0.0623811433265641
ETC,0.359362342672129,0.35875090727777,0,0,0,0,0,0,0,0.0214166152004365,0.26899294540376,0.0414156441445221,0.113696293702734,0,0,0,0,0
XEM,0,-0.343628750940255,0.183422721305127,0.0359643476449189,-0.29481335128271,0.539167427821621,0.0255062023974729,0,0,0.303154816737668,0.0496263387916676,0.00212340064270017,0,0,0,0,0,0.120297707385875
DOGE,0,0,0,0.194216152205155,0,0,0.108294590373806,0,0,0,0.0536654234795469,0.0420041705052116,0.0519710948098076,0,0,0,0,-0.123950180052379
ZEC,0.451041649253636,0.0582538387883946,0.179601256991724,0,0,0.0605865932013853,0,0,0,0,0,0.0616316426554456,0.299698655455444,-0.318309392180301,0,0,0,-0.111904444545626
XLM,0,0.15336877868043,0,0,0.0177195306083853,0.119509628659785,0,0.0393211198269452,0,0.128254870091386,0,0.0785959554057116,0.120501291732787,-0.493487481323155,0,0,0,0
NEO,0.301572688774105,0.208700017914141,0.98731372857009,-0.262849281603354,0.177281748432994,-0.30237820857803,0,0,0,-0.048698111245615,0.0516394242772482,0,0.00000000000000000173472347597681,-0.235727403963228,0,0,0,-0.234284128987813
DGB,1.24370708874775,-0.00650096339593527,-0.0297023265647437,-0.885063181116557,-0.243547124983863,0,0.176895346102618,0.114915684128561,0,0,0,0.188731409300608,0,0,0,0,0,0.051861624754563
BV010082.INDEX,0,0,0,0,0.0601314472868222,0.000000000000000000433680868994202,-0.0138498849379809,-0.0650028346447193,0,-0.00108991278830247,0,-0.0513342537071216,-0.00733265277451373,0,-0.0992647455270362,0,0,0
CVIX.INDEX,0,0.0639675817036169,0,0.0863827057624982,0.0480924713672271,0,0.0675802134415328,-0.093524639926087,0,-0.0381561491430869,0.0113016957213605,0,-0.0303377725593762,0,0,0,0,0.0676607291633386
DXY.INDEX,0,0,-0.0164988641341747,0.0185840755520939,0,0.0140930139517262,0,-0.0087836023888475,0,0.00117502801181719,0.000300823589839202,-0.00544921967281392,-0.0111451559334947,0.103308222567408,0.0153796497374444,0,0,-0.021532155773538
SPX.INDEX,0,0,-0.00142313069496311,0,0.00305791715361677,0.0071178214085695,-0.0118230646181667,0.0110662379034405,0,0,-0.0044556620085157,0.0163489788107114,0.0116168980632791,0,0,0,0,-0.05583960658516
VIX.INDEX,0,-0.26862600250909,0.267127270955171,0.0888310472634283,0.17242725653834,-0.0000000000000000138777878078145,-0.119073582941829,-0.0735334257433398,0,-0.00749354494093243,0.0707592806685634,0.113197198665474,0,0.152263900474421,0.195439108373224,0,-4.12159292417703,0
