,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.148162588229933,0.422630405394314,0.0638821942165827,0,0,0.0484089631633972,-0.00000000000000000173472347597681,0,0.0202304690032962,0,0,0,0,-0.0128994415553265
XRP,-0.0417089429288673,0,0,0,0.172163233884788,0,0.857728343943601,-0.179846833254977,0.0373537815939541,0,-0.209545764927047,0,0,0,0
LTC,0.80840622689204,0.0338759199043698,0,0.077286264793803,0,0.124206770292678,0,-0.197822234384316,-0.0072617647819902,0.0149447282835647,-0.238341732069029,0,0,0,-0.0496435073291515
ETH,0,0,0,0,0.600100648804484,0,0,0,0.0822454633192475,0.307758887754761,0,0,0,0,0.142169564624956
DASH,0,0.0947898104405531,0.398505951351793,0.0524271581027335,0,0.339793456864174,-0.275611988280693,-0.0936139464864741,0,-0.0128001896081527,0,0,0,0,0.0162662930043755
DOGE,0.295183926770052,0,0.181438496610306,0,0.15968887144706,0,0,0,0.0630526338306327,0.0135356781504412,0,0,0,0,0
XLM,0,-0.0193844562903602,0.638522259598728,-0.297517627181136,0.163118066193392,-0.514118325197863,0,-0.260018156202908,0.0886615051472573,0.19633118026506,-0.570325550295072,-0.457447278456244,0,0,-0.00624461533242709
XMR,0.152941273435845,0.192335898798112,0,0,0.0137477811114714,0.460239692742864,0.177150443129914,0,-0.0574660225843038,-0.0404241905707237,0,0,0,0,-0.0813122917465975
XEM,0,0.18425906638147,0.638469395680229,-0.15803473404215,0.40848393142865,0.0326756692980023,0.169100309351304,0.521463180501799,0,0.205982669134684,1.29461322430513,-1.65700460222002,0,0,0.515986497736431
DGB,0,0,-0.406740045028598,0.283088419917726,-0.938623001300846,1.13547767997384,0.485278062568961,0.247564882487812,0.304384673997322,0,0,1.30010224833601,0,0,0.21442108701962
BV010082.INDEX,0,-0.0444920875264367,0.0567695125892148,0.00170596932293996,0,0,0.0745273634915478,0.0260969427826458,0.0247707594788706,-0.0108744462322509,0,-0.103329066144335,0,0,-0.0575010787088579
CVIX.INDEX,0,-0.116869162386097,0.185789218090621,0,0.0790602734667587,-0.216123456027095,-0.078637735640941,-0.102179588965334,-0.0413986542581396,0.0483371433391784,0,0,0,0,0.0318111140087471
DXY.INDEX,0,0.000000000000000000216840434497101,0,0.0145524883663152,0,0,-0.0583927995561667,0.0138507616419794,0.00508409372685478,0,0,0.153649960921961,0,0,-0.039099827592353
SPX.INDEX,0,0,-0.0107790205682613,0.014796702248822,-0.0150245328788907,0,-0.00854037366407305,0,0.0168564795403029,0,0,0,0,0,-0.0874488340250917
VIX.INDEX,0,0,0.0290147075523053,0.144329374419859,0.036796280015785,-0.156558733967505,0,-0.179279053774272,-0.020933028278209,0.0961578275139221,0,0,0,-6.23584861200476,0
