,BTC,ETH,DASH,XRP,XMR,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.116287485328506,0.152640765638358,0,0.0541146244563777,0.2636042645493,0,0.193082996573048,-0.237391153920059,0.554746576519441,0,-0.217744200921947,0,0,0,0,0,-0.205952121807036
ETH,0.152422820293026,0,0.110379987824353,0,0.347227482540556,0,0,0.013185871121073,0,0,0,0,0.183210147894095,0,0,0,0,0
DASH,0.133739904831119,0.0260266141473298,0,0,0.109677013873988,-0.122202399444925,0,0.0234517470850932,0.0854060537871098,0,0,0.293653426613667,0,0,0.574687856119951,0,0,0
XRP,0.0216266331034495,0,0,0,-0.105667326415872,-0.0775076057380656,0,0.0621188932788526,0.0471818764594691,0.500919485667281,0.103880630210462,0,0.00445555449286765,0.41205713440587,0.163955690341881,0,0,0.0650906360668238
XMR,0,0.542800175558671,0,0,0,-0.0392766549524584,0,0,0.0423572643077118,0,0,-0.0336196215092381,0,0,0,0,0,-0.0454346709376333
ETC,0.850592121738092,0.0293205474973823,0.0469188249479376,-0.0153507240681042,0,0,0.372529222048125,0,0.096858110527117,0,0.098435921983403,0.145304300956692,0,0,0,0,0,0
LTC,0.144899983115532,0,0,0.0335997133971222,0.114700555548377,0.0625112890196162,0,-0.0836479578373014,0.0230082118334687,0,0.0205558075833501,0,0,0,0.056786751542481,0,0,0.0388961735579946
XEM,0.980126339646429,0.340260695409088,0.228286411962407,-0.0524605969038264,0,0,-1.88341663125353,0,0.202211615929548,0,0.270173862962008,-0.173451033916516,-0.397423709513233,0,-0.436273917087435,0,0,-0.208291697588829
ZEC,0,0.262553789709896,0.18804335748116,-0.00209641737066581,-0.000000000000000000867361737988404,-0.0843708042714561,0,-0.128543049584206,0,0.440777996979911,-0.0780274115388524,0.104758117988258,-0.0759672947980728,0,0,0,0,-0.0849248491809863
DOGE,0.347352688248609,0,-0.0558618466654685,0.0653714819548824,0.00890943498514356,0,0,0,0.213475804967862,0,0.0848373621819458,-0.00560742423461763,0.10768406780579,0.105042627363798,0.0269861875898854,0,0,0
XLM,0.0210921316363615,0.172245703373634,-0.0556159422005637,0,0,0,0,0,-0.148466644210663,0,0,-0.0655456836959775,0.213114688205861,0,0,0,0,-0.0230241937501734
NEO,0,-0.107414387344474,0.110088029565171,-0.290029113064254,0,0.159062443823691,0,-0.145871239072305,0.268932565516734,0,0,0,0.0580558870167019,0,0,0,0,0
DGB,0.0874039135056067,0.151112993566159,0.0285557909177784,-0.163659120329163,-0.0809666439694181,0,0,0,-0.0193075160700399,0.31614821737764,0.245545734704805,0.213428181041426,0,0,0.550855016937894,0,0,-0.215842954558677
BV010082.INDEX,0.0291072109455332,-0.0427131714906939,0.0427825391904397,0,0,-0.126402136587475,0,0,-0.062290529666436,0.0965991399836065,0,0,0.102430489820593,0,0,0,0,0
CVIX.INDEX,0,-0.0142200213277752,-0.030420624156817,0,0,0,0,-0.0654065603470247,0,0.381599279207208,0,0,-0.0435324835835902,0,0,0,0,0.28942509684436
DXY.INDEX,0.00224318700172014,0,-0.00769107077364364,0,-0.00135537985677615,0.0115401043447973,0,-0.0138896521838332,0,0,0,0.00714094760504282,0,0.113700765583086,0.0320760370931311,0,0,0
SPX.INDEX,0.0281274401934247,0.0102369931121973,0,-0.00361444689003814,0,-0.0101180719896321,0,-0.00383468265008812,0,0,0.0209001105422969,0,-0.00590369316996837,0,0,0,0,-0.0450134982822603
VIX.INDEX,-0.274429426584139,0,0,0,0,-0.0684542086879743,0,-0.0187974943729245,0,0,0.293696433513215,0,0,0,0.463139414916876,0,0,0
