,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.191888238772129,0,0.0282511488017529,-0.0611852354315174,0,0,0,0.00476139618064603,0.00137737571266672,-0.027924333076162,0,0,0,0,0.0161326776236103
ETH,0.237693004810033,0,0,0,0.154081642976063,0.225499944939258,0.278280373726866,-0.0311487966573268,0.213395601381984,0.0773133701911349,0.00631023849122008,0.0466088585194772,0.110041968426935,0.851123300623809,-0.194519586141097,0,0,0.20451874344605
XRP,0.14067436033337,0,0,0,-0.00696405474248935,-0.0108995796078515,0,0,0,0.316212202224966,-0.123189102132496,-0.0398473204284242,-0.292290098388751,-0.10089259101457,0,0,0,0.0521711159970242
LTC,0.555337745969109,0,0,0,-0.103328998768068,0.0246480995983782,0.04249588787086,0.0210760479791365,0,-0.0109109236677495,0,-0.00769422623653952,0,0,0,0,0,0
XMR,0,0.475373718388701,0.173618461761046,-1.57188129218371,0,0.130680681011954,0,0.0942318318242288,0,0,-0.0965555110796685,-0.061056716541962,-0.161834343991947,-0.00644118237286507,-0.0627937832037356,0,0,0
ETC,0,0,0.117770852749535,0,0,0,0,-0.0189495053752035,0,0,-0.0481292156126902,0.024617398635687,0,0,0,0,0,-0.0874634876810244
DASH,0,0,0.0315262956327228,0,0.0334191257435,0.0718814809307377,0,0,0,0,-0.0795701350777196,-0.0951246706254787,-0.0143344626218826,0,0,0,0,-0.0934300350872781
XEM,0,0.196396648008497,0.206115302545596,0,0.238358414706776,0.170153074373528,-0.760324413532685,0,0,0,-0.0634142701528815,-0.0913414576856638,-0.140677036363126,0,-0.556190020230572,0,0,0
DOGE,0,0.0824182760347313,0,0,-0.103164013921223,0,0,0.00913004721991071,0,0.0736163253321958,0.0243968737465064,-0.0120329718794742,-0.0680894507436398,-0.204441001859811,0,0,0,0.0173148769858351
XLM,0,0,0.429560711602959,0,0.0634014180075963,0.145431887746031,0,-0.172913158227597,0,0,0.0400249094414286,-0.0351344169567973,0,0,0.298210018747044,0,0,0
NEO,0,1.0186664944179,-2.08584857754852,-0.680916285826328,-0.93815072706276,0,-0.725433806776827,-0.238591179226962,1.84926440797285,0.572978959221895,0,-0.15004812612215,-0.95913559011227,0,0,0,0,0.440074905905207
ZEC,-0.955988964233624,-0.208654655397949,0,0,0.0716623350545268,0,-5.71663319898045,0,0,0,-0.641439017551128,0,-1.69999947387908,0,0,0,0,-0.522441664693126
DGB,-0.219465658290263,0,-0.207520224276303,0,-0.234081098248032,-0.248168875647856,0.243891853229136,0.123390177019347,0,0.246634767738886,-0.101772569507275,0.0179651273718573,0,0,0,0,0,-0.0275887058152023
BV010082.INDEX,-0.0798017168472601,0.0939206081396323,-0.0995777749284665,0,0,0,0.0564789819144675,-0.0245890411379208,0,0,0.037793001519772,0.00521283780314018,0.0258702563261127,0,0.16115786521951,0.59380330726769,0,-0.0932246339549896
CVIX.INDEX,0,0,-0.154506382904262,0,0,-0.266730757172111,0.121042750329269,-0.127963198792307,0,0.131224256093475,-0.0387591011247349,-0.0181588068787356,0.0488514844041786,0,0,0,0,0.173949475489704
DXY.INDEX,0,-0.0128661741417844,0.00716847860527035,0.0464193575494818,0.022915877480678,0.0130884761406157,0.00530703189183815,0,0.00478149788151261,0,0.00617598215532857,0.00317451243199785,0.00781066666845626,0.172510831181644,-0.0141115112142082,0,0,0.00110373834345362
SPX.INDEX,0.00817762625643386,-0.0277114521128104,0,0.0285782426253844,0.000215645816191445,0,0.000000000000000000867361737988404,0.00327049394860688,0,0.0212876425014449,-0.00184202680033459,-0.00387745813423258,-0.0166268390154387,0,-0.0321986849312196,0,0,-0.0403485629365574
VIX.INDEX,0,0.421117410959995,-0.461039702984171,0,-0.00682229414101529,0,0,0.2072989869809,0,0,0,-0.00483949843273175,0,-0.656441979961368,1.01141203989666,0,-2.32936261075558,0
