,BTC,ETH,XRP,LTC,ETC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.00101194148891215,-0.0371118403795226,0.563815603623704,-0.0218270522452056,0,0.0538930940081851,0,0.141857729432646,-0.0258873169559383,0.0787074229591694,0,0,0,0,-0.00978588159310904
ETH,0.544511877882872,0,0,0,-0.255022436414867,0.438911892709979,0.000000000000000000867361737988404,0.282691198185133,-1.12386202179104,0,0.657478511258128,0,-0.362259213776532,0,0,0
XRP,0,-0.030859852320947,0,0.0302320424396574,-0.0217023599133054,0.0665802897421791,0.00172222853559859,0,0.0332897299550862,0.0838546118884982,0,0,0.348549675609367,0,0,-0.0753372416000476
LTC,0.927725443890402,-0.0619564979489,0,0,0,0.12684099312851,-0.0665336340652445,0,0,0.0970075565370212,0,-0.247373366876477,0,0,0,-0.0898597749890196
ETC,0,-0.321187921879313,0,0.259249680806647,0,0,0,-0.866648909431027,-0.423305153731957,0.196485094096039,0.463307282713745,0,0,0,0,0
DASH,0,0.0457516273669885,0.055318845135811,0.114887166979227,0,0,-0.0150428649358654,0,0.0786026179567066,0.0475781578427581,0.106080729671002,0,0.130527514258837,0,0,-0.0233389088115526
XEM,1.40088992962242,-0.0184837342588542,0.256323610901785,0,0.0419950023497465,0.352530804963376,0,0,0,0.472596513896465,0.194621354258491,1.01369905611596,0,0,-2.97131550899781,0.110321437227992
DOGE,0,0.020549108608731,0,0.39524664907742,0.0326719656355429,0,-0.0637497701404597,0,0.143391700758653,0.206010399140227,0.0907402068725992,-0.574797738442557,-0.202385243176719,0,0,0.02233162814429
XMR,0.916450889202522,-0.115475278934118,0,0,-0.0833415790691177,0.166385208298489,-0.0818894495150828,0,0,0,0.0805063136556445,0,0,0,0,-0.0832572469785342
XLM,0.272509390995899,0,0,0,-0.0387163750817612,-0.0729658085597705,0.189116604932976,0,0,0,-0.178528207176988,0,-0.150260088029507,0,0,0.116227220458628
DGB,-0.112351078056672,0.571385998830137,0,0,0.111488835918352,0.291991123062622,0.0632178310944319,0,0,0.19185947760176,0,0,0.63915357200597,0,0,-0.26380406418669
BV010082.INDEX,-0.257469216177552,-0.0356651475085204,-0.0561097757978799,0,0.00331308612186604,0.0610933087565396,0.0255400865679051,-0.0111013127000213,0.0517251967092531,0.0438700363039783,-0.0190415763445146,0,0.0459750451883899,0,1.12898595395452,-0.0169023354717967
CVIX.INDEX,0,-0.138458480359802,0.0755905131446678,-0.0841797658075958,0.0120826258606339,0.379888187822331,-0.00495619339208541,0,0,0.0476814154483898,0,0,0,0,0,0.150172799104018
DXY.INDEX,0,-0.00000000000000000010842021724855,0.0144374672633112,-0.0155352029628986,0,0.0133420791187214,-0.00375054907654883,-0.00189770962616444,-0.00711423596036983,0,-0.0136735227307071,0.0798439982572374,0.0952923259929933,0,0,-0.0191386879520186
SPX.INDEX,0,-0.0000000000000000000067762635780344,-0.00116707108220456,0,0,0,-0.00947567170902123,0,0,0.0170770733024878,0,0.00960607048576618,-0.00875827847178929,0,0,-0.0827038188569682
VIX.INDEX,0,0.341541046320572,-0.273068416852017,-0.144318724610969,0.117032745173086,0.417340714833714,-0.145889869323731,-0.49087819130608,0.0568991903616748,0.520385885218751,-0.406823777298694,0,0.765047219274516,0,-2.654673372267,0
