,BTC,XRP,LTC,DASH,XLM,DOGE,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.573627672742249,0,0,0.0577914594700779,0.0828805416595599,0,0.0481077541603789,0,0,0,0,-0.0360313170603704
XRP,0.454714088087605,0,0,0.0964767335333162,0,0,-0.152593495400035,0,-0.0469643778415545,0,0,0,0,0
LTC,0.876371573425906,0.162544630823133,0,-0.0198497908165406,0.0419225253685609,0.0215294282606686,0.02126127497257,0.0122205158839981,0.0571748235088286,0,0,0,0,0.103132237080932
DASH,0.835902809224553,0,0,0,-0.00144067294286858,0.236854710023661,-0.0827906587744488,0.000000000000000000216840434497101,-0.0742258080612968,0,0.196334990943514,0,0,0.0629938951018812
XLM,0,0,0.68745948846555,0,0,-0.105410609431057,0,-0.0865258472536678,0,0,0,0,0,0
DOGE,0.113573518023033,0,0.417643688352934,0,0,0,0.0699303736213861,0.00287719418844992,-0.053624711078069,0,0.0496679169975194,0,0,-0.0738481819159212
XMR,0,0,1.11774142724378,-0.19224856746906,0.00000000000000000346944695195361,0.303174044258759,0,-0.0290818257020146,0.130415890758129,0,-0.539308569585436,0,0,-0.720501416301003
XEM,0,-0.777301093001585,0.7271736137392,0.435869638553138,0,0.760833037920205,-0.291834958075826,0,0,0,0,0,0,-0.420259506632982
DGB,0.309080160446003,0,0.345495303611839,0,0,0,0.077118182497852,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0,0.00349638272025128,0.0326971887163805,0,-0.026954722958953,-0.0453032704829743,0,0,0.0556375355359404,0,0,0.0586400782614838
CVIX.INDEX,0,0,0,-0.0749130639706209,0,0,0,0,0,0,0,0,0,0.0776917013892792
DXY.INDEX,0.00302744709063531,-0.0334604067619908,0,-0.0236574718295932,0.019247763892863,0.0151334865041181,0,-0.0309991345033159,0,0.231350466949733,0.0143817616772179,0,0,-0.0023988291942636
SPX.INDEX,0,0.00589070101099405,0,-0.00698557638246602,0.0144778461296889,0,-0.00371028333327984,-0.00317500730727937,0,0,0,0,0,-0.097676916746436
VIX.INDEX,0,0,-0.00000000000000000346944695195361,0,0,0,-0.194486768554103,0.000000000000000000433680868994202,0.0559804900420432,0.150277667322579,0.0612972927702162,0,-4.03081611364243,0
