,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,NEO,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0,0,0.11767151901819,0.0691758101865578,0,0.0116014313299455,0,0.0245406034190783,0.117336247934146,0.30675152240169,0.0790695021319713,0,0,0,0,0,0
XRP,0,0,0.121174038975896,0.0461143736573726,0.120233085607841,0.0966114125166627,0.0532089947729434,0,0,0,0,0,0,0.0696025099219119,0.0813617061633385,0,0,0,0,0
ETH,0,0.279281745766231,0,0.0345716846835657,0.0661028709110844,0,0,0.0716348162209787,0.0180995912333842,0.0842701849086796,0.0679080365357155,0,0.292028987018179,0.0931150316838537,0,0,0,0,0,0.00211598328561942
BCH,0,0,0,0,0.357218812338727,0,0,0.064295362928293,0.0569265628101575,0.353720251734192,0.116725474459502,0.159949401972787,0,0,0,0,0,0,0,0
EOS,0,0,0,0.00000000000000000173472347597681,0,0,0,-0.180553185129235,0,0.734681526752007,0,0.105993584421715,0,0.177766164170087,0,0,0,0,0,0.0298913103384167
XLM,0,0,0,0.188842299472993,0,0,0,0,-0.0026562229463222,0,0.0597771261304719,0.126796811167225,0.152033109863117,0,0.0957243121151514,0,0,0,0,0
LTC,0,0,0,0,0.25603932002518,0,0,0,0.0253418397644777,0,0.156851420766482,0,0.0995281203928816,0.0173230020504855,0.119306586015201,0,0,0,0,0
TRX,0.140714839465176,0,0,0.0509391373972791,0,0,0,0,0.0155323507845962,0.220910792125943,0.0000000000000000138777878078145,0.0407989747937783,0.303834703172467,0,0.0355582349434949,0,0,0,0,0
BSV,0,-2.87927671142701,0.44679493953505,0.745207389665815,0,-0.455263924925394,0,0,0,0,0.454682199228664,0.617813187331624,0,0.14463517277262,0.693949644335215,0,-0.00000000000000000346944695195361,0,0,0.120424657210632
ADA,0,0,0.075604522571447,0.109709530979283,0.271836818202753,0.0219275271416057,0,0.204927170233607,-0.00000000000000000010842021724855,0,0.10115045820361,0,0.142602405662512,0,0,0,0,0,0,-0.00528016278980678
MIOTA,0,0,0.093621515492988,0.0603428771317351,0.207641305637766,0.256612034945513,0.123981050819891,0,0.044954955193582,0.0420636016440301,0,0,0.058806219155216,0,-0.0000000000000000138777878078145,0,0,0,0,0
BNB,0,0,0,0,0.202748020769643,0,0,0.0613345845011773,0,0.243817273015202,0,0,0,0,0.329856267371583,0,0,0,0,0
XMR,0,0,0.0170819823763463,0,0,0,0.025319951632957,0.0259412017536265,0.0319789485700369,0.247666584534785,0,0,0,0.0933048803712883,0.441431402654393,0,0,0,0,0
DASH,0,0,0.103966026958326,0,0.00432094814985641,0.289065862269054,0,-0.0725937374563953,-0.00966679940980337,0,0.155617159809108,0.0812565215131045,0.242836948704648,0,0.224608950847098,0,0,0,0,0
NEO,0,0,0.0325455669712215,0,0,0,0.122924377854165,0.157222571286093,0,0.0456875394603055,0,0.21865421694415,0.368122948535089,0.00447840370693351,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.221190416318121,-0.0210019139797462,0,-0.0157839346119369,0,-0.0553413221079629,0.0199800682183005,0,0.0357419399396373,0,0,0.121149240188005,0.137499459726914,0,0,0,0,-0.0380849598735195
CVIX.INDEX,0,0,0,0.0173033404058947,-0.0873652456555951,0.0432012575747608,0,-0.319906697804067,0.0236861564120776,0,0.126492463706397,0,0,0.0800314672291665,0,0,0,0,0,0.114653173324244
DXY.INDEX,0,0,0,0,-0.000000000000000000216840434497101,0,0,-0.0385456308688816,0.00639415611010397,0.0155356074975769,0.00238148009962169,0,0,0.00674673116099693,0,0.0628703031889972,0,0,0,0.00780437756819582
SPX.INDEX,0,0,0,0,-0.0358110956916941,0,0,-0.00659282497457692,0.0123844628527232,0,-0.0113041326055506,0,0,-0.0344993040889228,0.0646219945081584,0.128445382532821,-0.0310173716215927,0,0,-0.117441370070031
VIX.INDEX,0,0,-0.292875648903027,-0.00179559297088655,0,0,0,0,0.0622183651718847,0.469249439950611,0,0.224449034461195,-0.48878042082333,0.0380818299374073,0,0,0,0,-4.3424328924993,0
