,BTC,ETH,XRP,BCH,LTC,BNB,EOS,BSV,XLM,TRX,ADA,LEO,XMR,LINK,HT,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0904978750995201,0,0.11740228935114,0,0.158462037740673,0.0655921941242688,0.0176554759375401,-0.0423909195368689,0,0,0,0.0771068208501929,0,0,0,0,0,0,-0.00742349634250891
ETH,0,0,0,0.102981146519729,0.00623395844091145,0.207644493998318,0.371290353057231,0.0233408721098031,0,0.0795694165022172,0.0437544726521085,0,0,0,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0.174264830737435,0.0377988670009468,0.185503110228272,0.0350254344965057,0.122309341636698,0,0.013262953284319,0,0,0,0,0,0,0.0231896317763268
BCH,0,0,0,0,0.246019220401617,0.0622597405157772,0.332658117355191,0.253105291726703,0,0.0275796437774289,0.124129763683428,0,0,0,0.0316093452127769,0,0,0,0,0
LTC,0,0.103014151699318,0,0.126970936686597,0,0.150905030750896,0,0,0.0854856329416679,0.0714329007310383,0.260936757898169,0,0.0236714647813457,0,0.0172891938810061,0,0,0,0,0
BNB,0,0.0382802352278385,0,0.175518763152227,0,0,0,0.0316014207667264,0.144304227918113,0.244195394979488,0.128724965901258,0,0,0.0171809845662562,0.0406131194360131,-0.147269263202845,0,0,0,0
EOS,0,0,0,0.681446607621644,0,0,0,0,-0.0335377441445629,0.198663993692446,0.0866504495291028,0,0,0,0,0,0,0,0,0
BSV,0,0,0,0.807023945579466,0,0.296933025144174,0.0222767176625501,0,0,0,0.0000000000000000138777878078145,0,0,-0.0325840769519123,0,0,0,0,0,-0.0657000938168939
XLM,0,0,0.719773244489809,0,0.152281982207005,0,0,0,0,-0.0906215989955968,0,0,0.161643425133621,0.0412055104614278,0.151466258625098,-0.0417875764570375,0,0,0,0.0265582138854836
TRX,0,0,0.370252411236928,0,0,0,0.274802182787693,0,0,0,0.465983877552555,-0.00736365613300312,-0.0667738931604265,0,0,0,0.0347806753818759,0,0,-0.0463443905538782
ADA,0,0,0,0.0381462872522375,0.00724005063670861,0.139790523926225,0.252902402883037,0.0102787479980707,0.0845980076213758,0.282553428357566,0,0,0,0,0.0446500517988839,0,0,0,0,0
LEO,0,0,0,0,0.183727402328011,0,0,0.0297621264802908,0,0,0,0,0,0,0,0.136943074366393,0.0134984980895004,0,0,0
XMR,0.0056495520320121,-0.561630546405139,0,0,0,0.484666817063671,0.178406865404535,0.155287721182113,0.193127315751972,0,0,0.0826698556773734,0,0.169345224297527,0.066931641943499,0,0,0,0,0
LINK,0,0.221771007394986,0,0,0,0,0.443286800859081,0,0.117540470508982,0,0,0,0.151521851961644,0,0,-0.292203393181564,0,0,0,0.00853787124915748
HT,0,0.1284795339577,0,0,0,0.263930612859828,0.0958261285433124,0,-0.0694477604392412,0.182563301870706,0.178403409303883,0.020994258096791,0,0.117519892818292,0,0,0,0,0,0.00391514147375687
BV010082.INDEX,0,0.0954734703173862,-0.114791425247385,0.103756300834086,0,-0.234632808323763,0,0.0331825581807595,0.283837368553573,0,0,0,-0.247025769241815,0,0,0,0,0,0,-0.193734699089776
CVIX.INDEX,0.783811763403199,0,0,0,0,-0.485701600757509,0,0,0,0,0,0.324911815070635,-0.0228368810196821,0.0594997417352489,0.00000000000000000693889390390723,-0.117581890242652,0,0,0,0.0834956231869733
DXY.INDEX,0.0303794721082838,0.0623273938927064,0,0,0,-0.0542465399703737,-0.00555584869306787,0,0.00813995314346277,0,-0.010464285017379,0.00841013425291193,-0.00595691735917832,0.00499237304292587,0,0,0.00985168215729977,0,0,-0.00980493326506757
SPX.INDEX,0.0269747613314349,0,0.0353335646923684,0,0,0,-0.0413298298499574,0,0,0,0,0,0,0.0126353814021193,0,0.0718299151364064,0,0,0,-0.095314805231553
VIX.INDEX,0,0,0,0,0,-0.0618136901952098,-0.0427816043063892,0,0.0564437002073397,0,0,0,0,0.208671195203411,0,-0.0159420987173523,0.448998899028643,0,-3.58968646735546,0
