,BTC,XRP,ETH,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0,0.780216861257605,-0.0131426163702233,0.105872881935591,0,0.241097636488491,0,0.0268981845785241,0,0,0,0,0.0385997026859421
XRP,0,0,0,0,0.0477612720370885,0,0.446184957384207,-0.211501110679056,0.044582875252208,-0.0578364682913092,0,0,0,0,0
ETH,0,-0.160663850961506,0,0,-0.125786689393817,0,-0.174864462124026,0.0568748680994233,0.0385651105966979,0.0734695767033655,0,0,0,0,0.178704539351932
LTC,0.70568715041836,0,0.0290784818690151,0,0.0649728877703253,0,0,-0.000000000000000000867361737988404,0.0240968378136428,-0.0310161213902909,0,0,0,0,-0.0308075710636778
DOGE,0.631802699364121,0,0.0649751237117205,0,0,0,0.0984633176654574,0.0290749996588673,0.0738809727693041,0,0,0,0,0,0
DASH,0.750040572519691,0.437126472702706,-0.133848812751988,0,-0.301080638618999,0,-0.21998095590963,-0.514167645705347,-0.0434602243182365,0.181858531779113,0,0,0,0,-0.105319898856021
XLM,0,-0.0402673531982883,-0.00738224334596011,-0.198124171205504,0.274472319002205,-0.0448756382355245,0,0,0.143496352691287,0.20456278742925,-0.636199652481215,0.902917792759269,0,0,-0.206886529604494
XMR,0.46126066966449,0,-0.138915885477481,0,0,-0.0935407299526232,0.115066373834419,0,-0.0765109263377963,0.126824694656347,0,0,0,0,-0.107829765932134
XEM,0,0,0.133430023473701,0,0,-0.230765160295102,0.384376661376947,0.00466533825231009,0,0.144704695319004,0,-3.33051690525349,0,0,0
DGB,0,-0.11176051932407,0,0,0.0731556186327065,0.184801635344369,0.347823752610977,0.199222806231286,0.164657998118175,0,0,0,0,0,0.186033488666519
BV010082.INDEX,0.0490757426642109,0.0209001894111304,0,0.101824710642659,0,0,0,-0.057164582662976,-0.000000000000000000216840434497101,-0.0408738107299223,0,-0.143136813831738,0,0,-0.054594121097153
CVIX.INDEX,0,-0.0781668105049935,0,0,0,-0.041515429830814,0,0,-0.0228701483212405,0,0,0,0,0,0.114528665550534
DXY.INDEX,0,0.00374807608629039,0.00537396856736021,-0.0172081103587897,0,0,-0.04635941144325,0.0308830032613536,0.00355317612090352,0,0,0.0926578264313097,0,0,-0.0355621597963879
SPX.INDEX,-0.00955785943730205,0.0325806175466414,0,0,-0.00586558636805479,0,0,0,0.00207689462209896,0,0.0267434645110197,0,0,0,-0.114683910163462
VIX.INDEX,0,0,0.00423488532509567,0,0,0.0741947467671211,0.257742585933059,-0.01770783468495,-0.0737424549240568,0.162171588390671,0,0.34078894568621,0,-5.1464533958718,0
