,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0839926022567031,0,0,0.0601900693002551,0,0.171988554693165,0,0.0150448063019895,0,0.145080699485973,0,0,0.0202285934441584,0.0661047084386304,0,0,0,0,0
ETH,0.0185244949938092,0,0.217372909332727,0,0.182034792283601,0.0880293313322341,0.0861136101965204,0.0176377952323029,0.0341526158692245,0.195857883721435,0.0255079750111339,0,0,0,0,0,0,0,0,0
XRP,-0.186108868264626,0.360061033607002,0,0,-0.0324477555633486,0.0984205955168656,0,0.0172850223871912,0.321069192295964,0.0395019119760869,0,0,0.02743170783395,-0.00552820402704366,0,0,0,0,0,0
BCH,0,0,0,0,0,0,0.0549653934278181,0.115220299494833,0.130928711623698,0,0.354589167423484,0,0,0.0552856689357576,0.0566188359029508,0,0,0,0,0
LTC,0.176613576258092,0.00689522824920659,0.215651934580834,0,0,0,0.14820793526548,0,0.0159808367143251,0,0.551674812148635,-0.0426836600640645,0,-0.00994281202777887,0,0,0,0,0,0
DASH,0.198708409264869,0,0,0.171729796130505,0,0,0,0,0.280547989043263,0.11867476638481,-0.00000000000000000346944695195361,0,0.0143154022506506,0.0046223072607215,0,0,0,0,0,0
XEM,0,0.264746701975604,0,0.194920201533839,0.0630775696265981,0,0,0.0554331874825438,0.17449986515182,0.0750394785214228,0,0,0,0,0,0,0,0,0,0
NEO,0,0.194710732576515,0.0877620721440313,0.0986768551910576,0.0317923797839154,0,0,0,0.36439062613788,0.107533641961049,0,0,0.118840596317972,0.172593398720229,0.0882782538573267,0,0,0,0,-0.383378448771453
XMR,0,0,0.150188024283811,0,-0.00000000000000000346944695195361,0.00330525225672613,0.203624814830747,0.0687320482809754,0,0.0897745339161131,0.178535048132873,0,0.0874680335639275,0,0,0,0,0,0,0
MIOTA,-0.282847787495135,0.127462983660945,0,0,0,0,0.195490046911364,-0.171143473375215,0,0,0,0,0.333945004442696,0.104070076626153,0.382349610690834,0,0,0,0,0.21620988719198
ETC,0,0,0,0,0.567901453206262,0.0745826246755274,0.116600750360866,0,0,0.0876018970764328,0,0,0.0654594865187814,0.037936920198979,0,0,0,0,0,0
ADA,0.483829449657584,-0.309443756275426,0,0.0878957461044719,0,0,0.0870695712066755,0,0,0.1700372998241,0,0,0,-0.186505527525647,0,0,0.928482989300336,0,0,0
ZEC,0,0,0,0.0206805874089282,0,0.187957945902939,0.198463243194199,0,0.113513553871279,0.21859030232936,0,0,0,0.0426952375077263,0.184812253433546,0,0,0,0,0
XLM,0,0.132144006517394,0.142968305638586,0,0,0,0,0.186185681174572,0,0.754719091470352,0,-0.0673228746176106,0,0,-0.0653304397719054,0,0,0,0,0
EOS,0,0.382481263639371,0,0,0.185512637220126,0.0273073218713804,-0.186132402122998,0.248928165791001,0,0.128271858370607,0,-0.103299710349061,0.434430006285113,0.0826421435114259,0,0,0,0,0,0
BV010082.INDEX,0.0326043346182754,0,0,-0.0244722998392486,0,0.00000000000000000173472347597681,0,0.0268284053534624,-0.101331239575529,0,0.00567113693624381,0,0,0.0104851243609627,0.0467672917542532,0,0,0,0,-0.0723578051744682
CVIX.INDEX,0,0,0,0.0850122952053874,0,-0.109266082938121,0.107228723769138,-0.0268974275516995,0,-0.0123756082290201,0,0,-0.0242187137192148,0,-0.0342511607400593,0,0,0,0,0.0629751163977577
DXY.INDEX,0,0,0,0.00914702722621507,0,-0.0354268072450749,-0.00494563865197438,0.00832797409657599,0,0.0112975195313707,0,0,0.00541856063546072,0.00226482198707021,0,0,-0.00226217658758824,0,0,-0.0161265362638361
SPX.INDEX,0,0,0,0,0,-0.00183046716350284,0,0.0011529621825117,0,0.00369333360704079,0,-0.002779449082245,-0.00717596072669734,0.000441404852641017,0,0,0,0,0,-0.0369713519027663
VIX.INDEX,0,0,0,0,0.0128472779676237,0,0,0,0,0.174678843213543,-0.158347565258576,0.0389982631489556,0.330443239811816,0.0369186968548198,-0.270225012825485,0,0.253768380239967,0,0,0
