,BTC,LTC,XRP,ETH,DASH,DOGE,XLM,XMR,DGB,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.146765039139024,0,0,0.0564808761494154,0,0.0456402257526852,0.238653339007131,0.0298189790605892,0,0,0,0,0,0.000000000000000000216840434497101
LTC,0.529732474379055,0,0.215225947913731,0.0333450789492477,0,0.206948700800717,0,-0.142050823299615,0.0190403661290354,0.103869174698145,0,0,0,0,-0.0588752281222768
XRP,0.689030498895355,-0.292485943449305,0,-0.100565463365341,0,0.933274825887608,0.487546420972597,-0.344830494777205,-0.0103783567804747,-0.141498614817056,0.0553151129946241,0,0,0,-0.13349537248772
ETH,-0.888093752584748,0,-0.308188904311149,0,0,1.18694908171637,0,-0.14170442820158,-0.0194509964171278,-0.275588165579952,0,0.553181876462208,0,0,-0.340916702786551
DASH,-0.101404276469486,0.44704976832183,-0.120514181449262,0.00000000000000000173472347597681,0,0.341410443702916,-0.160089424254873,-0.0922697681659678,0.0419352980457201,0.105995342746241,0,0,-1.31614139105503,0,-0.219269114402785
DOGE,0,0.464540063432563,0.0994436491288235,0.0331022345779715,0.0394151909551334,0,0,0.141685957172105,0,0.0116801954697792,0,-0.0290778344380297,0,0,0.0348868918818826
XLM,0,0.267534300441266,0,0.078774001783363,0,0,0,0.105926987377918,-0.0396115922592747,0.00000000000000000346944695195361,0,0,0,0,0
XMR,0.525664316907889,0,0,-0.00754796802613365,0.260420329861233,0.0735000252772107,0.639852369997463,0,0.0861985488475738,-0.0616779214032906,-0.39988623771866,0,0,0,0.0845866825411595
DGB,0,-0.600740569826046,0,0.104908595640129,0,0,1.07320985078817,0,0,0.390504817511503,0,0,0,0,-0.255100171743168
XEM,0.450118686524761,-0.865743448696906,-0.143153206330703,-0.156847386428371,0,2.13240477654007,1.16781167112063,-0.575932878236786,0.123302011972535,0,0.449250771048331,0.368871330529322,0,0,0
BV010082.INDEX,0,0.134281824480903,0,-0.0127318322051258,0.0756653054152888,0,0,0,-0.00130535131275239,0.0575826770518474,0,0,0,0,-0.0647189711398734
CVIX.INDEX,0,0.240399733594568,-0.00368319710719132,-0.00000000000000000346944695195361,-0.123784925732799,-0.179653348216522,-0.416421490176311,-0.166964433666387,0,0.0900736205191401,0.00138065787382335,0,0,0,0
DXY.INDEX,0,0.0208488152932971,-0.0100482458306199,0.0106892239024326,0,-0.00576977208943209,-0.0426741595205839,0.0425702244930192,-0.0064073512231228,0.00680760886250733,0.0544335523319247,0,0,0,-0.00504798245664956
SPX.INDEX,0,0,-0.0335514711617516,-0.00117127244434115,0.000000000000000000433680868994202,0.0363461460212476,0,0.0172819266483578,0,-0.0134250277956145,0,0.0553884989847458,0,0,-0.138807000026633
VIX.INDEX,-0.00000000000000000693889390390723,0,-0.244890081550345,0,-0.114961559859997,0.446324514995489,0,0,-0.0058928040865093,-0.0902621516283847,0,0,-0.501013820911367,-5.24655570501657,0
