,BTC,ETH,XRP,BCH,EOS,LTC,BNB,XLM,ADA,TRX,XMR,DASH,BSV,XTZ,MIOTA,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.212978991207521,0,0.100914629662429,0.04750346304772,0.0152347799323372,0,0.0424225126062085,0,0,0,0.0193982624647759,0.0497369813171357,0.00665237138472645,0.0501482654400731,0,0,0,0,0
ETH,0,0,0.0862763148570657,0,0.264453985136425,0,0.00211270008470614,0,0,0.106911039632813,0.127073774124881,0,0.0428906353065733,0,0,0,0,0,0,0
XRP,0,0.172241096995655,0,0,0.0742074984456395,0.00630028083427848,0.0387383711043768,0.106320798574267,0.0351753160279176,0.0908592360505854,0.102071221171639,0,0,0.0341717177307316,0.0552545562994986,0,0,0,0,0
BCH,0,0.0480661068327021,0,0,0.143155803798882,0.295733133933694,0,0.10028999129504,0.310687479281779,0,-0.00000000000000000346944695195361,0,0,0.00285582132796705,0.00720601463221194,0,0,0,0,0
EOS,0,0.485489062667527,-0.0916272659112166,0.154765381614916,0,0.226186369599727,0,0,0.0453836915371042,0,0.224292259900423,0,-0.0836230653693902,0.015064492380743,0.103231555777926,0,0,0,0,0
LTC,0,0,0,0.202043214595622,0.211396579396148,0,0.125598488663885,0,0.108326139344063,0,0,0,0.273606578232098,0.0646465419736375,0,0,0.0565693370211149,0,0,0
BNB,0,-0.19784576166233,0,-0.22065024788175,0.0954732642179729,0.341005484209106,0,0,0.0647723077392255,-0.331125775618672,0.486237440713117,0.092106578870321,-0.0353279488770244,0,0.119663227153258,0.394583666406668,0,0,0,-0.199048600606293
XLM,0,0.199429163126748,0,0.101565546876235,0.0129641717751115,0,0.000902783970864809,0,0,0,0.156531725858325,0.145528084444999,0.0392300871553595,0,0.104190227537966,0,0,0,0,0
ADA,0,0,0.238048210259535,0.315495049701651,0,0.126780312451871,0,0.0628228284915623,0,0,0,0,0.0893412490850168,0,0.0180203149759329,0,0,0,0,0
TRX,0,0.0464629722065658,0,0,0.153748592359416,0.00594822999941704,0,0.216458660836987,0,0,0.253631545586598,0.146636501526232,0.0750497046362566,0.0830863608936919,0,0,0,0,0,0.0738052483036251
XMR,0,0.210242809133622,0,-0.02835103071459,0,0,0.0392694711425637,0.178103130378187,0,0.166881119663013,0,0.248525238395511,0,0.00870433202145521,0,0,0,0,0,0
DASH,0,0.456025835926084,0,0,0,0,0,0.106029546841567,0,0,0,0,0,0,0,0,0,0,0,0
BSV,0,0,0,0,-0.224491484649321,0.563527144603063,0,0,0.201053622766524,0.250252971215735,0,0.104115586222818,0,0,0,0,0,0,0,-0.0690218245609097
XTZ,0,0,0.808413411297561,-0.240253876365981,0.15003047747407,0.0650615535456597,-0.103021495682878,0.405090698153045,0.281267343236169,0,-0.410040895376405,0,-0.195156194528953,0,0,0,-0.842056425018959,0,0,-0.0467986220479816
MIOTA,0,0.339854851679157,0.213126352984149,0,0,0,0.0128999495560606,0,0.119793848025218,0,0.0590120847178143,0,0,0.0286146614561933,0,0,0,0,0,0
BV010082.INDEX,0.00241556736682711,0,0,0,-0.0524947354706047,0.133601950767548,0,-0.234760634059555,-0.0360735450161148,0.172837230536131,0.266473534159964,-0.0596105212084927,0,-0.0646605561958716,-0.159995262465215,0,0,0,0,-0.190628736125714
CVIX.INDEX,0,0,0,-0.00557964780053769,0,0,0,0.124899268137335,-0.00000000000000000173472347597681,0,0,0,-0.0245420552876644,-0.244809838507072,0,-0.37672418063535,0,0,0,-0.0360044042000182
DXY.INDEX,0,0.00767958981640502,0,0.00220396859522033,0,0,0,0.0152104834318176,0,0,0.010703592300598,0.0060574953617517,0.0151423868131644,0.00290146454476173,-0.075060355541478,0,0.00620896708784399,0,0,0
SPX.INDEX,0,0.0156860182792911,0.0096138616980989,0.0213640368734841,0.0189402320139561,0,0.000000000000000000216840434497101,0,-0.0444053107259607,0,0.0325567075575675,-0.0117548746811544,0,0.00415110433225813,-0.00643640095339238,0,0.00188600019173494,0,0,-0.0726203086089506
VIX.INDEX,0,0,0,0.0000000000000000138777878078145,-0.443531261717978,0.148934357831561,0,0,0,0.38991578982935,0,-0.173725897664682,0.0970324750664923,0.0540513295384602,0,-0.715789369685919,0,0,-4.1404312511496,0
