,BTC,ETH,XRP,LTC,DASH,DOGE,XMR,XEM,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.0122057217097772,0,0.795682422202547,0.0382529858246204,0,0,0.0361002010885899,0,0.0127318666047746,0,0,0,0,0
ETH,-0.321666542530443,0,0,0,0,-0.0580568337522222,0.162677074334443,0.00000000000000000693889390390723,-0.485520192406667,0.0413028284667251,0,0,0,0,0.391409079962774
XRP,0,0.0459908767820112,0,0.211098804679115,0,0.0336609015185182,0.00648634904034732,-0.0149443150495168,0.0444951484764458,0.0653630884161136,0,0,0,0,-0.0730708285749605
LTC,0.738398128104457,-0.00108825296614986,0,0,-0.0521863713997206,0.0372224707574104,0,0.00792039621726407,0.0203671850289521,0,0,0,0,0,0
DASH,0.73163146219553,-0.161550009819455,0.340244562238397,0,0,-0.061786312495227,-0.204451839479001,-0.0884368792894263,-0.259993461320087,0.0732257547320702,0,-0.534938611611053,-2.53758346752816,-1.68308165067502,0
DOGE,0,0.295615489192632,0.336691621545588,1.28391129802749,0.239165311238821,0,0.0743324730700039,0.0445935121982943,0.767209549208607,-0.173972181558101,0,0,0,0,0.115941888747323
XMR,0,0.265524150111851,0,0,0.0471640835752762,-0.120587848135324,0,-0.291643020127518,0.785257200825402,0.1979326625219,0,0,0,0,-0.136495717792871
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,-0.41745393380186,0,0.449410285916863,0,-0.0310730424974085,0.254981681473677,0.0626132859014479,0.289738338838763,0,0,0,0.305709127988373,0,0,-0.104275496023931
DGB,0.501770999968828,0.123096012106761,0,0,0,0,-0.262308513531993,0.124095104484003,0.26798444398094,0,0,1.05025603840279,0,0,0.183736805953225
BV010082.INDEX,0,0,0,0,0,0.0336504555267989,0,0.0147649119004325,0,-0.0163369352796146,0,0,0,0,-0.0676695914078069
CVIX.INDEX,0,0.0152534805853769,0.0562373607654805,-0.114574150798337,0,-0.0390274300767512,0.0452671644719781,-0.0140865544841254,0.0448293278277057,0.0255017178347998,0,0,0,0,0.175078005123912
DXY.INDEX,-0.000789738142598769,0,-0.0567569683404979,-0.0133291625716795,0,-0.0000000000000000000542101086242752,0.00636578905191832,-0.00332023846287692,0,0.00588781386012483,0,0,0,0,-0.0327870660469685
SPX.INDEX,0.0528812628387435,0.00266010069253438,0,0,-0.0135985548722478,0,0.0043515922902343,-0.013468374198381,0.008020752484189,0,0,-0.0676036106757512,0,0,-0.11676407926879
VIX.INDEX,0,-0.216060225004392,0,0,0.219707831499292,0.0766744001535591,-0.00588474751088655,0,0,0.0373519484375553,0,0.647732677410607,0,-1.38988248039003,0
