,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.310701780835884,0.0774385616730427,0,0.344223366540432,0,0.298853377619384,0.107904613257831,-0.297290250056147,0.0858772088727827,0.220681946555973,-0.199500321038359,0.0383449032656957,0,0.0754991272971896,0,0,0
ETH,0.19078833251648,0,0.000000000000000000867361737988404,0,0.633767203819728,0,-0.00000000000000000173472347597681,0.0442117313899265,0,0,0,0,0.24399213489312,0,0,0,0,0
DASH,-0.525372013566245,-0.179692503824852,0,0,0.352942303347917,0,-0.0256041003833155,0.0840049648453066,0.139723361725059,0,0,0.0738257142800349,0.287410648752485,0,0.270836633735602,0,0,0.432977619473462
XRP,0,-0.0822321042973419,-0.134559577718981,0,0,0.0983076881654054,0.107163581236262,0.231347443537862,0.291480278193651,-0.497134937822012,0.160291374545636,-0.124084039934011,0.0876520966310972,0,0,0,0,0.231000151844943
XMR,0.361211401724043,0.273683471548397,0,0.141102952888492,0,0.569077994955972,-0.205821871327923,0.0678249245911228,0.125218940720785,0,0,0.0232897927579441,0.075540296522289,0,-0.353798976832193,0,0,-0.0364209104821107
LTC,0.198221439545277,0,-0.00300245648315933,0.00651253415882887,0.0877203566768855,0,0.0255211063907182,-0.0684633347728613,0.0166712855750842,0.0416314391050062,0.0712634059102993,0,-0.0431597536908771,0,0.0462274541844189,0,0,0.0297758990853168
ETC,0,0.289694375728733,0.110686861803175,-0.120670002093771,0,1.02733334660927,0,0.0611777441233739,0.131552366656851,0.130065638297402,0.194507558061951,0.0609504069403381,0,-0.414393294671282,0,0,0,0.405384522394582
XEM,0.448279096899272,0.260192191160155,0.223887118491113,-0.0234309548188894,0,0,0,0,0,-0.163844330737206,0.0512739377694072,0,0,0,0,0,0,-0.355548628073505
ZEC,-0.0473518730165848,0.00611662101280806,0.291091883501978,0,0.0845907948182463,0,0,-0.0613484448262058,0,0.220989509307449,0,-0.0310594492531774,0,0,0,0,0,0
DOGE,0.23469636456515,0,0,0,0,0,0.0275998672753554,0.0105818872023292,0.266106761202249,0,0.263995605778233,-0.080207110858549,0.160253715161204,0,0,0,0,0.135122019683257
XLM,0.297862755719398,0,0,-0.0315489776399041,0.0187350929659421,0,0.256911965815259,0,-0.0725108459300448,0,0,-0.196474042538751,0.143101847044438,-0.312093715135437,0.00561426102145394,0,0,-0.306245771469503
NEO,-0.290773142033089,-0.0932521677059764,-0.0401368379317066,-0.433367583020601,0,-0.378603491881048,0.181182274324369,0.0695772733274427,0.223772374842562,0,-0.00000000000000000346944695195361,0,0.179914143878446,0,0,0,0,0.135894452380026
DGB,0.144556696621487,0.155884601799452,0.134105219362087,-0.111701084861642,-0.197527392286686,0,0,0.0888318703405641,0,0.206386322965354,0.178948790968168,0,0,-0.174078712338304,0.275677701016836,0,0,-0.192326737418438
BV010082.INDEX,0,0,0.0480718914668153,0.0235025374234468,-0.0558372342848967,0,-0.122531653376029,0.0584393036356188,-0.0564172728794827,0.264430131521839,0.0411401017854267,0,0.0211472109872082,0,0,0,0,0
CVIX.INDEX,0.0732500854891421,-0.0118614463771679,0,0.15935237987568,0,0,0,-0.0872028373380658,0,0.186185019287368,0.0300192176886063,0,0,0,0,0,0,0.302811124296487
DXY.INDEX,0,0.00519123699690087,-0.00302528098598901,0,-0.00283997782256182,0,0.0214220079460783,-0.0115817714502127,-0.0155736892676376,0,0,0,0,0.140763333351056,0.0217966759043564,0,0,0
SPX.INDEX,0.0343437249056719,0.0124248812075948,0.00180394566445547,-0.00652507582524143,0,0,-0.0121125259346129,-0.0017560743509047,-0.00541168855998539,-0.00723950984099324,0.0292603869090151,-0.00363492160174789,-0.00859814071351953,0,0,0,0,-0.0464834391680863
VIX.INDEX,0,0.112865105086223,0.0335075028524027,0.0362779102251403,-0.27423851572272,0,-0.0356766381160265,-0.176681101185259,0,0,0.0856124971129433,0,0,-0.26501256312356,0.3184028740858,0,0,0
