,BTC,XRP,LTC,ETH,DASH,DOGE,XLM,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,0.207916006941078,0.0396447000870835,0.0717728357755545,0,0.063733327762284,0.124346938871157,0.0260948820830614,0.0516954411787935,0,0,0,0,0
XRP,0.139818869796605,0,0.0933894387281077,0,0,0.120283194638976,0.167770846758631,-0.169694193215537,0.112937823744493,-0.097963231102343,0,0.344250474863479,0,0,-0.148432891039799
LTC,0,0.0540367857668475,0,0.00882929161646391,0,0.138961617645286,0,0.200226775207981,0.043159844716739,0.159222726165152,0,0,0,0,0
ETH,1.08597435975201,-0.0781390601603881,-0.401035809411094,0,-0.350996889965867,0,0.193946194540372,0.201229220616407,-0.39543340122318,-0.172022012834647,0,-0.980580468364059,11.3435915992025,0,0.391264046995417
DASH,0.172797333816557,0,0.251994801004621,0,0,0,0.0716102367356145,0.115045951906215,-0.0315041795689135,0.0385499408669167,0,0.130067245307364,0,0,0
DOGE,0.158816859497845,0.211266550407251,0.200058373933192,-0.0582590499994655,0.132742799610747,0,0.131993175877119,0.0809600810855417,-0.11092360843696,0,0,0,0,0,-0.061995501447838
XLM,0.858969095607454,-0.194484915185762,0,-0.203853856237502,0,0.421051080585315,0,-0.379900055533518,0.0714546322924653,-0.10744755142066,0,0,0,0,0.0102922867505696
XMR,1.46963648728654,-0.148619201538054,0.120611978814633,-0.0709121853924869,0.244194361483979,0,0,0,-0.0645962280402447,0,0,0,0,0,0.0215158640706026
XEM,2.40134824024999,0.100438113198585,-0.450617059609416,-0.195408992805189,0.386890072182709,0,0.012372451612253,-0.761582126615428,0,-0.288565270681125,0.554724402012345,0.456491347555671,9.92293709123395,3.27999593262994,0.585638174341917
DGB,0.721815471548991,-0.0805581277344113,0.324642243395343,0,0,0,0.334549004437086,-0.378010294436759,-0.0000000000000000138777878078145,0,-0.290351876628302,0,0,0,0
BV010082.INDEX,-0.250628781390469,0.124405446019457,0.221524276611664,-0.0162346783435107,0,0,-0.0836484748078384,0,0.0435241143597287,-0.0118243945649922,0,0.0978065853779628,0,0,-0.000000000000000000867361737988404
CVIX.INDEX,0,0,0.216331903755801,-0.0431698580565979,0.158512382371731,0,-0.0587150857695962,-0.0797752496299589,0.0222966728271081,-0.0352017228994003,0.0146638533532976,0,0,0,0.104839205339997
DXY.INDEX,0,-0.0137186504362047,0,-0.00887259470246602,-0.0786179298216384,0,0,0.0168140499353504,0.0236084481883889,0,0.00621119313324217,0,0,0,-0.0266778608670385
SPX.INDEX,0,0,0,-0.0366868661041508,0,0,-0.0849828795251445,0,0.0085484129634257,0,0,0,0,0,-0.0972767749045535
VIX.INDEX,0,-0.402496310171121,0.346596340993347,0,0,0,-0.0211133950851687,0,-0.0790696231565444,-0.201000545177423,0.275921043135051,0.439114671447812,0,-3.37759263615862,0
