,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,MIOTA,DASH,TRX,NEO,ETC,BNB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.204619611936693,-0.0522500803193851,0.0749475863150009,0,0.00988198897587211,0.0323412108973807,0,0.148863905944052,0,0.0408660855150263,0.0747251878765377,0,0.0156862636318786,0,0,0,0,0,0
ETH,0,0,0,0.221013301721657,0.164863101060753,0,0,0.119036156090068,0,0.0240017051177819,0,0,0,0.24336119581516,0.193896587079199,0,0,0,0,0
XRP,0,0,0,0.181712892230424,0.109829837987922,0.0308333532250142,0,0,0,0.246733708248305,0,0,0,0.206796011722176,0.016336412113809,0,0,0,0,0
BCH,0,0,0,0,0.329300962450577,0,0.0935304410517592,0.166168699366065,0.0041546543703668,0.0476677005240972,0.0554535274554232,0.0241596117100678,0,0,0,0,0,0,0,0
EOS,0.465161536529739,0,0.177519710537971,-0.111652877770028,0,0.0559689353607209,0,0.0465411999955519,0.0104691095439647,0.0417763898046833,0.0405641637900972,0.359420506313071,0.26820787580084,0,0,0,-0.379841475825632,0,0,0
XLM,0,0,0,0.262761601938102,0,0,0,0.212163046123038,0.209390251169904,-0.00000000000000000173472347597681,0,0.163101422727476,0.0520431378922257,0,0,0,-0.0844084318964964,0,0,0
LTC,0,0,0,0.350046689690866,0.0702475547917505,0,0,0,0.0474920013734108,0.166674241009662,0.0370282083919938,0.0364504112714207,-0.00000000000000000173472347597681,0.0312871356034253,0,0,0,0,0,0
ADA,0,0,0,0.220604610964191,0.110948625993426,0.277739250168519,0,0,0,0.0283182924890027,0.243566172217527,0,0,0,0.0126839126239858,0,0,0,0,0
XMR,0,0,0,0.0940463728438542,0.264424837057243,0.0445462630673548,0,-0.00000000000000000693889390390723,0,0,0.170166289011472,0,0.0998658126947722,0.107038632990212,0,0,0,0,0,0
MIOTA,0,0,0.244507331067528,0,0,0,0,0,0.0146748091583792,0,0,0.335436232300698,0.446176755708796,0,0,0,0,0,0,0
DASH,0,0.201389203032113,0,0,0.0219394637362822,0,0,0.253131362565978,0,0,0,0.282204100655541,0.0414828418881818,0.00786263328500242,0,0,0,0,0,0
TRX,0,0,0,0.0856787453333649,0.114332945662103,0,0,0.162599823082104,0,0.0454987266520651,0.0396331491948594,0,0.331351278733477,0,0.104257044762955,0,0,0,0,0.0148414020087365
NEO,0,0,0,0.324517058043679,0.000000000000000000433680868994202,0,0,0,0.101117707294849,0.336378706894853,0.0551142131916844,0.150603311926773,0,0,0.164585526854007,0,0,0,0,0
ETC,0.170110865798736,0.309862958224426,0,0,0,0.137036809062862,0,0,0.0590507923764328,0.366722377349956,-0.197831833271945,0,0,0,0,0,0,0,0,0
BNB,0,0,0,0,0,0,0,0,0.116629360984535,0.0637377823040244,0.190027780381379,0,0.365291825295723,0,0,0,0,0,0,0
BV010082.INDEX,0,0,0.0488300644498147,0,0,0,-0.175286282801237,0.0868353516406206,0,0,0,0,0,0.00681897008900784,0,0,-0.0166214312025427,0,0,-0.0526365831585791
CVIX.INDEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733633668357344,0.205435072410299,0,0,0,0,0.14592877341031
DXY.INDEX,0,-0.0102878281410303,0,0,-0.0157328984602799,0,-0.0112586609382055,0.0275082532521008,0,-0.0114462636584322,0,0,0.012867492320742,0.0141846734061641,-0.0225635399639195,0,0.0734745893923948,0,0,0.00972221238909975
SPX.INDEX,0,0,-0.00154943499968449,-0.00921605038786496,0.0144974760225966,-0.0196696424887594,0,0.0173093818482442,0.00513991221604116,0,0,0,-0.00675084775544747,0.00400394146254894,-0.0204992722078652,0.0559187305299358,0,0,0,-0.0544559687487421
VIX.INDEX,0.790270293667942,0,0,0,0,-0.112306913804368,0.0998193020434008,0,-0.291137594818122,0,-0.253079007835935,0,0,-0.207231135058832,0.0327422528947133,0,0.412282084204826,0,0,0
