,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.134570310471302,0.213782104088441,0.150940698992048,0,0.1843734759909,0.254807049782691,0.151254891650732,-0.265716105769401,0.431410394585469,0,-0.189811088389349,0.0294623525670873,0,0.0693764299521086,0,0,0
ETH,0.466690840975615,0,0.0259556309763963,0.293329520628522,0,0,0.260696569503789,0.0323186294617843,-0.077276786384318,0,0,0,0.311469550860289,0,0,0,0,0
DASH,0.386939037137812,0.180821551010365,0,0.17680325606268,0,-0.650256772964298,0,-0.0588861456361275,0.0731660823649434,0,0,0.12711804059734,0.0677306685716554,0.862439819818905,0.406384487587997,0,0,0
XMR,0,0.510070213332625,0,0,0,0,0,0,0,0,0,-0.00737130957528181,0,0,0,0,0,-0.0170723769360286
XRP,0,-0.128435791946196,0.0471246656813548,-0.0859998273849051,0,0,-0.0824416373208052,0.0774792909360923,0.0396753001012561,0.574705326978062,0,-0.0691836915028678,0.0249636384407508,0.455050657280911,0.215128786556842,-0.253173101958125,0,0.0894276224632272
LTC,0.114229364586119,0,-0.0265703381792141,0.0779561774179992,0,0,0.191821204939945,0.0465316867905454,0.0386834505651303,0,0.00000000000000000173472347597681,-0.0352139199385244,0.031840958667935,0,0.128909195223378,0,0,0.0107469963548621
ETC,0.437686859912796,0.120354663908016,0,-0.0269706948269689,0,1.14248678187161,0,-0.0216007144227434,0.0417208215933869,0,0,0.101146173757444,0,-0.111638034270376,0,0,0,0
XEM,0.75582289762395,0.230731901718453,0.0121636077085333,-0.373311517038619,0.665679493121517,0,0,0,0.379673673562948,-1.17439527833158,0.283391894667461,0.0795926334299305,0.0127811202283234,0,0,0,0,0
ZEC,0,0.136674290448406,0.0627293313524699,0,0,0,0.124422965134777,-0.0998069272776322,0,0.372178163391553,0,0,0.00825150544734427,-0.26079064124171,0,0,0,0
DOGE,0.324645095409645,0,-0.0375515061692745,0,0.0498535101898845,0,0,-0.00921819174988099,0.174708892108593,0,0.132584328372189,0,0.019975679287093,0.131480348150946,0.0322559416030237,0,0,0
XLM,0,0,-0.0377540655628314,0.27314477339807,0,0,-0.0243617322390808,0.0145738617196901,-0.111578817341975,0,0,0.0431423601962368,0.225771282936121,-0.315630636507847,0,0,0,0
NEO,0,-0.0967501695358213,0.103088555073118,0,-0.321690406584491,0,0.106330359529972,-0.148441791422766,0.268886067637035,0,0,0,0.105081304059411,0,0,0,0,0
DGB,0.191312941976841,0.156034438080933,0.0218651117645428,-0.120417196474747,0,0,0,0.0238526259871288,-0.0209948165133688,0.0918306212482324,0.309312865353058,0.122106092537395,0,0,0.530017086748479,0,0,-0.134793708101961
BV010082.INDEX,0,-0.0411951252489848,0.070489191385733,0,0,0,-0.116910949359785,0,-0.0583240134615606,0.146846247803161,0,-0.0607930971176271,0.0499065463530264,0,0,0,0,0
CVIX.INDEX,0,0,0,0.0220876535342157,0.0670472209959111,0.196032217213093,-0.0760263403119461,-0.0871196892967135,0,0.36370298814146,-0.0166540864734755,0.030069563878595,-0.0653775098387741,0,0,0,0,0.271432690429809
DXY.INDEX,0,0.0000000000000000000033881317890172,-0.00741647969363998,0,0,0,0.0212704056703752,-0.00872193654657411,0,0,0,0,-0.00637218927172862,0.140559302748169,0.042280403690161,0,0,-0.00686438158357705
SPX.INDEX,0,0,0,0.00839922838037737,0,0,0,0,0,0,0,0,0.00175298897817498,0,0,0,0,-0.0300713769165659
VIX.INDEX,0,0.0218148219623289,0.0485388707523685,0,0,0,-0.332648574727791,-0.172791673277222,0,0,0.312813868096907,0,-0.131317320602077,0,0.304625285437905,0,0,0
