,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.028738232082531,0.108174271145532,0.0761755696119255,0,0.11393140514982,0,0,-0.0184545398809044,0,0.0653423281746119,0,0,-0.0416004978256141
XRP,0.759007379998888,0,0.147608785335436,0.15710839135308,0.155478319868407,0.231712485274378,0,-0.317112153406275,-0.170971346996966,0,0.32907412875269,0,0,0.114496895687173
LTC,1.05634100275568,-0.148277172024793,0,0.0014431476072356,0.00000000000000000173472347597681,0.0655510589169851,0,0.134216368171388,0.0399887067137584,0,0,0,0,0.155860882830303
DOGE,0,0,0.176705255986702,0,0.409033437814831,0,0.14532413895739,0.227162583051093,0.208197854681771,0,0.357630666583272,0,0,0
XLM,2.30584570016478,0.310631215406466,-0.152469458990209,0.145092316174472,0,0,-0.173829025435954,0.128442601569489,-0.290144745043262,-0.704216316341066,0,0,0,-0.12537906343051
DASH,0.176722062600621,0.116662063504693,0.0992676623366427,0,0,0,0,-0.0183017861338631,0.0500657360222173,0,0.161189321838291,0,0,-0.0999601057360302
XMR,1.16861302644888,0.596863192918604,0.128644572657609,0.0451454408215148,-0.413051263377123,-0.618761086671236,0,0.112227799218063,0.114070440935444,-0.532413831935406,0,0,0,-0.423388557608352
XEM,0,-0.282625004476781,0.292063644781807,0.313724833194529,0.15596249913085,0.0672957341758992,0.186093547816651,0,-0.358498592102127,0,0,0,0,0.0783959309729995
DGB,0,0,0.0776175175946609,0.228405603146999,-0.115276323747327,0.0595129699410474,0.267990503651846,0,0,0.260024095798588,-0.31398876711749,0,0,0.194032355424082
BV010082.INDEX,0.120028255300761,-0.0141088625920663,-0.0139512319995021,-0.0917690737208457,0,0.0387256792920085,-0.0451435396593244,0.0607049423430493,0,0,0.14484455623883,0,0,0.0108039178142855
CVIX.INDEX,0,0,0.0591593435553786,-0.0214167912871669,0.124054143438729,-0.161330942654778,-0.00750752722009481,-0.0645803910164757,-0.0296395928041119,0.948861913491407,0,0.101855256068202,0,0.193079419064845
DXY.INDEX,-0.0585079294515024,0,0,0.0443530861763433,0.0121533827983624,0.0125561490081131,0,-0.00999571757386895,-0.053917656518345,0,0.116161684686073,0,0,-0.0014888900177393
SPX.INDEX,0,0.0111202272690536,-0.00518910686460776,0.0250005958214922,0,0.0052517343862674,0,-0.00942273765673972,0,-0.0281513018874682,0,0,0,-0.0760452290912203
VIX.INDEX,0,0.0000000000000000138777878078145,-0.0406471688571867,0.156416484020706,0,0,-0.148682510617048,0.141808297991804,0.485081171567899,-0.0353643427671093,0,-0.156685838712699,-5.43852712875316,0
