,BTC,ETH,XRP,LTC,ETC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,-0.0505653166569883,0.625188122091807,0,0.110728296130089,0.0496088686782061,0,0.070878828935789,-0.0410821273933933,0,0,0,0,0,0
ETH,0.919223410674676,0,0,0,-0.0660289430583824,0.469050572970287,0.0000000000000000138777878078145,0,-1.71235662153833,0,0.0969726695623086,0,-0.291566515665541,0,0,0.0672288149892768
XRP,0,-0.0336310846867014,0,0.0697155388495341,0,0.0599322810145517,0.00149927828247641,0.00171848767966241,0,0.0776568682528262,0,0,0.381201625702475,0,0,-0.0833755250407277
LTC,0.526981124860974,0,0,0,0,0,-0.0241536529887503,0,0.135145583344763,0.118815531005374,0.00000000000000000010842021724855,0,0,0,0,-0.0892172652998221
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0.0146453864760309,0,0.196812694721367,0.0115339131332387,0,-0.0164762772653637,-0.1070540363758,0,0.143966213055944,0.0878771913944579,0,0.247261486607058,0,0,-0.0267319371879045
XEM,1.17778472470638,0.151872051712896,0,0,0.0753285075512402,0,0,0,0.0387718383338653,0.567988630369915,0.337842407284253,0,0.556006361653241,0,0,0.194954316990676
DOGE,0.217464434469718,0.0781152795883706,0,0.329581275774242,0.0156050955972464,0.040126025152039,-0.0561832623370087,0,0.225998678814901,0,0.0087930453541792,0,-0.15328135313284,0,0,0.0692131847625783
XMR,0.80293621819813,-0.383479687001467,0,-0.0688859122459802,-0.089536982986405,0.247780939120347,-0.00641563714060694,0,0,-0.319754115240872,-0.00170138652596441,0.674742762681295,-0.127257244924967,0,0,0.0702268205052564
XLM,0.266728721269512,0,0,0.184783645830947,-0.0368708890005624,0.105824173476725,0.203641872027776,0,0,0,-0.213592486649313,0,-0.244946988551855,0,0,0.129454581273606
DGB,-0.660861181144766,0.188755029979916,0.103154909458305,0.547831638119403,0.0314393846170983,0,0.11256358981864,0,-0.191324600596894,-0.0401503863689629,0,0,0.11963406500504,0,0,0
BV010082.INDEX,-0.206188950697451,0,-0.031786040491503,0.0883961396305429,0,-0.169117249544088,0.0287669300210862,-0.0380894123887529,0.00586748494059973,0.0471597039968144,-0.0288031479767296,0,0.049284294998064,0,1.23345560475403,-0.0353649335857743
CVIX.INDEX,0,-0.14371753925176,0.0644237075446709,-0.0729003184714813,0.0125823191294027,0.401251892684342,-0.0165604053091608,0,0,0.0670148832260734,0,0,0,0,0,0.149774259841044
DXY.INDEX,0,-0.0134805379519263,0.0145086531369456,0,0,0.0254342731919543,0,-0.00767651053373829,-0.0322457213874967,0,-0.00196896294468038,0.0119037544408152,0.0614827416846972,0,0,-0.00879064913212659
SPX.INDEX,0,0,0,0,0,0,-0.00944431999710579,0,0,0.0140136684582961,-0.00535336885104561,0.0216331054234562,-0.010645619537233,0,0,-0.08196089525
VIX.INDEX,0.220029199882132,0.291665148130652,-0.616173605942064,0,0.120583205094736,0,-0.181542090261227,-0.853192779146166,0.104363287057129,0.584619510934955,-0.251705804259781,0,1.13185152505942,0,-1.822825524364,0
