,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0.041879174852513,0.0134670239386959,0.323091129938689,0.0533023579353505,0.0518824297228018,-0.0795509929727805,0,0.00250203469864131,0,0.0221229760475967,0.00611516294437196,0,0,0,0,0,0
ETH,0.206044790032098,0,0,0,0.152631372012331,0.157691904128193,0.116951995608917,0,0,0.0961299421223791,0.0219011408250628,0,0.105432440294628,0.731506563909616,-0.0637989884137923,0,0,0.0856620172328457
XRP,0,-0.28283071398341,0,0,0,0,0,0.0370226541367154,0,0.401290447434395,-0.11577307318344,-0.0489560200781772,0,0,0,0,0,0.020088738686036
LTC,0.599702083610895,0,0,0,-0.0391175503532505,0.0644716386503794,0,0,0,0,0.0171009099524336,-0.00242473610016684,0.0395736013699484,0,0.0420586426783281,0,0,0.00323248800712131
XMR,0,0.953789840121401,-0.00694501152142189,0,0,0.101942463793236,0,0,-0.65328741836267,0.0792080529149673,-0.0897818754449107,-0.0740359734009571,-0.210637075454476,0,-0.347940399654449,0,0,-0.0942360797698194
ETC,0,0,0.119781068468006,0,0,0,0,-0.00993494205794998,0,0,-0.0565267988565882,0.0244086416861805,0,0,0,0,0,-0.0243484032419178
DASH,0,0,0.0351844687048162,0,0.15451387278746,0,0,0,0,0,-0.0469041724695359,-0.0930730472221623,0,0,0,0,0,-0.0866192771659643
XEM,0,0.0874564241789853,0.127169754125265,0,0.239635181097153,0.121335641813353,-0.485521030520949,0,0.0794578918545589,0,-0.0334543930213578,-0.0569263246320299,-0.119129315858043,0,-0.509505773098529,0,0,0
DOGE,0,0.0410289730354057,0.0740771782297068,0,-0.125028113940882,0.0188182531826779,0,0,0,0,0.0317857953928558,-0.0146348494789387,0.00000000000000000173472347597681,-0.207413050543171,0,0,0,0.0247807776713674
XLM,0,0,0.585762512351755,-0.472609472868706,0.0558427746488942,0.291859982602303,-0.0516749409403969,-0.202993196489125,0,0,0.0431463161032409,-0.0576300615365841,0.162643148513862,0.264800442908626,0.309445087932124,0,0,0.0245142921644464
NEO,0,0.269298933476186,0,0,0,0,-3.3998723552517,0,1.8249438711065,0.070448052333845,0,-0.0652232668181635,0,0,1.23682182592534,0,0,-0.345506735739677
ZEC,0,0,0,0,0,0,-6.31206661901758,0.0000000000000000138777878078145,0,0,-0.568760399824658,0,-0.0759052829745837,0,0,0,0,-0.649510202124738
DGB,0,0,0,0,-0.215893832155769,-0.224210627494335,0,0,0,0.152664678753958,-0.104180812402896,0,0,0,0,0,0,-0.0696026181797108
BV010082.INDEX,-0.161717969779405,0,-0.104910122557003,0,0,-0.0994012613568611,0.0454032300265331,0,-0.136140415023828,0.0930501125718534,0.00709408734221863,0.00983798499238178,0.00550135692277859,0,0,0,0,-0.00345374041900364
CVIX.INDEX,-0.0940824983891222,0,-0.149207249788622,0,0,-0.195220192597428,0.135838030267643,-0.139852144944064,0.149031318629239,0.179292488179545,0,-0.00715285933250005,0.0479606656479849,0,0,0,0,0.132828795410971
DXY.INDEX,0,0,0.00374186912052524,0.0234141471672957,0.00747353619437865,0.0144810895632269,0.0176701008045928,0,0,0.0057647332988685,0.0078061134816092,0.00250284139291342,0.0116796668301587,0.109403494105132,0,0,0,-0.00208132356366791
SPX.INDEX,0,0,0.0036767457660239,0,-0.00244158904044005,-0.013985462890901,0,0.00332937941049109,0,0,0,-0.00135668611981749,0.00377694878227608,-0.0621488479657849,0,0,0,-0.0611304901714084
VIX.INDEX,0,0.186669825976317,0.0700755349899962,0,-0.26984210187295,-0.238430023989767,0,0,0,-0.0744695169445462,-0.0239179221092886,0,0.0187084572717529,0,0.592613215683381,0,-5.34805683015363,0
