,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,-0.211502712099318,0.0785035558255396,0.152515191875115,0,0,0.136606418493902,0.166399858618381,0,0.280579067011257,0,0,0.155847025845674,0,0,0,0,0
ETH,0,0,0.130500774780744,0.200994910740039,0,0,0.146864812091923,0.0733511907706466,0.14137904857401,0,0,0.0257773691842785,0.177721374136683,0,0.080104453279786,0,0,0
DASH,0.42147657619836,0,0,0.112337033193132,0,-0.108870210868672,0,-0.0449585257797425,0,0,0,0.121486458702765,0.135553104304464,0,0.405538220267366,0,0,0
XMR,0,0.519471608489151,0,0,0,0,0,0,0,0,0,0,-0.034177365582957,0,0,0,0,0
XRP,0.0669062397940658,0,0.00901699115874998,-0.0977703053512878,0,0,-0.0967434965329538,0.0728574498873017,0.0309401801494237,0.421245646691147,0.0259590710823282,-0.0720312395825434,0.0669638218452135,0.381468926400643,0,0,0,0.0954514974260052
LTC,0.126465303254634,0.0229400914901658,-0.0207599688993462,0.0531594325385598,0,0,0.176005808757553,0.0263108486637987,0.00671414923511402,0.0258874298283538,0.0171490920223387,0,0,0,0.105018546815816,0,0,0
ETC,0.060945536498416,0.195930993714214,0.0709577434586416,0,0,0.115330451251704,0,-0.0411085350106412,0.0485780708264875,0,0.327962459322728,0.181202837052728,0,-0.236046005470688,-0.331656130644181,0,0,0.0174780600396384
XEM,0.802543927995352,0.353562787192526,0,-0.413807262784383,0.496549441282317,0,0,0,0.151669828277247,-0.974959795887045,0.29235840841398,0.125821903877329,0.0612021240790925,0,0,0,0,-0.0669250611425311
ZEC,0.00000000000000000693889390390723,0.136674290448407,0.0627293313524702,0,0,0,0.124422965134776,-0.0998069272776324,0,0.372178163391552,0,0,0.00825150544734407,-0.260790641241711,0,0,0,-0.00000000000000000173472347597681
DOGE,0.220881564971558,-0.0586158946103954,-0.00283194418099899,0,0.343616595334491,0,-0.0292431475145233,-0.045831019501921,0.22625750986438,0,0,0,0,0,0.070671580883797,0,0,0
XLM,0,0.0569110302242946,0,0.222716574504469,-0.0544660746918007,0,-0.0085099676253087,0.0243192409546137,-0.203370339991275,0,0,0,0.244393443813035,-0.362989346347073,0,0,0,0
NEO,0,-0.0765618105658489,0.0434516965806694,0,-0.350782038201706,0,0.114252382155563,-0.140272761719246,0.252303461979986,0,0,0,0.115440811231896,0,0,0,0,0
DGB,0.261623974556757,0.152846869420952,0.00161195736660815,-0.118363578101993,0.0713703245963001,0,0,0.0231439485410551,0,0,0.278316985131458,0.162625277948489,0,0,0.536412289359411,0,0,-0.0583382806557566
BV010082.INDEX,0,-0.147450938809895,0.0406178067885912,0.0448666568813797,0.0672676108836728,-0.00660952649382241,-0.0479509868042171,0.0188650288486889,0,0.0507492203098719,0.074518996032046,0,0.00837474240604749,0,0.123720212741166,0.542721633100304,0,0
CVIX.INDEX,0.103543190448035,0,-0.0169827137954937,0.0197174369032534,0.080130991600655,0.0773158196306586,-0.0369914868629955,-0.0980438763147083,0,0.402324618242852,0,0,-0.119294521706566,0,0,0,0,0.262971144827295
DXY.INDEX,0.00576057484197024,0,-0.00929792715048044,0,0,0,0.0222381987412581,-0.0131568864256369,0,0,0,0,-0.00163176033890326,0.14161309277204,0.0408800597399246,0,0,-0.00917903133878752
SPX.INDEX,0,0.00801702236409315,0.00161129726111718,0.00612011325939637,0,0,-0.00677218094048972,0.00432840624234826,0,0,0,0,0.00201579103749314,0,0,0,0,-0.0390416466903147
VIX.INDEX,-0.0912082133006634,0.112790903711352,0,0,0,0,-0.323483592916341,-0.174283863588916,0,0,0.379940200073719,0.0950902533837906,-0.132614194561483,0,0.338479915579095,0,0,0
