,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,XMR,NEO,DASH,ETC,XEM,BV010082.INDEX,CVIX.INDEX,DXY.INDEX,SPX.INDEX,VIX.INDEX
BTC,0,0,-0.0272289616202644,0.0969378544498315,0.000000000000000000433680868994202,-0.00454802267206472,0,0,0.075642924180961,0.0832521067882812,0.227930184448972,0,0.148448263786866,0.0983101144648036,0.00913095493719655,0,-0.0672540395737863,0,0,0.0187244485748288
ETH,0,0,0.0675331293577375,0.180103758454615,0,0,0,0,0.177002281530127,0.30396828020086,0.0393049410524594,0.00970577884813645,0,0.0531383361515048,0.00873856826735448,0,0,0,0,0
XRP,0,0,0,0,0.059707756043701,0,0,0,0.106034055117175,0.239910941058343,0,0.151619379033345,0,0.0481544363894185,0.00000000000000000693889390390723,0,0,0,0,0
BCH,0,0,0,0,0.181360650913396,0,0,0.0617767352365939,0.0228419586245487,0.33568870337917,0.177988964750391,0.0447615663171259,0,0.0612109772929741,0,0,0,0,0,0
EOS,0.534497558084482,0,0,0.143081509878807,0,0.00824599321850828,0,0,0,0.224499710160405,0,0,0,0,0.462901846799776,0,0,0,0,0
XLM,0,0,0,0,0.182078473267573,0,0,0.337948738058349,0.0635389643494916,0.188030670626872,0.0253776685738476,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0.431590567058914,0.00627053573853376,0,0,0.0231831292917861,0.00685595404298003,0,0,0.082778549663791,0,0.115057108313279,0.164349723763912,0,0,0,0,0
ADA,0,0,0,0.227662520347797,0,0.309408366381606,0,0,0.0516032269262293,0.0418169558563311,0,0.0255488695736679,0,0.0124147198556663,0.131268826433985,0,0,0,0,0
MIOTA,0.218372127664989,0,0,0,0,0,0,-0.0000000000000000277555756156289,0,0.266989371400128,0,0.607928397797358,0,0.0000000000000000000542101086242752,0,0,0,0,0,0.00339094745485605
TRX,0,0.380309748932951,0,0.253303829648552,0.220763639626169,0.0302158839531838,0,0,0,0,0,0,0,0.0432513136389634,0,0,0,0,0,-0.0125451847305352
XMR,0.283523358553808,0.315965115427137,0,0.00928080025371799,0,0.0607571693305036,0,0.0627431818654488,0.00384592562700161,0,0,0.165201679948858,0,0,0.0565268581265716,0,0,0,0,0
NEO,0,0,0,0,0.0689013665015899,0,0,0,0.512154183934107,0,0,0,0,0,0.333413700373934,0,0,0,0,0.0718612886062713
DASH,0,0,0,0.175655445912593,0,0.0152405567516425,0,0.156236181057642,0.00778895336715085,0.0270105861115456,0,0.141413770436952,0,0,0.112125665156254,0,0,0,0,-0.0749172840565092
ETC,0.299749501928021,0.00832333995487263,0,0,0.244869005638558,0,0,0,0.347619097833543,0.0000000000000000138777878078145,0,0,0,0,0.0562627186743865,-0.526235852119891,0,0,0,-0.122439179573808
XEM,0,0.133233391764926,0,0,0,0.268893074843248,0,0,0,0.167187067950947,0,0.248093602144394,0,0.0376545398873938,0,0,0,0,0,0
BV010082.INDEX,0,0,-0.00443862117186911,0,-0.129056276428225,0,0,0,0,0,0.147898328760697,0,0,0,0,0,0,0,0,-0.122794948535827
CVIX.INDEX,0,0,0,0.125106302680739,0,0.0610775626698117,0,-0.124737793807814,-0.114374139591866,-0.0136450852964372,0.164327137365608,0.17773593437863,-0.294097723757657,0.0979380491017142,0,0.106861170230717,0,0,0,0.111935786044907
DXY.INDEX,0,0,0,0,0,0,0,0,-0.033191445495816,0.00731019760933987,0.0198806056398338,0,0,0.0252722515291462,-0.0077638253256032,-0.000429393852591119,0.10723574897183,0,0,0.00584413871966038
SPX.INDEX,0.0133275962049851,0,0,0,0,0,-0.0187820584084658,0.0102417666092447,-0.0323803661950441,0.0108828892450786,0.0127106863793789,0.0104393562044452,-0.00131192575713351,-0.00750111051556474,0,0,0.00956632754453405,0,0,-0.0624876011970045
VIX.INDEX,0.224489860202481,0,0,0,-0.263951482646483,-0.185301002391285,0,0,-0.165104098648428,0,0,0,0,0,0.375108781282701,0,0.53031789267425,0,-5.09388683070574,0
